Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-03-01,,,,,,9,3.93,
2017-03-01,01:00,,6,11,77,,,
2017-03-01,02:00,,6,11,75,,,
2017-03-01,03:00,,2,8,73,,,
2017-03-01,04:00,,2,7,71,,,
2017-03-01,05:00,,6,11,68,,,
2017-03-01,06:00,,32,31,58,,,
2017-03-01,07:00,,118,77,28,,,
2017-03-01,08:00,,78,59,48,,,
2017-03-01,09:00,,60,43,59,,,
2017-03-01,10:00,,72,48,54,,,
2017-03-01,11:00,,50,36,63,,,
2017-03-01,12:00,,63,40,59,,,
2017-03-01,13:00,,64,41,55,,,
2017-03-01,14:00,,59,42,54,,,
2017-03-01,15:00,,67,42,56,,,
2017-03-01,16:00,,72,47,55,,,
2017-03-01,17:00,,74,49,52,,,
2017-03-01,18:00,,70,55,43,,,
2017-03-01,19:00,,105,81,34,,,
2017-03-01,20:00,,35,35,63,,,
2017-03-01,21:00,,35,31,68,,,
2017-03-01,22:00,,30,35,57,,,
2017-03-01,23:00,,45,47,41,,,
2017-03-02,00:00,,29,41,37,,,
2017-03-02,01:00,,4,16,56,,,
2017-03-02,02:00,,2,17,47,,,
2017-03-02,03:00,,2,19,42,,,
2017-03-02,04:00,,1,13,49,,,
2017-03-02,05:00,,11,15,49,,,
2017-03-02,06:00,,27,20,58,,,
2017-03-02,07:00,,75,44,49,,,
2017-03-02,08:00,,67,41,58,,,
2017-03-02,09:00,,50,36,64,,,
2017-03-02,10:00,,67,45,58,,,
2017-03-02,11:00,,36,25,77,,,
2017-03-02,12:00,,37,22,77,,,
2017-03-02,13:00,,34,24,76,,,
2017-03-02,14:00,,31,26,73,,,
2017-03-02,15:00,,54,35,69,,,
2017-03-02,16:00,,51,34,68,,,
2017-03-02,17:00,,45,34,66,,,
2017-03-02,18:00,,32,30,69,,,
2017-03-02,19:00,,23,26,69,,,
2017-03-02,20:00,,19,25,67,,,
2017-03-02,21:00,,46,44,49,,,
2017-03-02,22:00,,18,26,63,,,
2017-03-02,23:00,,17,22,67,,,
2017-03-03,00:00,,6,12,72,,,
2017-03-03,01:00,,5,10,69,,,
2017-03-03,02:00,,5,10,66,,,
2017-03-03,03:00,,2,8,67,,,
2017-03-03,04:00,,3,8,68,,,
2017-03-03,05:00,,9,14,61,,,
2017-03-03,06:00,,52,50,28,,,
2017-03-03,07:00,,101,57,29,,,
2017-03-03,08:00,,107,68,28,,,
2017-03-03,09:00,,98,77,22,,,
2017-03-03,10:00,,97,67,30,,,
2017-03-03,11:00,,74,56,49,,,
2017-03-03,12:00,,73,51,56,,,
2017-03-03,13:00,,76,58,57,,,
2017-03-03,14:00,,82,58,53,,,
2017-03-03,15:00,,42,40,60,,,
2017-03-03,16:00,,49,41,62,,,
2017-03-03,17:00,,37,39,63,,,
2017-03-03,18:00,,40,43,59,,,
2017-03-03,19:00,,33,42,59,,,
2017-03-03,20:00,,26,38,58,,,
2017-03-03,21:00,,32,38,58,,,
2017-03-03,22:00,,34,38,59,,,
2017-03-03,23:00,,14,28,60,,,
2017-03-04,00:00,,6,18,63,,,
2017-03-04,01:00,,4,17,60,,,
2017-03-04,02:00,,2,15,59,,,
2017-03-04,03:00,,1,12,60,,,
2017-03-04,04:00,,2,12,59,,,
2017-03-04,05:00,,1,12,58,,,
2017-03-04,06:00,,2,11,58,,,
2017-03-04,07:00,,2,13,56,,,
2017-03-04,08:00,,7,18,51,,,
2017-03-04,09:00,,9,18,53,,,
2017-03-04,10:00,,19,21,55,,,
2017-03-04,11:00,,15,19,62,,,
2017-03-04,12:00,,13,19,66,,,
2017-03-04,13:00,,13,19,71,,,
2017-03-04,14:00,,16,22,72,,,
2017-03-04,15:00,,25,26,70,,,
