Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-03-01,,,,,,6,
2017-03-01,01:00,,1,6,,,
2017-03-01,02:00,,1,6,,,
2017-03-01,03:00,,1,6,,,
2017-03-01,04:00,,1,8,,,
2017-03-01,05:00,,1,7,,,
2017-03-01,06:00,,3,10,,,
2017-03-01,07:00,,6,13,,,
2017-03-01,08:00,,9,19,,,
2017-03-01,09:00,,7,14,,,
2017-03-01,10:00,,9,14,,,
2017-03-01,11:00,,7,11,,,
2017-03-01,12:00,,8,12,,,
2017-03-01,13:00,,6,10,,,
2017-03-01,14:00,,5,8,,,
2017-03-01,15:00,,7,11,,,
2017-03-01,16:00,,9,15,,,
2017-03-01,17:00,,7,16,,,
2017-03-01,18:00,,8,17,,,
2017-03-01,19:00,,7,18,,,
2017-03-01,20:00,,6,28,,,
2017-03-01,21:00,,5,19,,,
2017-03-01,22:00,,2,11,,,
2017-03-01,23:00,,1,9,,,
2017-03-02,,,,,,7,
2017-03-02,00:00,,1,8,,,
2017-03-02,01:00,,1,7,,,
2017-03-02,02:00,,1,7,,,
2017-03-02,03:00,,1,6,,,
2017-03-02,04:00,,1,5,,,
2017-03-02,05:00,,1,5,,,
2017-03-02,06:00,,3,10,,,
2017-03-02,07:00,,8,20,,,
2017-03-02,08:00,,8,17,,,
2017-03-02,09:00,,6,9,,,
2017-03-02,10:00,,6,9,,,
2017-03-02,11:00,,4,7,,,
2017-03-02,12:00,,5,8,,,
2017-03-02,13:00,,5,9,,,
2017-03-02,14:00,,6,10,,,
2017-03-02,15:00,,7,11,,,
2017-03-02,16:00,,7,12,,,
2017-03-02,17:00,,12,18,,,
2017-03-02,18:00,,9,16,,,
2017-03-02,19:00,,8,19,,,
2017-03-02,20:00,,3,11,,,
2017-03-02,21:00,,3,9,,,
2017-03-02,22:00,,2,12,,,
2017-03-02,23:00,,1,11,,,
2017-03-03,,,,,,18,
2017-03-03,00:00,,1,16,,,
2017-03-03,01:00,,1,23,,,
2017-03-03,02:00,,1,18,,,
2017-03-03,03:00,,1,11,,,
2017-03-03,04:00,,1,22,,,
2017-03-03,05:00,,2,15,,,
2017-03-03,06:00,,13,30,,,
2017-03-03,07:00,,25,44,,,
2017-03-03,08:00,,43,57,,,
2017-03-03,09:00,,30,50,,,
2017-03-03,10:00,,17,28,,,
2017-03-03,11:00,,11,19,,,
2017-03-03,12:00,,8,15,,,
2017-03-03,13:00,,9,17,,,
2017-03-03,14:00,,7,17,,,
2017-03-03,15:00,,9,17,,,
2017-03-03,16:00,,7,15,,,
2017-03-03,17:00,,7,20,,,
2017-03-03,18:00,,8,25,,,
2017-03-03,19:00,,7,29,,,
2017-03-03,20:00,,6,27,,,
2017-03-03,21:00,,5,26,,,
2017-03-03,22:00,,7,36,,,
2017-03-03,23:00,,24,50,,,
2017-03-04,,,,,,23,
2017-03-04,00:00,,24,56,,,
2017-03-04,01:00,,28,51,,,
2017-03-04,02:00,,21,49,,,
2017-03-04,03:00,,19,42,,,
2017-03-04,04:00,,12,37,,,
2017-03-04,05:00,,17,33,,,
2017-03-04,06:00,,21,32,,,
2017-03-04,07:00,,39,34,,,
2017-03-04,08:00,,43,39,,,
2017-03-04,09:00,,47,40,,,
2017-03-04,10:00,,19,30,,,
2017-03-04,11:00,,7,20,,,
2017-03-04,12:00,,4,14,,,
2017-03-04,13:00,,3,11,,,
2017-03-04,14:00,,4,9,,,
2017-03-04,15:00,,2,8,,,
2017-03-04,16:00,,3,11,,,
2017-03-04,17:00,,2,17,,,
2017-03-04,18:00,,2,18,,,
2017-03-04,19:00,,7,31,,,
2017-03-04,20:00,,11,42,,,
2017-03-04,21:00,,4,31,,,
2017-03-04,22:00,,12,50,,,
2017-03-04,23:00,,10,38,,,
2017-03-05,,,,,,7,
2017-03-05,00:00,,2,16,,,
2017-03-05,01:00,,1,10,,,
2017-03-05,02:00,,1,8,,,
2017-03-05,03:00,,1,5,,,
2017-03-05,04:00,,1,4,,,
2017-03-05,05:00,,1,5,,,
2017-03-05,06:00,,1,4,,,
2017-03-05,07:00,,1,4,,,
2017-03-05,08:00,,1,2,,,
2017-03-05,09:00,,1,4,,,
2017-03-05,10:00,,2,6,,,
2017-03-05,11:00,,2,5,,,
2017-03-05,12:00,,2,3,,,
2017-03-05,13:00,,2,5,,,
2017-03-05,14:00,,1,4,,,
2017-03-05,15:00,,2,4,,,
2017-03-05,16:00,,2,6,,,
2017-03-05,17:00,,2,7,,,
2017-03-05,18:00,,2,11,,,
2017-03-05,19:00,,3,17,,,
2017-03-05,20:00,,2,18,,,
2017-03-05,21:00,,5,25,,,
2017-03-05,22:00,,8,36,,,
2017-03-05,23:00,,3,19,,,
2017-03-06,00:00,,1,10,,,
2017-03-06,01:00,,1,6,,,
2017-03-06,02:00,,1,6,,,
2017-03-06,03:00,,1,5,,,
2017-03-06,04:00,,1,7,,,
2017-03-06,05:00,,1,8,,,
2017-03-06,06:00,,3,9,,,
2017-03-06,07:00,,10,15,,,
2017-03-06,08:00,,19,28,,,
2017-03-06,09:00,,13,25,,,
2017-03-06,10:00,,19,32,,,
2017-03-06,11:00,,10,21,,,
