Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-03-01,,,,,,6,
2017-03-01,01:00,,1,6,,,
2017-03-01,02:00,,1,6,,,
2017-03-01,03:00,,1,6,,,
2017-03-01,04:00,,1,8,,,
2017-03-01,05:00,,1,7,,,
2017-03-01,06:00,,3,10,,,
2017-03-01,07:00,,6,13,,,
2017-03-01,08:00,,9,19,,,
2017-03-01,09:00,,7,14,,,
2017-03-01,10:00,,9,14,,,
2017-03-01,11:00,,7,11,,,
2017-03-01,12:00,,8,12,,,
2017-03-01,13:00,,6,10,,,
2017-03-01,14:00,,5,8,,,
2017-03-01,15:00,,7,11,,,
2017-03-01,16:00,,9,15,,,
2017-03-01,17:00,,7,16,,,
2017-03-01,18:00,,8,17,,,
2017-03-01,19:00,,7,18,,,
2017-03-01,20:00,,6,28,,,
2017-03-01,21:00,,5,19,,,
2017-03-01,22:00,,2,11,,,
2017-03-01,23:00,,1,9,,,
2017-03-02,00:00,,1,8,,,
2017-03-02,01:00,,1,7,,,
2017-03-02,02:00,,1,7,,,
2017-03-02,03:00,,1,6,,,
2017-03-02,04:00,,1,5,,,
2017-03-02,05:00,,1,5,,,
2017-03-02,06:00,,3,10,,,
2017-03-02,07:00,,8,20,,,
2017-03-02,08:00,,8,17,,,
2017-03-02,09:00,,6,9,,,
2017-03-02,10:00,,6,9,,,
2017-03-02,11:00,,4,7,,,
