Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-03-01,,,,,,4,
2017-03-01,01:00,,1,3,80,,
2017-03-01,02:00,,1,4,76,,
2017-03-01,03:00,,1,3,75,,
2017-03-01,04:00,,1,3,73,,
2017-03-01,05:00,,1,4,71,,
2017-03-01,06:00,,1,4,68,,
2017-03-01,07:00,,1,4,70,,
2017-03-01,08:00,,1,5,75,,
2017-03-01,09:00,,1,6,76,,
2017-03-01,10:00,,1,6,76,,
2017-03-01,11:00,,1,6,74,,
2017-03-01,12:00,,1,5,74,,
2017-03-01,13:00,,1,6,74,,
2017-03-01,14:00,,1,7,69,,
2017-03-01,15:00,,1,7,66,,
2017-03-01,16:00,,1,7,67,,
2017-03-01,17:00,,1,7,69,,
2017-03-01,18:00,,1,6,71,,
2017-03-01,19:00,,1,4,84,,
2017-03-01,20:00,,1,4,79,,
2017-03-01,21:00,,1,5,74,,
2017-03-01,22:00,,1,6,73,,
2017-03-01,23:00,,1,4,71,,
2017-03-02,,,,,,7,
2017-03-02,00:00,,1,4,69,,
2017-03-02,01:00,,1,7,60,,
2017-03-02,02:00,,1,8,56,,
2017-03-02,03:00,,1,7,55,,
2017-03-02,04:00,,1,6,57,,
2017-03-02,05:00,,1,8,54,,
2017-03-02,06:00,,1,6,56,,
2017-03-02,07:00,,1,7,54,,
2017-03-02,08:00,,3,8,53,,
2017-03-02,09:00,,1,7,57,,
2017-03-02,10:00,,1,5,70,,
2017-03-02,11:00,,1,3,80,,
2017-03-02,12:00,,1,3,84,,
2017-03-02,13:00,,1,3,88,,
2017-03-02,14:00,,1,2,89,,
2017-03-02,15:00,,1,3,85,,
2017-03-02,16:00,,1,3,85,,
2017-03-02,17:00,,1,5,80,,
2017-03-02,18:00,,1,5,79,,
2017-03-02,19:00,,1,5,77,,
2017-03-02,20:00,,1,5,76,,
2017-03-02,21:00,,1,4,74,,
2017-03-02,22:00,,1,5,72,,
2017-03-02,23:00,,1,8,68,,
2017-03-03,,,,,,10,
2017-03-03,00:00,,1,4,75,,
2017-03-03,01:00,,1,5,71,,
2017-03-03,02:00,,1,5,69,,
2017-03-03,03:00,,1,5,66,,
2017-03-03,04:00,,1,5,62,,
2017-03-03,05:00,,2,7,60,,
2017-03-03,06:00,,1,5,59,,
2017-03-03,07:00,,1,6,56,,
2017-03-03,08:00,,1,9,54,,
2017-03-03,09:00,,1,7,57,,
2017-03-03,10:00,,1,5,65,,
2017-03-03,11:00,,1,5,70,,
2017-03-03,12:00,,1,3,79,,
2017-03-03,13:00,,1,3,82,,
2017-03-03,14:00,,1,3,83,,
2017-03-03,15:00,,1,7,78,,
2017-03-03,16:00,,1,5,80,,
2017-03-03,17:00,,1,3,85,,
2017-03-03,18:00,,1,4,83,,
2017-03-03,19:00,,1,5,77,,
2017-03-03,20:00,,1,5,78,,
2017-03-03,21:00,,1,5,79,,
2017-03-03,22:00,,1,4,78,,
2017-03-03,23:00,,1,5,79,,
2017-03-04,,,,,,14,
2017-03-04,00:00,,1,4,79,,
2017-03-04,01:00,,1,5,77,,
2017-03-04,02:00,,1,4,75,,
2017-03-04,03:00,,1,4,73,,
2017-03-04,04:00,,1,4,71,,
2017-03-04,05:00,,1,4,70,,
2017-03-04,06:00,,1,3,70,,
2017-03-04,07:00,,1,4,70,,
2017-03-04,08:00,,1,4,71,,
2017-03-04,09:00,,1,3,72,,
2017-03-04,10:00,,1,3,74,,
2017-03-04,11:00,,1,2,79,,
2017-03-04,12:00,,1,2,83,,
2017-03-04,13:00,,1,2,90,,
2017-03-04,14:00,,1,1,96,,
2017-03-04,15:00,,1,3,94,,
2017-03-04,16:00,,1,4,93,,
2017-03-04,17:00,,1,2,95,,
2017-03-04,18:00,,1,6,89,,
2017-03-04,19:00,,1,6,88,,
2017-03-04,20:00,,1,5,83,,
2017-03-04,21:00,,1,6,67,,
2017-03-04,22:00,,1,8,58,,
2017-03-04,23:00,,1,8,55,,
2017-03-05,,,,,,7,
2017-03-05,00:00,,1,9,54,,
2017-03-05,01:00,,1,4,75,,
2017-03-05,02:00,,1,2,77,,
2017-03-05,03:00,,1,4,78,,
2017-03-05,04:00,,1,5,75,,
2017-03-05,05:00,,1,5,70,,
2017-03-05,06:00,,1,1,82,,
2017-03-05,07:00,,1,1,81,,
2017-03-05,08:00,,1,2,80,,
2017-03-05,09:00,,1,2,76,,
2017-03-05,10:00,,1,1,81,,
2017-03-05,11:00,,1,1,82,,
2017-03-05,12:00,,1,1,84,,
2017-03-05,13:00,,1,1,85,,
2017-03-05,14:00,,1,1,86,,
2017-03-05,15:00,,1,1,88,,
2017-03-05,16:00,,1,1,86,,
2017-03-05,17:00,,1,5,77,,
2017-03-05,18:00,,1,5,67,,
2017-03-05,19:00,,1,3,61,,
2017-03-05,20:00,,1,3,56,,
2017-03-05,21:00,,1,5,49,,
2017-03-05,22:00,,1,6,49,,
2017-03-05,23:00,,1,7,46,,
2017-03-06,00:00,,1,6,42,,
2017-03-06,01:00,,1,13,37,,
2017-03-06,02:00,,1,16,29,,
2017-03-06,03:00,,1,12,31,,
2017-03-06,04:00,,1,10,40,,
2017-03-06,05:00,,1,7,49,,
2017-03-06,06:00,,1,9,50,,
2017-03-06,07:00,,1,8,52,,
