Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-03-01,01:00,0.6,1,4,,,0.5
2017-03-01,02:00,0.5,2,4,,,0.5
2017-03-01,03:00,0.5,2,5,,,0.5
2017-03-01,04:00,0.5,3,4,,,0.5
2017-03-01,05:00,0.4,5,5,,,0.5
2017-03-01,06:00,0.5,22,17,,,0.5
2017-03-01,07:00,1.0,33,26,,,0.5
2017-03-01,08:00,1.2,39,33,,,0.5
2017-03-01,09:00,1.1,33,24,,,2.2
2017-03-01,10:00,0.9,38,22,,,2.3
2017-03-01,11:00,0.9,45,27,,,2.2
2017-03-01,12:00,1.0,33,21,,,1.2
2017-03-01,13:00,0.9,33,20,,,0.5
2017-03-01,14:00,1.0,35,20,,,0.5
2017-03-01,15:00,1.1,48,27,,,0.5
2017-03-01,16:00,1.8,52,31,,,1.5
2017-03-01,17:00,1.7,41,29,,,1.8
2017-03-01,18:00,1.5,31,24,,,1.6
2017-03-01,19:00,1.2,23,18,,,0.5
2017-03-01,20:00,1.1,39,37,,,0.5
2017-03-01,21:00,1.1,16,17,,,0.5
2017-03-01,22:00,0.8,15,18,,,0.5
2017-03-01,23:00,1.4,20,18,,,0.5
2017-03-02,00:00,1.6,4,7,,,1.2
2017-03-02,01:00,0.7,3,10,,,2.7
2017-03-02,02:00,0.8,2,6,,,1.7
2017-03-02,03:00,0.6,1,7,,,2.4
2017-03-02,04:00,0.6,3,13,,,3.8
2017-03-02,05:00,0.6,5,6,,,1.3
2017-03-02,06:00,0.6,10,9,,,0.5
2017-03-02,07:00,0.8,19,13,,,1.0
2017-03-02,08:00,1.0,34,19,,,1.1
2017-03-02,09:00,1.0,27,17,,,1.3
2017-03-02,10:00,0.8,27,18,,,1.8
2017-03-02,11:00,0.7,28,16,,,0.5
2017-03-02,12:00,0.7,19,11,,,0.5
2017-03-02,13:00,0.5,18,9,,,0.5
2017-03-02,14:00,0.5,20,12,,,0.5
2017-03-02,15:00,,23,13,,,0.5
2017-03-02,16:00,,24,14,,,0.5
2017-03-02,17:00,,29,19,,,0.5
2017-03-02,18:00,,29,19,,,0.5
2017-03-02,19:00,,14,11,,,0.5
2017-03-02,20:00,0.6,10,9,,,0.5
2017-03-02,21:00,0.5,8,9,,,0.5
2017-03-02,22:00,0.7,18,17,,,0.5
2017-03-02,23:00,1.2,13,13,,,0.5
2017-03-03,00:00,1.1,4,5,,,0.5
2017-03-03,01:00,0.5,2,5,,,0.5
2017-03-03,02:00,0.4,3,4,,,0.5
2017-03-03,03:00,0.4,3,5,,,0.5
2017-03-03,04:00,0.4,4,8,,,0.5
2017-03-03,05:00,0.7,4,7,,,0.5
2017-03-03,06:00,1.3,49,42,,,0.5
2017-03-03,07:00,2.0,37,32,,,0.5
2017-03-03,08:00,1.8,63,42,,,0.5
2017-03-03,09:00,1.2,39,24,,,1.3
2017-03-03,10:00,1.1,44,25,,,2.5
2017-03-03,11:00,1.0,44,25,,,2.3
2017-03-03,12:00,1.1,25,18,,,3.0
2017-03-03,13:00,0.9,29,19,,,3.6
2017-03-03,14:00,0.9,26,21,,,5.0
2017-03-03,15:00,1.0,35,26,,,4.5
2017-03-03,16:00,1.1,26,21,,,1.5
2017-03-03,17:00,1.0,23,21,,,1.0
2017-03-03,18:00,1.1,32,33,,,1.4
2017-03-03,19:00,1.4,17,26,,,1.1
2017-03-03,20:00,1.0,7,12,,,1.0
2017-03-03,21:00,0.9,6,9,,,0.5
2017-03-03,22:00,0.7,8,10,,,1.3
2017-03-03,23:00,0.8,10,12,,,1.1
2017-03-04,00:00,0.8,4,9,,,2.9
2017-03-04,01:00,0.8,5,17,,,7.1
2017-03-04,02:00,1.0,4,20,,,12.9
2017-03-04,03:00,0.7,2,13,,,8.3
2017-03-04,04:00,0.7,4,6,,,1.5
2017-03-04,05:00,0.7,4,8,,,3.2
2017-03-04,06:00,0.7,5,15,,,6.5
2017-03-04,07:00,0.9,9,19,,,7.1
2017-03-04,08:00,0.9,11,17,,,4.7
2017-03-04,09:00,1.0,18,20,,,7.8
2017-03-04,10:00,1.2,20,24,,,13.5
2017-03-04,11:00,1.2,18,20,,,9.7
2017-03-04,12:00,1.1,24,19,,,11.2
2017-03-04,13:00,1.4,25,20,,,4.6
2017-03-04,14:00,1.6,22,21,,,8.3
2017-03-04,15:00,1.2,26,24,,,5.5
2017-03-04,16:00,1.1,22,21,,,3.4
2017-03-04,17:00,1.3,22,22,,,4.9
2017-03-04,18:00,1.2,20,27,,,2.0
2017-03-04,19:00,1.9,7,23,,,2.7
2017-03-04,20:00,1.9,13,32,,,3.5
2017-03-04,21:00,3.1,39,39,,,1.4
2017-03-04,22:00,2.4,26,34,,,0.5
2017-03-04,23:00,3.0,32,39,,,1.2
2017-03-05,00:00,3.1,8,15,,,1.6
2017-03-05,01:00,0.8,4,6,,,1.1
2017-03-05,02:00,0.6,3,6,,,4.5
2017-03-05,03:00,0.6,3,3,,,1.0
2017-03-05,04:00,0.6,3,6,,,1.6
2017-03-05,05:00,0.7,4,7,,,1.3
