Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-07-01,01:00,,,,61,,,,
2018-07-01,02:00,,,,57,,,,
2018-07-01,03:00,,,,54,,,,
2018-07-01,04:00,,,,54,,,,
2018-07-01,05:00,,,,51,,,,
2018-07-01,06:00,,,,50,,,,
2018-07-01,07:00,,,,52,,,,
2018-07-01,08:00,,,,58,,,,
2018-07-01,09:00,,,,65,,,,
2018-07-01,10:00,,,,69,,,,
2018-07-01,11:00,,,,72,,,,
2018-07-01,12:00,,,,73,,,,
2018-07-01,13:00,,,,74,,,,
2018-07-01,14:00,,,,79,,,,
2018-07-01,15:00,,,,83,,,,
2018-07-01,16:00,,,,84,,,,
2018-07-01,17:00,,,,87,,,,
2018-07-01,18:00,,,,88,,,,
2018-07-01,19:00,,,,87,,,,
2018-07-01,20:00,,,,88,,,,
2018-07-01,21:00,,,,76,,,,
2018-07-01,22:00,,,,66,,,,
2018-07-01,23:00,,,,57,,,,
2018-07-02,00:00,,,,53,,,,
2018-07-02,01:00,,,,49,,,,
2018-07-02,02:00,,,,48,,,,
2018-07-02,03:00,,,,59,,,,
2018-07-02,04:00,,,,53,,,,
2018-07-02,05:00,,,,40,,,,
2018-07-02,06:00,,,,40,,,,
2018-07-02,07:00,,,,50,,,,
2018-07-02,08:00,,,,54,,,,
2018-07-02,09:00,,,,64,,,,
2018-07-02,10:00,,,,76,,,,
2018-07-02,11:00,,,,79,,,,
2018-07-02,12:00,,,,85,,,,
2018-07-02,13:00,,,,89,,,,
2018-07-02,14:00,,,,90,,,,
2018-07-02,15:00,,,,93,,,,
2018-07-02,16:00,,,,96,,,,
2018-07-02,17:00,,,,101,,,,
2018-07-02,18:00,,,,104,,,,
2018-07-02,19:00,,,,110,,,,
2018-07-02,20:00,,,,109,,,,
2018-07-02,21:00,,,,91,,,,
2018-07-02,22:00,,,,72,,,,
2018-07-02,23:00,,,,60,,,,
2018-07-03,00:00,,,,39,,,,
2018-07-03,01:00,,,,33,,,,
2018-07-03,02:00,,,,41,,,,
2018-07-03,03:00,,,,48,,,,
2018-07-03,04:00,,,,25,,,,
2018-07-03,05:00,,,,27,,,,
2018-07-03,06:00,,,,19,,,,
2018-07-03,07:00,,,,40,,,,
2018-07-03,08:00,,,,44,,,,
2018-07-03,09:00,,,,64,,,,
2018-07-03,10:00,,,,97,,,,
2018-07-03,11:00,,,,106,,,,
2018-07-03,12:00,,,,111,,,,
2018-07-03,13:00,,,,116,,,,
2018-07-03,14:00,,,,120,,,,
2018-07-03,15:00,,,,124,,,,
2018-07-03,16:00,,,,132,,,,
2018-07-03,17:00,,,,133,,,,
2018-07-03,18:00,,,,128,,,,
2018-07-03,19:00,,,,129,,,,
2018-07-03,20:00,,,,123,,,,
2018-07-03,21:00,,,,101,,,,
2018-07-03,22:00,,,,70,,,,
2018-07-03,23:00,,,,61,,,,
2018-07-04,00:00,,,,41,,,,
2018-07-04,01:00,,,,34,,,,
2018-07-04,02:00,,,,40,,,,
2018-07-04,03:00,,,,27,,,,
