Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-12-01,01:00,,,,22,,
2017-12-01,02:00,,,,19,,
2017-12-01,03:00,,,,12,,
2017-12-01,04:00,,,,16,,
2017-12-01,05:00,,,,17,,
2017-12-01,06:00,,,,16,,
2017-12-01,07:00,,,,13,,
2017-12-01,08:00,,,,4,,
2017-12-01,09:00,,,,3,,
2017-12-01,10:00,,,,6,,
2017-12-01,11:00,,,,14,,
2017-12-01,12:00,,,,19,,
2017-12-01,13:00,,,,25,,
2017-12-01,14:00,,,,23,,
2017-12-01,15:00,,,,23,,
2017-12-01,16:00,,,,17,,
2017-12-01,17:00,,,,15,,
2017-12-01,18:00,,,,12,,
2017-12-01,19:00,,,,6,,
2017-12-01,20:00,,,,2,,
2017-12-01,21:00,,,,8,,
2017-12-01,22:00,,,,9,,
2017-12-01,23:00,,,,9,,
2017-12-02,00:00,,,,31,,
2017-12-02,01:00,,,,46,,
2017-12-02,02:00,,,,42,,
2017-12-02,03:00,,,,40,,
2017-12-02,04:00,,,,36,,
2017-12-02,05:00,,,,39,,
2017-12-02,06:00,,,,40,,
2017-12-02,07:00,,,,43,,
2017-12-02,08:00,,,,42,,
2017-12-02,09:00,,,,41,,
2017-12-02,10:00,,,,45,,
2017-12-02,11:00,,,,47,,
2017-12-02,12:00,,,,49,,
2017-12-02,13:00,,,,48,,
2017-12-02,14:00,,,,48,,
2017-12-02,15:00,,,,47,,
2017-12-02,16:00,,,,46,,
2017-12-02,17:00,,,,42,,
2017-12-02,18:00,,,,21,,
2017-12-02,19:00,,,,18,,
2017-12-02,20:00,,,,15,,
2017-12-02,21:00,,,,15,,
2017-12-02,22:00,,,,15,,
2017-12-02,23:00,,,,17,,
