Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-12-01,01:00,0.8,1,15,30,14,1.0
2017-12-01,02:00,0.8,1,13,33,12,1.1
2017-12-01,03:00,0.7,1,10,36,8,1.0
2017-12-01,04:00,0.5,1,8,42,8,0.5
2017-12-01,05:00,0.5,1,6,47,8,0.5
2017-12-01,06:00,0.5,1,6,51,6,0.5
2017-12-01,07:00,0.4,1,7,47,6,0.5
2017-12-01,08:00,0.4,1,7,44,5,0.5
2017-12-01,09:00,0.5,1,8,42,6,1.4
2017-12-01,10:00,0.5,1,9,38,8,2.0
2017-12-01,11:00,0.5,1,10,34,9,2.0
2017-12-01,12:00,0.5,2,10,34,11,3.2
2017-12-01,13:00,0.6,2,9,39,10,2.9
2017-12-01,14:00,0.6,1,9,44,10,2.5
2017-12-01,15:00,0.5,1,13,39,9,3.7
2017-12-01,16:00,0.6,1,16,34,12,3.1
2017-12-01,17:00,0.6,1,16,30,14,2.2
2017-12-01,18:00,0.7,1,22,25,14,3.1
2017-12-01,19:00,0.9,1,20,27,16,3.7
2017-12-01,20:00,0.9,1,17,33,15,3.4
2017-12-01,21:00,0.7,1,15,39,13,3.4
2017-12-01,22:00,0.6,1,15,39,12,2.8
2017-12-01,23:00,0.6,1,14,41,12,2.5
2017-12-02,00:00,0.6,1,12,41,11,2.7
2017-12-02,01:00,,1,14,41,12,3.1
2017-12-02,02:00,,1,14,41,12,4.2
2017-12-02,03:00,,1,11,45,9,3.9
2017-12-02,04:00,,1,10,46,9,3.4
2017-12-02,05:00,,1,10,43,11,2.7
2017-12-02,06:00,0.5,1,10,44,10,2.7
2017-12-02,07:00,0.5,1,8,45,12,2.6
2017-12-02,08:00,0.5,1,8,43,10,2.5
2017-12-02,09:00,0.5,1,9,41,11,2.3
2017-12-02,10:00,0.5,1,9,40,14,2.3
2017-12-02,11:00,0.7,1,9,41,14,2.3
2017-12-02,12:00,0.8,1,9,41,15,2.3
2017-12-02,13:00,0.6,1,8,44,13,2.2
2017-12-02,14:00,0.6,1,7,49,11,1.8
2017-12-02,15:00,0.5,1,8,48,10,1.9
2017-12-02,16:00,0.5,1,7,49,7,1.9
2017-12-02,17:00,0.5,1,8,49,8,2.1
2017-12-02,18:00,0.5,1,11,45,9,2.0
2017-12-02,19:00,0.9,1,10,45,12,2.2
2017-12-02,20:00,0.9,1,8,45,11,1.9
2017-12-02,21:00,0.5,1,7,47,10,1.9
2017-12-02,22:00,0.7,1,11,40,12,2.1
2017-12-02,23:00,1.0,1,10,41,17,2.1
2017-12-03,00:00,0.9,1,11,33,16,2.9
2017-12-03,01:00,1.4,1,15,26,20,2.8
2017-12-03,02:00,1.3,1,15,27,21,4.5
2017-12-03,03:00,1.0,1,15,30,21,4.2
2017-12-03,04:00,0.9,1,14,30,23,3.4
2017-12-03,05:00,0.9,1,14,30,20,3.0
2017-12-03,06:00,0.9,1,13,29,20,3.0
2017-12-03,07:00,0.9,1,13,26,19,2.0
2017-12-03,08:00,0.9,1,12,28,20,2.2
2017-12-03,09:00,0.9,1,13,26,20,2.2
2017-12-03,10:00,0.9,1,10,39,20,3.5
2017-12-03,11:00,0.9,1,8,41,14,2.4
2017-12-03,12:00,0.9,1,8,40,18,2.4
2017-12-03,13:00,0.8,1,6,54,13,2.2
2017-12-03,14:00,0.6,1,6,52,11,1.2
2017-12-03,15:00,0.6,1,7,51,9,0.5
2017-12-03,16:00,0.6,1,7,51,8,0.5
2017-12-03,17:00,0.6,1,7,51,9,1.1
2017-12-03,18:00,0.6,1,8,50,10,1.3
2017-12-03,19:00,0.6,1,10,46,8,1.7
2017-12-03,20:00,0.6,1,11,41,6,1.9
2017-12-03,21:00,0.7,1,11,38,8,1.5
2017-12-03,22:00,0.7,1,11,35,10,1.5
2017-12-03,23:00,0.7,1,12,33,9,1.2
2017-12-04,00:00,0.7,1,13,30,9,1.1
2017-12-04,01:00,0.7,1,13,29,6,0.5
2017-12-04,02:00,0.7,1,14,27,3,0.5
2017-12-04,03:00,0.7,1,13,28,4,0.5
2017-12-04,04:00,0.7,1,13,29,1,0.5
2017-12-04,05:00,0.7,1,13,30,2,0.5
2017-12-04,06:00,0.6,1,12,32,2,0.5
2017-12-04,07:00,0.6,1,13,31,3,0.5
2017-12-04,08:00,0.6,1,13,34,2,0.5
2017-12-04,09:00,0.6,1,13,33,3,0.5
2017-12-04,10:00,0.6,1,13,37,3,0.5
2017-12-04,11:00,0.6,1,13,37,2,0.5
2017-12-04,12:00,0.7,2,15,36,0,1.1
2017-12-04,13:00,0.7,2,13,44,3,1.4
2017-12-04,14:00,0.6,1,12,53,2,1.3
2017-12-04,15:00,0.4,1,11,57,2,1.6
2017-12-04,16:00,0.4,1,11,58,4,1.5
2017-12-04,17:00,0.4,1,9,62,1,0.5
2017-12-04,18:00,0.4,1,7,67,0,1.5
2017-12-04,19:00,0.3,1,8,63,6,1.3
2017-12-04,20:00,0.4,1,7,63,7,1.4
2017-12-04,21:00,0.4,1,7,64,1,1.5
2017-12-04,22:00,0.3,1,7,64,6,1.8
2017-12-04,23:00,0.4,1,7,62,6,2.4
2017-12-05,00:00,0.4,1,8,61,5,1.9
2017-12-05,01:00,0.4,1,6,63,3,1.0
2017-12-05,02:00,0.3,1,5,63,3,0.5
2017-12-05,03:00,0.3,1,5,59,2,0.5
2017-12-05,04:00,0.4,1,5,60,2,0.5
2017-12-05,05:00,0.3,1,5,63,0,0.5
2017-12-05,06:00,0.3,1,5,60,1,0.5
2017-12-05,07:00,0.4,1,5,60,2,0.5
2017-12-05,08:00,0.3,1,6,57,1,0.5
2017-12-05,09:00,0.4,1,7,55,3,0.5
2017-12-05,10:00,0.4,1,8,53,0,0.5
2017-12-05,11:00,0.4,1,9,50,1,0.5
2017-12-05,12:00,0.5,1,10,47,1,0.5
2017-12-05,13:00,0.5,1,10,47,1,0.5
2017-12-05,14:00,0.5,1,10,48,0,0.5
2017-12-05,15:00,0.4,1,9,51,4,0.5
2017-12-05,16:00,0.4,1,10,49,3,0.5
2017-12-05,17:00,0.5,1,11,44,6,0.5
