Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,,,48,,
2018-02-01,02:00,,,,56,,
2018-02-01,03:00,,,,63,,
2018-02-01,04:00,,,,59,,
2018-02-01,05:00,,,,70,,
2018-02-01,06:00,,,,60,,
2018-02-01,07:00,,,,50,,
2018-02-01,08:00,,,,38,,
2018-02-01,09:00,,,,18,,
2018-02-01,10:00,,,,33,,
2018-02-01,11:00,,,,45,,
2018-02-01,12:00,,,,52,,
2018-02-01,13:00,,,,53,,
2018-02-01,14:00,,,,57,,
2018-02-01,15:00,,,,53,,
2018-02-01,16:00,,,,48,,
2018-02-01,17:00,,,,40,,
2018-02-01,18:00,,,,31,,
2018-02-01,19:00,,,,31,,
2018-02-01,20:00,,,,41,,
2018-02-01,21:00,,,,39,,
2018-02-01,22:00,,,,41,,
2018-02-01,23:00,,,,44,,
