Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,1,6,47,,,0.5
2018-02-01,02:00,,1,3,50,,,0.5
2018-02-01,03:00,,1,3,49,,,0.5
2018-02-01,04:00,,1,3,48,,,0.5
2018-02-01,05:00,,1,3,48,,,0.5
2018-02-01,06:00,,1,1,74,,,0.5
2018-02-01,07:00,,1,1,74,,,0.5
2018-02-01,08:00,,1,1,81,,,0.5
2018-02-01,09:00,,1,2,83,,,0.5
2018-02-01,10:00,,1,2,81,,,0.5
2018-02-01,11:00,,1,2,77,,,0.5
2018-02-01,12:00,,1,3,75,,,0.5
2018-02-01,13:00,,1,4,74,,,0.5
2018-02-01,14:00,,1,4,71,,,0.5
2018-02-01,15:00,,1,3,70,,,0.5
2018-02-01,16:00,,1,3,70,,,0.5
2018-02-01,17:00,,1,3,64,,,0.5
2018-02-01,18:00,,1,4,58,,,0.5
2018-02-01,19:00,,1,4,63,,,0.5
2018-02-01,20:00,,1,4,65,,,0.5
2018-02-01,21:00,,1,4,66,,,0.5
2018-02-01,22:00,,1,3,67,,,0.5
2018-02-01,23:00,,1,3,65,,,0.5
2018-02-02,00:00,,1,3,62,,,0.5
2018-02-02,01:00,,1,4,60,,,1.2
2018-02-02,02:00,,1,6,54,,,3.8
2018-02-02,03:00,,1,10,47,,,9.3
2018-02-02,04:00,,1,11,49,,,10.7
2018-02-02,05:00,,1,6,57,,,3.1
2018-02-02,06:00,,1,5,54,,,2.9
2018-02-02,07:00,,1,10,43,,,8.2
2018-02-02,08:00,,1,10,43,,,6.3
2018-02-02,09:00,,1,9,47,,,6.2
2018-02-02,10:00,,1,4,57,,,1.7
2018-02-02,11:00,,1,3,61,,,1.1
2018-02-02,12:00,,2,7,56,,,4.7
2018-02-02,13:00,,2,8,56,,,5.6
2018-02-02,14:00,,1,2,70,,,0.5
2018-02-02,15:00,,1,4,67,,,2.0
2018-02-02,16:00,,1,10,60,,,7.9
2018-02-02,17:00,,1,11,57,,,6.8
2018-02-02,18:00,,1,10,54,,,5.2
2018-02-02,19:00,,1,8,54,,,2.6
2018-02-02,20:00,,1,7,53,,,1.4
2018-02-02,21:00,,1,6,55,,,0.5
2018-02-02,22:00,,1,5,55,,,0.5
2018-02-02,23:00,,1,4,55,,,0.5
2018-02-03,00:00,,1,5,50,,,0.5
2018-02-03,01:00,,1,6,46,,,0.5
2018-02-03,02:00,,1,7,42,,,0.5
2018-02-03,03:00,,1,7,42,,,0.5
2018-02-03,04:00,,1,6,45,,,0.5
2018-02-03,05:00,,1,5,48,,,0.5
2018-02-03,06:00,,1,5,49,,,0.5
2018-02-03,07:00,,1,4,53,,,0.5
2018-02-03,08:00,,1,4,52,,,0.5
2018-02-03,09:00,,1,4,51,,,0.5
2018-02-03,10:00,,1,4,51,,,0.5
2018-02-03,11:00,,5,4,56,,,1.2
2018-02-03,12:00,,1,3,62,,,0.5
2018-02-03,13:00,,1,3,62,,,1.4
2018-02-03,14:00,,1,5,59,,,2.4
2018-02-03,15:00,,1,6,53,,,2.5
2018-02-03,16:00,,1,6,51,,,1.2
2018-02-03,17:00,,1,5,51,,,0.5
2018-02-03,18:00,,1,5,51,,,1.2
2018-02-03,19:00,,1,9,50,,,1.6
2018-02-03,20:00,,1,7,51,,,1.0
2018-02-03,21:00,,1,5,57,,,0.5
2018-02-03,22:00,,1,4,57,,,1.0
2018-02-03,23:00,,1,4,57,,,0.5
2018-02-04,00:00,,1,3,54,,,0.5
2018-02-04,01:00,,1,4,53,,,0.5
2018-02-04,02:00,,1,4,51,,,0.5
2018-02-04,03:00,,1,4,52,,,1.2
2018-02-04,04:00,,1,3,52,,,0.5
2018-02-04,05:00,,1,3,53,,,0.5
2018-02-04,06:00,,1,3,58,,,0.5
2018-02-04,07:00,,1,3,59,,,0.5
2018-02-04,08:00,,1,4,51,,,2.0
2018-02-04,09:00,,1,7,41,,,4.1
2018-02-04,10:00,,1,4,52,,,0.5
2018-02-04,11:00,,1,3,52,,,0.5
2018-02-04,12:00,,1,4,51,,,0.5
2018-02-04,13:00,,2,6,51,,,0.5
2018-02-04,14:00,,2,8,48,,,0.5
2018-02-04,15:00,,2,9,46,,,0.5
2018-02-04,16:00,,2,8,42,,,0.5
2018-02-04,17:00,,1,9,44,,,0.5
2018-02-04,18:00,,1,13,35,,,0.5
2018-02-04,19:00,,1,11,39,,,2.9
2018-02-04,20:00,,1,15,36,,,7.9
2018-02-04,21:00,,1,11,44,,,5.6
2018-02-04,22:00,,1,9,46,,,5.0
2018-02-04,23:00,,1,6,52,,,2.9
2018-02-05,00:00,,1,7,48,,,2.4
2018-02-05,01:00,,1,9,44,,,2.3
2018-02-05,02:00,,1,8,45,,,0.5
2018-02-05,03:00,,1,6,46,,,0.5
2018-02-05,04:00,,1,5,46,,,0.5
2018-02-05,05:00,,1,6,42,,,0.5
2018-02-05,06:00,,1,9,33,,,0.5
2018-02-05,07:00,,1,11,35,,,0.5
2018-02-05,08:00,,2,8,50,,,0.5
2018-02-05,09:00,,1,7,55,,,0.5
2018-02-05,10:00,,2,7,59,,,0.5
2018-02-05,11:00,,3,7,59,,,0.5
2018-02-05,12:00,,3,8,58,,,0.5
2018-02-05,13:00,,3,7,59,,,0.5
2018-02-05,14:00,,2,5,65,,,0.5
2018-02-05,17:00,,1,6,63,,,0.5
2018-02-05,18:00,,1,11,58,,,2.1
2018-02-05,19:00,,1,11,56,,,1.6
2018-02-05,20:00,,1,9,58,,,1.4
2018-02-05,21:00,,1,9,58,,,1.5
2018-02-05,22:00,,1,8,59,,,0.5
2018-02-05,23:00,,1,7,61,,,0.5
2018-02-06,00:00,,1,5,66,,,0.5
2018-02-06,01:00,,4,7,66,,,1.7
2018-02-06,02:00,,1,3,73,,,1.5
2018-02-06,03:00,,1,5,72,,,7.7
2018-02-06,04:00,,1,9,69,,,16.7
2018-02-06,05:00,,1,21,56,,,49.3
2018-02-06,06:00,,1,17,56,,,36.8
2018-02-06,07:00,,1,6,63,,,8.6
2018-02-06,08:00,,1,7,62,,,7.0
2018-02-06,09:00,,2,15,54,,,13.0
2018-02-06,10:00,,3,11,57,,,13.7
2018-02-06,11:00,,3,11,55,,,11.1
2018-02-06,12:00,,3,8,55,,,9.9
2018-02-06,13:00,,2,5,58,,,4.9
2018-02-06,14:00,,2,5,64,,,3.7
2018-02-06,15:00,,4,11,57,,,6.3
2018-02-06,16:00,,3,14,53,,,6.4
2018-02-06,17:00,,1,15,50,,,4.0
2018-02-06,18:00,,1,16,48,,,5.1
2018-02-06,19:00,,1,14,49,,,5.9
2018-02-06,20:00,,1,15,50,,,8.1
2018-02-06,21:00,,1,13,52,,,7.2
2018-02-06,22:00,,1,12,51,,,6.8
2018-02-06,23:00,,1,12,48,,,5.7
2018-02-07,00:00,,1,12,46,,,4.6
2018-02-07,01:00,,1,12,45,,,4.4
2018-02-07,02:00,,1,12,45,,,4.3
