Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,4,10,44,3,
2018-02-01,02:00,,4,10,46,2,
2018-02-01,03:00,,4,8,46,1,
2018-02-01,04:00,,5,10,43,2,
2018-02-01,05:00,,7,12,44,2,
2018-02-01,06:00,,27,28,46,3,
2018-02-01,07:00,,23,31,55,2,
2018-02-01,08:00,,86,64,40,5,
2018-02-01,09:00,,74,60,44,8,
2018-02-01,10:00,,70,54,44,11,
2018-02-01,11:00,,65,47,46,7,
2018-02-01,12:00,,42,38,51,10,
2018-02-01,13:00,,57,39,48,17,
2018-02-01,14:00,,67,49,43,17,
2018-02-01,15:00,,104,67,32,18,
2018-02-01,16:00,,232,115,12,20,
2018-02-01,17:00,,193,104,12,31,
2018-02-01,18:00,,82,65,30,20,
2018-02-01,19:00,,116,74,24,13,
2018-02-01,20:00,,47,41,41,13,
2018-02-01,21:00,,38,36,42,9,
2018-02-01,22:00,,32,37,44,6,
2018-02-01,23:00,,25,34,41,9,
2018-02-02,00:00,,29,37,38,11,
2018-02-02,01:00,,8,13,57,7,
2018-02-02,02:00,,4,13,54,6,
2018-02-02,03:00,,5,13,48,5,
2018-02-02,04:00,,10,19,43,6,
2018-02-02,05:00,,15,24,37,8,
2018-02-02,06:00,,55,46,22,7,
2018-02-02,07:00,,149,77,9,13,
2018-02-02,08:00,,142,77,7,17,
2018-02-02,09:00,,201,93,4,27,
2018-02-02,10:00,,118,60,24,26,
2018-02-02,11:00,,63,37,45,13,
2018-02-02,12:00,,56,32,52,10,
2018-02-02,13:00,,62,39,51,8,
2018-02-02,14:00,,86,47,47,8,
2018-02-02,15:00,,101,54,42,10,
2018-02-02,16:00,,82,55,35,12,
2018-02-02,17:00,,106,70,24,16,
2018-02-02,18:00,,72,56,29,20,
2018-02-02,19:00,,80,55,29,18,
2018-02-02,20:00,,52,42,35,12,
2018-02-02,21:00,,41,36,38,14,
2018-02-02,22:00,,32,30,41,10,
2018-02-02,23:00,,28,27,41,9,
2018-02-03,00:00,,17,20,41,8,
2018-02-03,01:00,,12,18,38,7,
2018-02-03,02:00,,8,16,35,7,
2018-02-03,03:00,,3,13,34,5,
2018-02-03,04:00,,4,14,32,6,
2018-02-03,05:00,,4,15,32,8,
2018-02-03,06:00,,9,17,34,8,
2018-02-03,07:00,,15,19,37,9,
2018-02-03,08:00,,22,21,33,10,
2018-02-03,09:00,,37,31,27,11,
2018-02-03,10:00,,31,30,30,14,
2018-02-03,11:00,,30,32,33,15,
2018-02-03,12:00,,22,23,44,17,
2018-02-03,13:00,,22,24,43,14,
2018-02-03,14:00,,21,23,42,12,
2018-02-03,15:00,,44,39,34,13,
2018-02-03,16:00,,54,47,29,16,
2018-02-03,17:00,,42,37,34,16,
2018-02-03,18:00,,55,45,31,13,
2018-02-03,19:00,,42,42,31,14,
2018-02-03,20:00,,40,40,35,13,
2018-02-03,21:00,,30,34,36,11,
2018-02-03,22:00,,23,26,36,11,
2018-02-03,23:00,,39,39,29,9,
2018-02-04,00:00,,28,38,26,14,
2018-02-04,01:00,,18,29,29,14,
2018-02-04,02:00,,26,42,17,13,
2018-02-04,03:00,,21,32,18,15,
2018-02-04,04:00,,8,18,31,14,
2018-02-04,05:00,,3,15,31,13,
2018-02-04,06:00,,3,17,28,12,
2018-02-04,07:00,,5,14,35,12,
2018-02-04,08:00,,8,18,33,13,
2018-02-04,09:00,,30,24,24,16,
2018-02-04,10:00,,64,46,15,15,
2018-02-04,11:00,,78,50,14,19,
2018-02-04,12:00,,78,42,14,18,
2018-02-04,13:00,,36,32,26,15,
2018-02-04,14:00,,48,37,26,12,
