Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,1,6,,,0,
2018-02-01,02:00,,1,8,,,1,
2018-02-01,03:00,,1,7,,,1,
2018-02-01,04:00,,1,6,,,0,
2018-02-01,05:00,,1,9,,,0,
2018-02-01,06:00,,4,11,,,0,
2018-02-01,07:00,,8,27,,,1,
2018-02-01,08:00,,28,53,,,5,
2018-02-01,09:00,,18,40,,,6,
2018-02-01,10:00,,18,32,,,2,
2018-02-01,11:00,,20,32,,,3,
2018-02-01,12:00,,18,30,,,8,
2018-02-01,13:00,,9,21,,,12,
2018-02-01,14:00,,10,18,,,10,
2018-02-01,15:00,,12,20,,,10,
2018-02-01,16:00,,15,26,,,13,
2018-02-01,17:00,,15,31,,,16,
2018-02-01,18:00,,15,33,,,20,
2018-02-01,19:00,,14,33,,,19,
2018-02-01,20:00,,8,29,,,19,
2018-02-01,21:00,,5,23,,,17,
2018-02-01,22:00,,1,17,,,12,
2018-02-01,23:00,,2,15,,,9,
2018-02-02,00:00,,1,12,,,9,
2018-02-02,01:00,,1,12,,,4,
2018-02-02,02:00,,1,12,,,7,
2018-02-02,03:00,,1,13,,,6,
2018-02-02,04:00,,1,12,,,7,
2018-02-02,05:00,,3,16,,,6,
2018-02-02,06:00,,7,23,,,7,
2018-02-02,07:00,,14,32,,,10,
2018-02-02,08:00,,15,28,,,17,
2018-02-02,09:00,,10,25,,,14,
2018-02-02,10:00,,15,25,,,10,
2018-02-02,11:00,,12,18,,,13,
2018-02-02,12:00,,11,15,,,12,
2018-02-02,13:00,,7,12,,,9,
2018-02-02,14:00,,8,15,,,9,
2018-02-02,15:00,,9,18,,,10,
2018-02-02,16:00,,10,19,,,14,
2018-02-02,17:00,,17,24,,,11,
2018-02-02,18:00,,15,25,,,9,
2018-02-02,19:00,,8,24,,,10,
2018-02-02,20:00,,5,24,,,12,
2018-02-02,21:00,,3,17,,,12,
2018-02-02,22:00,,4,16,,,11,
2018-02-02,23:00,,2,14,,,10,
2018-02-03,00:00,,1,11,,,7,
2018-02-03,01:00,,1,12,,,5,
2018-02-03,02:00,,1,12,,,3,
2018-02-03,03:00,,1,10,,,5,
2018-02-03,04:00,,2,12,,,5,
2018-02-03,05:00,,2,14,,,9,
2018-02-03,06:00,,1,15,,,9,
2018-02-03,07:00,,2,14,,,6,
2018-02-03,08:00,,5,19,,,5,
2018-02-03,09:00,,10,26,,,10,
2018-02-03,10:00,,9,20,,,11,
2018-02-03,11:00,,8,15,,,12,
2018-02-03,12:00,,6,13,,,12,
2018-02-03,13:00,,5,12,,,8,
2018-02-03,14:00,,5,14,,,7,
2018-02-03,15:00,,4,11,,,13,
2018-02-03,16:00,,4,14,,,10,
2018-02-03,17:00,,5,14,,,8,
2018-02-03,18:00,,7,25,,,9,
2018-02-03,19:00,,11,26,,,13,
2018-02-03,20:00,,13,40,,,12,
2018-02-03,21:00,,23,49,,,24,
2018-02-03,22:00,,11,33,,,33,
2018-02-03,23:00,,6,28,,,23,
2018-02-04,00:00,,2,18,,,14,
2018-02-04,01:00,,1,15,,,11,
2018-02-04,02:00,,1,15,,,12,
2018-02-04,03:00,,1,12,,,10,
2018-02-04,04:00,,1,12,,,11,
2018-02-04,05:00,,1,18,,,9,
2018-02-04,06:00,,3,20,,,9,
2018-02-04,07:00,,3,19,,,9,
2018-02-04,08:00,,2,14,,,9,
2018-02-04,09:00,,2,13,,,10,
2018-02-04,10:00,,4,11,,,14,
2018-02-04,11:00,,5,12,,,12,
2018-02-04,12:00,,4,10,,,19,
2018-02-04,13:00,,3,10,,,17,
2018-02-04,14:00,,4,11,,,18,
2018-02-04,15:00,,4,14,,,17,
2018-02-04,16:00,,4,13,,,23,
2018-02-04,17:00,,5,15,,,19,
2018-02-04,18:00,,2,13,,,8,
2018-02-04,19:00,,3,13,,,14,
2018-02-04,20:00,,2,16,,,18,
2018-02-04,21:00,,3,21,,,23,
2018-02-04,22:00,,3,18,,,20,
2018-02-04,23:00,,4,24,,,14,
2018-02-05,00:00,,2,21,,,17,
2018-02-05,01:00,,2,24,,,20,
2018-02-05,02:00,,9,30,,,15,
2018-02-05,03:00,,8,28,,,17,
2018-02-05,04:00,,17,34,,,20,
2018-02-05,05:00,,20,32,,,21,
2018-02-05,06:00,,50,37,,,21,
2018-02-05,07:00,,48,39,,,21,
2018-02-05,08:00,,72,40,,,26,
2018-02-05,09:00,,78,43,,,26,
2018-02-05,10:00,,62,44,,,29,
2018-02-05,11:00,,49,41,,,29,
2018-02-05,12:00,,12,22,,,28,
2018-02-05,13:00,,7,18,,,26,
2018-02-05,14:00,,6,14,,,24,
2018-02-05,15:00,,7,16,,,19,
2018-02-05,16:00,,6,19,,,18,
2018-02-05,17:00,,5,22,,,21,
2018-02-05,18:00,,6,28,,,20,
2018-02-05,19:00,,9,37,,,18,
2018-02-05,20:00,,3,36,,,21,
2018-02-05,21:00,,30,54,,,22,
2018-02-05,22:00,,22,55,,,27,
2018-02-05,23:00,,28,51,,,29,
2018-02-06,00:00,,23,43,,,29,
2018-02-06,01:00,,21,40,,,31,
2018-02-06,02:00,,15,42,,,29,
2018-02-06,03:00,,12,42,,,25,
2018-02-06,04:00,,15,41,,,29,
2018-02-06,05:00,,28,39,,,26,
2018-02-06,06:00,,41,39,,,27,
2018-02-06,07:00,,87,46,,,26,
2018-02-06,08:00,,177,61,,,31,
2018-02-06,09:00,,93,55,,,27,
2018-02-06,10:00,,129,60,,,34,
2018-02-06,11:00,,93,58,,,45,
2018-02-06,12:00,,26,36,,,40,
2018-02-06,13:00,,21,28,,,32,
2018-02-06,14:00,,10,23,,,30,
2018-02-06,15:00,,8,25,,,25,
2018-02-06,16:00,,12,36,,,29,
2018-02-06,17:00,,9,41,,,33,
2018-02-06,18:00,,17,65,,,31,
2018-02-06,19:00,,2,29,,,34,
2018-02-06,20:00,,7,41,,,32,
2018-02-06,21:00,,11,48,,,40,
2018-02-06,22:00,,25,51,,,42,
2018-02-06,23:00,,64,52,,,45,
2018-02-07,00:00,,60,48,,,49,
2018-02-07,01:00,,51,43,,,50,
2018-02-07,02:00,,25,38,,,50,
2018-02-07,03:00,,17,34,,,42,
2018-02-07,04:00,,36,35,,,46,
2018-02-07,05:00,,33,34,,,42,
2018-02-07,06:00,,62,36,,,35,
2018-02-07,07:00,,81,41,,,38,
2018-02-07,08:00,,127,51,,,43,
2018-02-07,09:00,,147,53,,,45,
2018-02-07,10:00,,71,42,,,50,
2018-02-07,11:00,,47,38,,,45,
2018-02-07,12:00,,42,39,,,50,
2018-02-07,13:00,,44,38,,,55,
2018-02-07,14:00,,32,31,,,62,
2018-02-07,15:00,,32,36,,,67,
2018-02-07,16:00,,36,42,,,58,
2018-02-07,17:00,,13,39,,,36,
2018-02-07,18:00,,23,60,,,47,
2018-02-07,19:00,,57,64,,,50,
2018-02-07,20:00,,35,62,,,50,
2018-02-07,21:00,,16,53,,,53,
2018-02-07,22:00,,14,51,,,47,
2018-02-07,23:00,,9,43,,,48,
2018-02-08,00:00,,2,30,,,49,
2018-02-08,01:00,,3,34,,,49,
2018-02-08,02:00,,5,34,,,47,
2018-02-08,03:00,,3,33,,,43,
2018-02-08,04:00,,8,35,,,46,
2018-02-08,05:00,,6,39,,,52,
