Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,1,8,44,,6,2.0
2018-02-01,02:00,,1,6,46,,4,2.2
2018-02-01,03:00,,1,7,46,,4,2.5
2018-02-01,04:00,,1,9,42,,7,2.1
2018-02-01,05:00,,1,8,47,,3,2.5
2018-02-01,06:00,,1,11,54,,6,1.7
2018-02-01,07:00,,1,15,64,,6,1.8
2018-02-01,08:00,,2,21,60,,7,2.1
2018-02-01,09:00,,3,23,60,,7,3.1
2018-02-01,10:00,,2,21,60,,6,2.1
2018-02-01,11:00,,1,14,65,,6,1.7
2018-02-01,12:00,,2,13,65,,9,1.6
2018-02-01,13:00,,1,12,60,,,1.6
2018-02-01,14:00,,1,12,61,,,2.0
2018-02-01,15:00,,1,16,57,,,2.1
2018-02-01,16:00,,3,32,43,,11,2.6
2018-02-01,17:00,,3,45,28,,12,1.9
2018-02-01,18:00,,1,26,45,,10,2.0
2018-02-01,19:00,,1,25,45,,12,2.2
2018-02-01,20:00,,1,14,53,,12,2.5
2018-02-01,21:00,,1,12,55,,6,2.9
2018-02-01,22:00,,1,13,54,,5,2.7
2018-02-01,23:00,,1,15,52,,10,1.4
2018-02-02,00:00,,1,20,46,,10,1.2
2018-02-02,01:00,,1,7,60,,5,1.4
2018-02-02,02:00,,1,8,57,,3,1.2
2018-02-02,03:00,,1,11,48,,8,1.1
2018-02-02,04:00,,1,14,40,,12,0.5
2018-02-02,05:00,,1,17,38,,11,1.1
2018-02-02,06:00,,7,42,12,,6,0.5
2018-02-02,07:00,,14,49,6,,11,0.5
2018-02-02,08:00,,7,41,19,,14,1.1
2018-02-02,09:00,,28,54,7,,15,0.5
2018-02-02,10:00,,21,34,28,,16,1.4
2018-02-02,11:00,,1,8,60,,7,1.8
2018-02-02,12:00,,1,6,64,,10,1.7
2018-02-02,13:00,,2,8,64,,11,1.6
2018-02-02,14:00,,2,8,65,,14,1.6
2018-02-02,15:00,,1,8,65,,7,1.7
2018-02-02,16:00,,1,16,54,,6,1.5
2018-02-02,17:00,,1,17,51,,11,1.1
2018-02-02,18:00,,1,19,46,,9,1.3
2018-02-02,19:00,,1,21,41,,5,1.7
2018-02-02,20:00,,1,15,45,,7,2.3
2018-02-02,21:00,,1,11,49,,11,1.9
2018-02-02,22:00,,1,11,49,,13,1.4
2018-02-02,23:00,,1,10,47,,13,3.3
2018-02-03,00:00,,1,10,44,,9,3.3
2018-02-03,01:00,,1,11,40,,5,2.4
2018-02-03,02:00,,1,10,37,,8,1.4
2018-02-03,03:00,,1,11,34,,9,1.2
2018-02-03,04:00,,1,11,33,,6,1.0
2018-02-03,05:00,,1,11,35,,10,1.2
2018-02-03,06:00,,1,10,36,,6,1.4
2018-02-03,07:00,,1,9,40,,7,1.2
2018-02-03,08:00,,1,11,36,,11,1.3
2018-02-03,09:00,,1,13,32,,13,1.1
2018-02-03,10:00,,2,14,35,,21,1.4
2018-02-03,11:00,,3,16,40,,8,1.6
2018-02-03,12:00,,3,13,48,,7,1.5
2018-02-03,13:00,,1,10,50,,10,1.5
2018-02-03,14:00,,1,10,48,,12,1.4
2018-02-03,15:00,,1,15,45,,12,1.5
2018-02-03,16:00,,1,13,44,,16,1.6
2018-02-03,17:00,,1,15,41,,14,1.4
2018-02-03,18:00,,1,17,44,,11,1.7
2018-02-03,19:00,,1,23,34,,9,1.3
2018-02-03,20:00,,1,14,47,,11,1.1
2018-02-03,21:00,,1,15,43,,9,1.1
2018-02-03,22:00,,1,13,43,,11,1.1
2018-02-03,23:00,,1,14,40,,13,1.1
2018-02-04,00:00,,1,14,38,,12,2.6
2018-02-04,01:00,,1,16,33,,15,3.3
2018-02-04,02:00,,1,18,29,,20,7.6
2018-02-04,03:00,,1,21,22,,12,6.6
2018-02-04,04:00,,1,16,30,,15,3.4
2018-02-04,05:00,,1,15,30,,5,1.7
2018-02-04,06:00,,1,17,26,,3,1.4
2018-02-04,07:00,,1,11,36,,10,1.5
2018-02-04,08:00,,1,14,33,,27,1.4
2018-02-04,09:00,,1,16,27,,32,1.3
2018-02-04,10:00,,2,19,23,,27,1.2
2018-02-04,11:00,,4,21,21,,24,1.2
2018-02-04,12:00,,4,15,21,,14,1.2
2018-02-04,13:00,,3,15,29,,14,1.7
2018-02-04,14:00,,3,14,34,,8,2.4
2018-02-04,15:00,,3,18,29,,9,2.4
2018-02-04,16:00,,2,17,28,,13,1.9
2018-02-04,17:00,,2,25,22,,17,3.9
2018-02-04,18:00,,2,28,19,,19,2.9
2018-02-04,19:00,,1,29,18,,19,1.6
2018-02-04,20:00,,1,33,15,,22,3.1
2018-02-04,21:00,,1,34,14,,25,1.5
2018-02-04,22:00,,1,34,13,,19,1.1
2018-02-04,23:00,,1,31,14,,19,1.6
2018-02-05,00:00,,1,33,10,,16,3.9
2018-02-05,01:00,,2,33,7,,20,7.1
2018-02-05,02:00,,1,29,11,,18,8.9
2018-02-05,03:00,,1,27,12,,18,8.2
2018-02-05,04:00,,1,30,10,,15,6.0
2018-02-05,05:00,,3,37,4,,19,2.7
2018-02-05,06:00,,6,38,3,,22,1.9
2018-02-05,07:00,,6,35,4,,22,2.1
2018-02-05,08:00,,10,38,3,,28,1.4
2018-02-05,09:00,,23,40,4,,33,1.5
2018-02-05,10:00,,24,37,11,,34,2.0
2018-02-05,11:00,,11,24,30,,35,2.7
2018-02-05,12:00,,3,14,47,,26,2.4
2018-02-05,13:00,,3,17,44,,22,2.2
2018-02-05,14:00,,3,15,49,,26,2.0
2018-02-05,15:00,,2,14,53,,20,2.1
2018-02-05,16:00,,2,18,50,,15,2.5
2018-02-05,17:00,,3,26,43,,16,3.0
2018-02-05,18:00,,1,34,34,,17,3.2
2018-02-05,19:00,,2,35,34,,16,4.0
2018-02-05,20:00,,1,30,40,,18,3.5
2018-02-05,21:00,,1,31,39,,21,2.2
2018-02-05,22:00,,2,35,34,,18,1.8
2018-02-05,23:00,,1,23,42,,17,1.6
2018-02-06,00:00,,1,20,43,,17,1.5
2018-02-06,01:00,,1,24,36,,15,1.3
2018-02-06,02:00,,1,22,35,,16,1.3
2018-02-06,03:00,,1,25,26,,18,1.1
2018-02-06,04:00,,1,29,16,,18,0.5
2018-02-06,05:00,,1,30,14,,21,3.9
2018-02-06,06:00,,5,38,5,,18,3.3
2018-02-06,07:00,,17,45,3,,17,1.8
2018-02-06,08:00,,15,46,4,,18,1.7
2018-02-06,09:00,,18,43,10,,20,2.1
2018-02-06,10:00,,18,35,17,,23,3.1
2018-02-06,11:00,,11,28,30,,25,5.3
2018-02-06,12:00,,5,17,47,,38,4.8
2018-02-06,13:00,,4,16,47,,27,5.1
2018-02-06,14:00,,3,14,49,,27,6.7
2018-02-06,15:00,,2,15,53,,28,4.6
2018-02-06,16:00,,3,16,55,,28,4.7
2018-02-06,17:00,,4,31,38,,29,12.2
2018-02-06,18:00,,3,31,35,,31,7.4
2018-02-06,19:00,,3,42,22,,32,4.9
2018-02-06,20:00,,6,55,9,,45,3.1
2018-02-06,21:00,,2,39,22,,34,3.4
2018-02-06,22:00,,1,25,34,,32,3.5
2018-02-06,23:00,,1,25,32,,27,3.3
2018-02-07,00:00,,1,24,34,,29,4.1
2018-02-07,01:00,,1,20,34,,25,4.1
2018-02-07,02:00,,1,18,35,,24,3.7
2018-02-07,03:00,,1,20,30,,24,3.1
2018-02-07,04:00,,5,40,3,,29,9.0
2018-02-07,05:00,,7,40,2,,35,7.4
2018-02-07,06:00,,7,39,2,,36,8.7
2018-02-07,07:00,,19,40,2,,35,8.2
2018-02-07,08:00,,41,44,2,,34,7.8
2018-02-07,09:00,,104,52,3,,41,11.0
2018-02-07,10:00,,42,42,8,,46,10.9
2018-02-07,11:00,,49,48,10,,45,7.3
2018-02-07,12:00,,37,45,14,,47,7.5
2018-02-07,13:00,,12,28,31,,50,9.1
2018-02-07,14:00,,4,19,41,,41,6.6
2018-02-07,15:00,,2,13,49,,38,6.2
2018-02-07,16:00,,3,20,44,,36,6.7
2018-02-07,17:00,,4,32,33,,41,5.5
2018-02-07,18:00,,3,42,23,,47,5.6
2018-02-07,19:00,,2,44,22,,54,6.9
2018-02-07,20:00,,3,44,22,,60,7.2
2018-02-07,21:00,,2,49,16,,62,6.3
2018-02-07,22:00,,2,56,10,,69,5.7
2018-02-07,23:00,,1,52,13,,72,6.1
2018-02-08,00:00,,2,50,11,,76,7.0
2018-02-08,01:00,,1,42,14,,,8.1
2018-02-08,02:00,,1,33,21,,,7.0
2018-02-08,03:00,,1,36,16,,,5.5
2018-02-08,04:00,,1,29,20,,,5.2
2018-02-08,05:00,,1,30,18,,,4.5
2018-02-08,06:00,,2,36,12,,,4.7
2018-02-08,07:00,,5,42,6,,,4.5
2018-02-08,08:00,,11,44,4,,,5.1
2018-02-08,09:00,,20,43,5,,,6.7
2018-02-08,10:00,,12,38,11,,71,6.5
2018-02-08,11:00,,12,38,15,,76,6.0
2018-02-08,12:00,,14,41,16,,75,6.7
2018-02-08,13:00,,4,26,41,,68,11.3
2018-02-08,14:00,,3,29,41,,50,11.4
2018-02-08,15:00,,3,32,37,,54,10.4
2018-02-08,16:00,,2,31,39,,56,8.8
2018-02-08,17:00,,1,33,41,,52,8.7
2018-02-08,18:00,,2,35,38,,50,8.0
2018-02-08,19:00,,1,34,39,,50,7.3
2018-02-08,20:00,,1,39,33,,50,6.7
2018-02-08,21:00,,1,49,21,,55,6.5
2018-02-08,22:00,,2,54,12,,62,31.5
2018-02-08,23:00,,1,43,17,,60,9.4
2018-02-09,00:00,,1,46,10,,61,7.9
2018-02-09,01:00,,2,48,6,,65,8.8
2018-02-09,02:00,,1,41,8,,63,11.8
2018-02-09,03:00,,4,48,4,,59,7.1
2018-02-09,04:00,,4,46,5,,60,3.8
2018-02-09,05:00,,1,38,9,,55,3.1
2018-02-09,06:00,,2,35,11,,52,3.5
2018-02-09,07:00,,7,42,5,,51,3.7
2018-02-09,08:00,,13,43,2,,52,3.6
2018-02-09,09:00,,30,44,4,,51,4.1
2018-02-09,10:00,,42,45,7,,53,5.3
2018-02-09,11:00,,16,35,24,,58,10.8
2018-02-09,12:00,,5,22,44,,52,13.7
2018-02-09,13:00,,6,24,45,,44,16.1
2018-02-09,14:00,,5,25,47,,45,16.7
2018-02-09,15:00,,6,30,44,,46,16.8
2018-02-09,16:00,,6,39,39,,53,14.5
2018-02-09,17:00,,4,48,25,,55,8.5
2018-02-09,18:00,,8,59,9,,54,5.4
2018-02-09,19:00,,20,65,2,,62,11.0
2018-02-09,20:00,,18,61,3,,60,13.6
2018-02-09,21:00,,22,61,3,,63,9.6
2018-02-09,22:00,,30,56,2,,67,6.5
2018-02-09,23:00,,27,54,2,,65,6.3
2018-02-10,00:00,,26,51,3,,65,8.4
2018-02-10,01:00,,20,45,2,,70,24.0
2018-02-10,02:00,,30,45,2,,70,17.1
2018-02-10,03:00,,36,44,2,,69,8.9
2018-02-10,04:00,,15,42,2,,64,6.8
2018-02-10,05:00,,10,40,2,,58,6.4
2018-02-10,06:00,,5,36,2,,57,4.9
2018-02-10,07:00,,5,34,2,,54,3.8
2018-02-10,08:00,,10,34,1,,49,3.2
2018-02-10,09:00,,18,35,2,,50,3.2
2018-02-10,10:00,,30,36,3,,53,3.4
2018-02-10,11:00,,33,37,4,,58,3.8
2018-02-10,12:00,,17,33,16,,59,4.1
2018-02-10,13:00,,2,16,39,,47,5.0
2018-02-10,14:00,,2,15,44,,34,3.6
2018-02-10,15:00,,2,20,42,,28,2.7
2018-02-10,16:00,,2,19,45,,31,2.5
2018-02-10,17:00,,2,26,38,,30,2.5
2018-02-10,18:00,,2,39,19,,41,3.2
2018-02-10,19:00,,6,45,11,,48,3.1
2018-02-10,20:00,,14,55,4,,56,2.9
2018-02-10,21:00,,19,55,3,,66,2.7
2018-02-10,22:00,,10,51,4,,60,3.1
2018-02-10,23:00,,3,44,8,,54,3.8
2018-02-11,00:00,,2,36,14,,48,3.6
2018-02-11,01:00,,5,39,9,,42,3.6
2018-02-11,02:00,,3,34,11,,40,3.4
2018-02-11,03:00,,2,29,15,,42,3.9
2018-02-11,04:00,,1,26,19,,40,3.8
2018-02-11,05:00,,1,19,27,,37,3.7
2018-02-11,06:00,,1,19,26,,31,3.8
2018-02-11,07:00,,1,23,20,,33,5.7
2018-02-11,08:00,,1,20,26,,38,5.2
2018-02-11,09:00,,2,16,40,,32,4.9
2018-02-11,10:00,,1,10,59,,19,4.8
2018-02-11,11:00,,2,12,52,,14,9.0
2018-02-11,12:00,,2,10,57,,16,4.4
2018-02-11,13:00,,2,10,55,,19,3.0
2018-02-11,14:00,,1,9,60,,17,3.1
2018-02-11,15:00,,1,9,64,,11,3.3
2018-02-11,16:00,,1,9,64,,7,3.0
2018-02-11,17:00,,1,14,54,,8,2.4
2018-02-11,18:00,,2,25,41,,10,2.5
2018-02-11,19:00,,2,37,26,,13,2.7
2018-02-11,20:00,,1,20,45,,16,2.8
2018-02-11,21:00,,1,13,54,,10,3.3
2018-02-11,22:00,,1,13,53,,8,4.1
2018-02-11,23:00,,1,11,57,,8,3.8
