Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,,1,29,44,27,2.7
2018-06-01,02:00,,1,15,68,27,2.5
2018-06-01,03:00,,1,11,78,27,2.7
2018-06-01,04:00,,1,15,63,24,5.1
2018-06-01,05:00,,1,17,62,24,6.0
2018-06-01,06:00,,1,22,61,26,4.1
2018-06-01,07:00,,2,34,51,27,7.9
2018-06-01,08:00,,4,35,52,33,7.6
2018-06-01,09:00,,4,23,73,35,5.7
2018-06-01,10:00,,2,14,90,25,3.6
2018-06-01,11:00,,1,8,102,24,4.2
2018-06-01,12:00,,1,8,119,23,6.3
2018-06-01,13:00,,1,8,131,23,5.1
2018-06-01,14:00,,1,9,138,28,4.5
2018-06-01,15:00,,1,12,109,27,2.7
2018-06-01,16:00,,1,18,94,16,2.3
2018-06-01,17:00,,1,31,61,17,2.6
2018-06-01,18:00,,1,24,53,18,2.0
2018-06-01,19:00,,1,23,45,18,1.7
2018-06-01,20:00,,1,29,27,19,1.6
2018-06-01,21:00,,2,37,12,21,1.4
2018-06-01,22:00,,2,32,10,20,1.3
2018-06-01,23:00,,2,26,11,23,1.3
2018-06-02,00:00,,1,20,12,22,1.2
2018-06-02,01:00,,1,19,15,22,1.3
2018-06-02,02:00,,1,14,39,17,3.1
2018-06-02,03:00,,1,11,47,12,4.7
2018-06-02,04:00,,1,12,49,13,4.5
2018-06-02,05:00,,1,17,43,15,7.5
2018-06-02,06:00,,1,13,50,13,6.0
2018-06-02,07:00,,1,14,53,13,5.1
2018-06-02,08:00,,1,7,69,13,3.0
2018-06-02,09:00,,1,7,76,11,2.3
2018-06-02,10:00,,1,6,85,10,2.0
2018-06-02,11:00,,1,6,90,6,1.9
2018-06-02,12:00,,1,6,81,8,1.9
2018-06-02,13:00,,1,6,77,10,1.8
2018-06-02,14:00,,1,6,80,11,1.8
2018-06-02,15:00,,1,6,85,7,1.8
2018-06-02,16:00,,1,8,83,13,1.7
2018-06-02,17:00,,1,6,89,11,1.8
2018-06-02,18:00,,1,8,86,13,2.5
2018-06-02,19:00,,1,9,87,16,3.0
2018-06-02,20:00,,1,7,87,15,2.7
2018-06-02,21:00,,1,10,74,14,2.6
2018-06-02,22:00,,1,10,67,15,2.9
2018-06-02,23:00,,1,10,66,16,3.1
2018-06-03,00:00,,1,10,69,17,2.7
2018-06-03,01:00,,1,9,70,18,2.1
2018-06-03,02:00,,1,9,64,19,1.9
2018-06-03,03:00,,1,9,60,20,2.0
2018-06-03,04:00,,1,8,58,24,2.0
2018-06-03,05:00,,1,8,56,24,1.9
2018-06-03,06:00,,1,8,54,22,2.0
2018-06-03,07:00,,1,7,61,24,1.9
2018-06-03,08:00,,1,6,65,21,1.8
2018-06-03,09:00,,1,7,66,20,1.6
2018-06-03,10:00,,1,6,71,19,1.6
2018-06-03,11:00,,1,6,74,20,1.7
2018-06-03,12:00,,1,5,82,21,1.7
2018-06-03,13:00,,1,4,91,18,1.7
2018-06-03,14:00,,1,4,100,13,1.8
2018-06-03,15:00,,1,5,99,14,1.7
2018-06-03,16:00,,1,7,100,14,1.8
2018-06-03,17:00,,1,6,104,14,1.8
2018-06-03,18:00,,1,8,103,10,1.7
2018-06-03,19:00,,1,8,100,13,1.6
2018-06-03,20:00,,1,7,97,14,1.6
2018-06-03,21:00,,1,9,85,14,1.6
2018-06-03,22:00,,1,15,66,12,1.4
2018-06-03,23:00,,1,17,49,15,2.2
2018-06-04,00:00,,1,19,40,18,6.3
2018-06-04,01:00,,1,16,41,16,6.6
2018-06-04,02:00,,1,18,35,15,5.5
2018-06-04,03:00,,1,19,25,16,4.0
2018-06-04,04:00,,1,17,22,16,2.1
2018-06-04,05:00,,1,24,14,17,3.1
2018-06-04,06:00,,5,29,10,18,4.2
2018-06-04,07:00,,12,33,17,19,5.8
2018-06-04,08:00,,13,39,37,28,3.7
2018-06-04,09:00,,4,23,77,28,2.8
2018-06-04,10:00,,2,11,98,24,2.3
2018-06-04,11:00,,1,8,107,23,2.1
2018-06-04,12:00,,1,6,110,22,2.0
2018-06-04,13:00,,1,7,112,20,1.9
2018-06-04,14:00,,1,7,116,15,1.9
2018-06-04,15:00,,1,7,119,18,2.0
2018-06-04,16:00,,1,8,119,12,1.9
