Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,,1,7,122,,5.2
2018-06-01,02:00,,1,7,121,,5.3
2018-06-01,03:00,,1,7,120,,8.1
2018-06-01,04:00,,1,6,124,,7.1
2018-06-01,05:00,,1,7,111,,8.4
2018-06-01,06:00,,1,8,106,,6.8
2018-06-01,07:00,,1,10,103,,12.6
2018-06-01,08:00,,1,7,118,,12.0
2018-06-01,09:00,,1,8,124,,6.3
2018-06-01,10:00,,1,5,115,,3.7
2018-06-01,11:00,,1,3,112,,2.3
2018-06-01,12:00,,1,4,113,,1.4
2018-06-01,13:00,,1,3,119,,1.4
2018-06-01,14:00,,1,7,107,,1.5
2018-06-01,15:00,,1,4,102,,0.5
2018-06-01,16:00,,1,2,100,,0.5
2018-06-01,17:00,,1,2,95,,0.5
2018-06-01,18:00,,1,2,83,,0.5
2018-06-01,19:00,,1,2,82,,0.5
2018-06-01,20:00,,1,3,80,,0.5
2018-06-01,21:00,,1,2,80,,0.5
2018-06-01,22:00,,1,3,84,,0.5
2018-06-01,23:00,,1,2,82,,0.5
2018-06-02,00:00,,1,2,85,,0.5
2018-06-02,01:00,,1,2,83,,0.5
2018-06-02,02:00,,1,2,83,,0.5
2018-06-02,03:00,,1,2,85,,0.5
2018-06-02,04:00,,1,2,81,,0.5
2018-06-02,05:00,,1,3,84,,0.5
2018-06-02,06:00,,1,2,81,,0.5
2018-06-02,07:00,,1,2,82,,0.5
2018-06-02,08:00,,1,1,86,,0.5
2018-06-02,09:00,,1,1,89,,0.5
2018-06-02,10:00,,1,1,98,,0.5
2018-06-02,11:00,,1,1,102,,0.5
2018-06-02,12:00,,1,2,99,,0.5
2018-06-02,13:00,,1,2,98,,0.5
2018-06-02,14:00,,1,2,96,,0.5
2018-06-02,15:00,,1,2,100,,0.5
2018-06-02,16:00,,1,2,96,,0.5
2018-06-02,17:00,,1,2,89,,0.5
2018-06-02,18:00,,1,2,93,,0.5
2018-06-02,19:00,,1,2,91,,0.5
2018-06-02,20:00,,1,3,87,,0.5
2018-06-02,21:00,,1,4,84,,1.2
2018-06-02,22:00,,1,4,80,,1.3
