Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,,1,21,22,,
2018-06-01,02:00,,1,23,12,,
2018-06-01,03:00,,1,15,14,,
2018-06-01,04:00,,1,11,18,,
2018-06-01,05:00,,1,10,14,,
2018-06-01,06:00,,2,16,15,,
2018-06-01,07:00,,3,19,24,,
2018-06-01,08:00,,2,16,69,,
2018-06-01,09:00,,1,13,81,,
2018-06-01,10:00,,1,10,95,,
2018-06-01,11:00,,1,9,108,,
2018-06-01,12:00,,1,8,124,,
2018-06-01,13:00,,1,8,116,,
2018-06-01,14:00,,1,11,112,,
2018-06-01,15:00,,1,11,105,,
2018-06-01,16:00,,1,13,100,,
2018-06-01,17:00,,1,14,80,,
2018-06-01,18:00,,1,18,77,,
2018-06-01,19:00,,1,20,80,,
2018-06-01,20:00,,1,14,53,,
2018-06-01,21:00,,1,13,42,,
2018-06-01,22:00,,1,13,50,,
2018-06-01,23:00,,1,13,44,,
2018-06-02,00:00,,1,13,49,,
2018-06-02,01:00,,1,11,45,,
2018-06-02,02:00,,1,10,44,,
2018-06-02,03:00,,1,11,47,,
2018-06-02,04:00,,1,10,61,,
2018-06-02,05:00,,1,10,52,,
2018-06-02,06:00,,1,9,61,,
2018-06-02,07:00,,1,7,73,,
2018-06-02,08:00,,1,6,80,,
2018-06-02,09:00,,1,8,80,,
2018-06-02,10:00,,1,9,78,,
2018-06-02,11:00,,1,10,76,,
2018-06-02,12:00,,1,10,78,,
2018-06-02,13:00,,1,10,81,,
2018-06-02,14:00,,1,9,71,,
2018-06-02,15:00,,1,8,73,,
2018-06-02,16:00,,1,7,84,,
2018-06-02,17:00,,1,6,93,,
2018-06-02,18:00,,1,7,97,,
2018-06-02,19:00,,1,8,90,,
2018-06-02,20:00,,1,11,81,,
2018-06-02,21:00,,1,17,59,,
2018-06-02,22:00,,1,18,44,,
2018-06-02,23:00,,2,17,42,,
2018-06-03,00:00,,1,14,34,,
2018-06-03,01:00,,1,13,33,,
2018-06-03,02:00,,1,13,60,,
2018-06-03,03:00,,1,10,53,,
2018-06-03,04:00,,1,8,62,,
2018-06-03,05:00,,1,9,59,,
2018-06-03,06:00,,1,10,58,,
2018-06-03,07:00,,1,7,71,,
2018-06-03,08:00,,1,5,75,,
2018-06-03,09:00,,1,7,79,,
2018-06-03,10:00,,1,7,84,,
2018-06-03,11:00,,1,8,90,,
2018-06-03,12:00,,1,7,95,,
2018-06-03,13:00,,1,6,99,,
2018-06-03,14:00,,1,6,107,,
2018-06-03,15:00,,1,9,108,,
2018-06-03,16:00,,1,5,115,,
