Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,0.7,2,19,59,27,
2018-06-01,02:00,0.5,1,12,65,25,
2018-06-01,03:00,0.4,1,13,65,23,
2018-06-01,04:00,0.3,2,16,62,24,
2018-06-01,05:00,0.4,6,21,58,24,
2018-06-01,06:00,0.5,9,31,55,25,
2018-06-01,07:00,0.6,13,35,65,27,
2018-06-01,08:00,0.7,34,57,47,32,
2018-06-01,09:00,1.0,23,42,60,38,
2018-06-01,10:00,0.6,17,33,71,29,
2018-06-01,11:00,0.5,18,33,87,23,
2018-06-01,12:00,0.6,20,44,94,26,
2018-06-01,13:00,0.9,19,44,108,27,
2018-06-01,14:00,0.8,16,40,119,30,
2018-06-01,15:00,0.8,15,41,94,34,
2018-06-01,16:00,0.5,25,64,64,25,
2018-06-01,17:00,1.1,31,72,48,18,
2018-06-01,18:00,1.2,12,49,50,15,
2018-06-01,19:00,1.0,8,35,48,15,
2018-06-01,20:00,0.8,9,38,36,16,
2018-06-01,21:00,1.0,8,36,26,17,
2018-06-01,22:00,0.9,10,30,25,18,
2018-06-01,23:00,0.9,6,26,21,18,
2018-06-02,00:00,0.8,4,21,16,18,
2018-06-02,01:00,0.6,6,22,18,18,
2018-06-02,02:00,0.7,3,20,30,17,
2018-06-02,03:00,0.4,3,22,31,14,
2018-06-02,04:00,0.5,2,15,36,15,
2018-06-02,05:00,,5,21,45,14,
2018-06-02,06:00,,8,27,42,14,
2018-06-02,07:00,,11,26,47,13,
2018-06-02,08:00,,12,19,61,10,
2018-06-02,09:00,,11,19,67,9,
2018-06-02,10:00,0.6,12,22,75,10,
2018-06-02,11:00,0.7,14,30,72,9,
2018-06-02,12:00,0.8,13,26,70,10,
2018-06-02,13:00,0.9,13,22,69,11,
2018-06-02,14:00,0.9,14,23,69,11,
2018-06-02,15:00,0.8,10,19,77,11,
2018-06-02,16:00,0.7,13,20,79,12,
2018-06-02,17:00,0.7,10,19,81,11,
2018-06-02,18:00,0.6,9,20,81,13,
2018-06-02,19:00,0.5,7,20,80,14,
2018-06-02,20:00,0.5,11,28,72,13,
2018-06-02,21:00,0.7,11,29,63,14,
2018-06-02,22:00,0.7,8,32,47,14,
2018-06-02,23:00,0.8,11,32,50,15,
2018-06-03,00:00,0.6,6,24,61,16,
2018-06-03,01:00,0.5,4,18,62,16,
2018-06-03,02:00,0.5,4,19,59,18,
2018-06-03,03:00,0.6,3,16,53,20,
2018-06-03,04:00,0.4,3,14,50,21,
2018-06-03,05:00,0.4,2,14,48,22,
2018-06-03,06:00,0.5,3,14,50,21,
2018-06-03,07:00,0.4,5,13,58,21,
2018-06-03,08:00,0.5,7,13,60,19,
2018-06-03,09:00,0.3,8,18,58,19,
2018-06-03,10:00,0.5,11,20,63,18,
2018-06-03,11:00,0.7,13,28,61,19,
2018-06-03,12:00,0.8,13,28,69,20,
2018-06-03,13:00,0.8,13,23,79,17,
2018-06-03,14:00,0.6,7,14,88,12,
2018-06-03,15:00,0.4,2,8,98,12,
2018-06-03,16:00,0.3,2,7,101,11,
2018-06-03,17:00,0.3,3,10,104,10,
2018-06-03,18:00,0.3,3,10,102,10,
2018-06-03,19:00,0.3,2,9,100,10,
2018-06-03,20:00,0.3,1,8,98,9,
2018-06-03,21:00,0.4,1,11,86,10,
2018-06-03,22:00,0.5,4,19,61,13,
2018-06-03,23:00,0.7,5,26,35,16,
2018-06-04,00:00,0.7,2,21,29,16,
2018-06-04,01:00,0.7,2,15,36,14,
2018-06-04,02:00,0.5,1,12,36,13,
2018-06-04,03:00,0.4,3,13,30,13,
2018-06-04,04:00,0.4,4,13,26,13,
2018-06-04,05:00,0.4,9,19,21,12,
2018-06-04,06:00,0.6,26,32,11,16,
2018-06-04,07:00,0.9,33,38,11,21,
2018-06-04,08:00,0.9,38,51,26,26,
2018-06-04,09:00,0.9,17,35,63,28,
2018-06-04,10:00,0.7,6,16,97,23,
2018-06-04,11:00,0.5,4,14,105,16,
2018-06-04,12:00,0.3,14,28,95,15,
2018-06-04,13:00,0.8,9,18,103,18,
2018-06-04,14:00,0.2,8,19,106,14,
2018-06-04,15:00,0.3,9,22,109,13,
2018-06-04,16:00,0.5,16,40,97,14,
2018-06-04,17:00,0.5,16,45,91,15,
2018-06-04,18:00,1.0,3,18,106,17,
2018-06-04,19:00,0.5,3,21,107,17,
2018-06-04,20:00,0.3,4,27,93,15,
2018-06-04,21:00,0.5,2,33,78,13,
2018-06-04,22:00,0.6,9,55,49,19,
2018-06-04,23:00,1.1,8,49,43,29,
2018-06-05,00:00,1.1,4,33,48,31,
2018-06-05,01:00,0.8,2,29,44,20,
2018-06-05,02:00,0.4,2,29,41,19,
2018-06-05,03:00,0.4,2,22,43,18,
2018-06-05,04:00,0.4,4,21,47,19,
2018-06-05,05:00,0.3,13,32,46,21,
2018-06-05,06:00,0.7,22,40,41,23,
2018-06-05,07:00,0.8,17,36,43,25,
2018-06-05,08:00,3.6,21,35,48,26,
2018-06-05,09:00,1.0,20,35,55,28,
2018-06-05,10:00,0.6,18,34,64,26,
2018-06-05,11:00,0.5,16,34,59,27,
2018-06-05,12:00,0.4,15,31,62,28,
2018-06-05,13:00,0.6,19,32,67,29,
2018-06-05,14:00,0.4,15,29,68,25,
2018-06-05,15:00,0.8,24,43,65,28,
2018-06-05,16:00,0.7,18,36,68,26,
2018-06-05,17:00,0.5,3,11,85,21,
2018-06-05,18:00,0.3,3,11,84,22,
2018-06-05,19:00,0.2,2,7,90,22,
2018-06-05,20:00,0.2,2,9,86,17,
2018-06-05,21:00,0.6,6,27,56,19,
2018-06-05,22:00,0.7,2,24,35,20,
2018-06-05,23:00,0.8,4,30,19,21,
2018-06-06,00:00,0.7,1,23,26,21,
2018-06-06,01:00,,2,18,27,19,
2018-06-06,02:00,,1,15,22,17,
2018-06-06,03:00,,1,13,21,18,
2018-06-06,04:00,,5,19,12,17,
2018-06-06,05:00,,7,18,30,19,
2018-06-06,06:00,0.3,5,14,43,17,
2018-06-06,07:00,0.3,8,15,47,18,
2018-06-06,08:00,0.3,6,14,47,18,
2018-06-06,09:00,0.3,7,10,51,15,
2018-06-06,10:00,0.3,7,11,58,15,
2018-06-06,11:00,0.3,5,9,71,18,
2018-06-06,12:00,0.3,5,10,83,19,
2018-06-06,13:00,0.3,4,8,90,18,
2018-06-06,14:00,0.3,4,9,95,17,
2018-06-06,15:00,0.2,3,9,103,19,
2018-06-06,16:00,0.3,4,11,107,18,
2018-06-06,17:00,0.3,2,9,110,16,
2018-06-06,18:00,0.2,3,11,110,16,
2018-06-06,19:00,0.3,3,14,105,16,
2018-06-06,20:00,0.3,2,12,104,17,
2018-06-06,21:00,0.3,1,9,101,15,
2018-06-06,22:00,0.3,2,12,93,15,
2018-06-06,23:00,0.3,2,12,88,13,
2018-06-07,00:00,0.2,1,8,87,12,
2018-06-07,01:00,0.2,1,8,81,12,
2018-06-07,02:00,0.2,1,8,76,11,
2018-06-07,03:00,0.2,1,11,68,11,
2018-06-07,04:00,0.3,1,15,62,12,
2018-06-07,05:00,0.3,8,25,55,14,
2018-06-07,06:00,0.5,18,40,50,16,
2018-06-07,07:00,0.7,12,30,67,19,
2018-06-07,08:00,,15,30,76,21,
2018-06-07,09:00,,10,28,86,16,
