Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,,,,,,33,
2017-02-01,01:00,4.5,1,35,,,8.0
2017-02-01,02:00,4.5,1,33,,,5.1
2017-02-01,03:00,4.6,3,37,,,8.1
2017-02-01,04:00,5.1,5,37,,,8.3
2017-02-01,05:00,5.1,9,36,,,6.5
2017-02-01,06:00,5.3,18,36,,,8.3
2017-02-01,07:00,5.4,27,35,,,7.4
2017-02-01,08:00,5.4,25,32,,,8.2
2017-02-01,09:00,5.3,36,33,,,6.7
2017-02-01,10:00,6.0,34,29,,,6.8
2017-02-01,11:00,4.9,16,20,,,5.9
2017-02-01,12:00,3.1,9,15,,,4.9
2017-02-01,13:00,2.1,6,14,,,4.9
2017-02-01,14:00,2.4,6,18,,,7.5
2017-02-01,15:00,2.7,5,19,,,6.5
2017-02-01,16:00,2.3,4,22,,,8.1
2017-02-01,17:00,2.0,3,25,,,8.8
2017-02-01,18:00,3.0,4,32,,,9.6
2017-02-01,19:00,3.5,6,29,,,10.0
2017-02-01,20:00,,1,28,,,11.6
2017-02-01,21:00,,1,30,,,13.2
2017-02-01,22:00,,1,31,,,14.5
2017-02-01,23:00,,1,32,,,13.8
2017-02-02,,,,,,37,
2017-02-02,00:00,,1,30,,,13.4
2017-02-02,01:00,4.1,2,27,,,8.7
2017-02-02,02:00,4.1,1,25,,,4.6
2017-02-02,03:00,4.1,1,25,,,3.8
2017-02-02,04:00,4.1,1,26,,,4.9
2017-02-02,05:00,4.1,1,27,,,8.0
2017-02-02,06:00,3.8,1,24,,,6.7
2017-02-02,07:00,3.6,2,24,,,5.5
2017-02-02,08:00,3.4,3,28,,,5.4
2017-02-02,09:00,3.6,6,34,,,4.9
2017-02-02,10:00,3.7,12,34,,,4.7
2017-02-02,11:00,3.9,14,34,,,4.9
2017-02-02,12:00,4.1,16,33,,,4.2
2017-02-02,13:00,3.2,9,27,,,3.5
2017-02-02,14:00,2.7,17,30,,,2.8
2017-02-02,15:00,3.0,16,32,,,3.0
2017-02-02,16:00,3.6,17,35,,,3.1
2017-02-02,17:00,4.7,34,36,,,2.9
2017-02-02,18:00,5.1,49,33,,,2.3
2017-02-02,19:00,5.4,39,25,,,2.2
2017-02-02,20:00,5.1,36,20,,,1.8
2017-02-02,21:00,4.8,31,17,,,1.6
2017-02-02,22:00,4.5,34,20,,,2.6
2017-02-02,23:00,8.3,58,29,,,5.5
2017-02-03,00:00,8.6,47,26,,,3.1
2017-02-03,01:00,8.0,34,23,,,2.2
2017-02-03,02:00,7.3,20,17,,,1.6
2017-02-03,03:00,5.1,11,12,,,1.3
2017-02-03,04:00,5.0,12,14,,,1.3
2017-02-03,05:00,5.7,19,18,,,1.8
2017-02-03,06:00,5.1,16,17,,,1.4
2017-02-03,07:00,4.3,31,19,,,1.7
2017-02-03,08:00,4.3,34,19,,,1.8
2017-02-03,09:00,4.2,30,15,,,1.5
2017-02-03,10:00,4.4,69,23,,,2.0
2017-02-03,11:00,6.4,64,26,,,2.2
