Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,,,,,,33,
2017-02-01,01:00,4.5,1,35,,,8.0
2017-02-01,02:00,4.5,1,33,,,5.1
2017-02-01,03:00,4.6,3,37,,,8.1
2017-02-01,04:00,5.1,5,37,,,8.3
2017-02-01,05:00,5.1,9,36,,,6.5
2017-02-01,06:00,5.3,18,36,,,8.3
2017-02-01,07:00,5.4,27,35,,,7.4
2017-02-01,08:00,5.4,25,32,,,8.2
2017-02-01,09:00,5.3,36,33,,,6.7
2017-02-01,10:00,6.0,34,29,,,6.8
2017-02-01,11:00,4.9,16,20,,,5.9
2017-02-01,12:00,3.1,9,15,,,4.9
2017-02-01,13:00,2.1,6,14,,,4.9
2017-02-01,14:00,2.4,6,18,,,7.5
2017-02-01,15:00,2.7,5,19,,,6.5
2017-02-01,16:00,2.3,4,22,,,8.1
2017-02-01,17:00,2.0,3,25,,,8.8
2017-02-01,18:00,3.0,4,32,,,9.6
2017-02-01,19:00,3.5,6,29,,,10.0
2017-02-01,20:00,,1,28,,,11.6
2017-02-01,21:00,,1,30,,,13.2
2017-02-01,22:00,,1,31,,,14.5
2017-02-01,23:00,,1,32,,,13.8
2017-02-02,00:00,,1,30,,,13.4
2017-02-02,01:00,4.1,2,27,,,8.7
2017-02-02,02:00,4.1,1,25,,,4.6
2017-02-02,03:00,4.1,1,25,,,3.8
2017-02-02,04:00,4.1,1,26,,,4.9
2017-02-02,05:00,4.1,1,27,,,8.0
