Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-05-01,,,,,,20,15.05,
2017-05-01,01:00,,1,16,,,,
2017-05-01,02:00,,1,13,,,,
2017-05-01,03:00,,1,11,,,,
2017-05-01,04:00,,1,10,,,,
2017-05-01,05:00,,4,12,,,,
2017-05-01,06:00,,2,16,,,,
2017-05-01,07:00,,2,13,,,,
2017-05-01,08:00,,3,12,,,,
2017-05-01,09:00,,10,16,,,,
2017-05-01,10:00,,6,14,,,,
2017-05-01,11:00,,8,17,,,,
2017-05-01,12:00,,9,21,,,,
2017-05-01,13:00,,6,15,,,,
2017-05-01,14:00,,6,16,,,,
2017-05-01,15:00,,9,17,,,,
2017-05-01,16:00,,9,21,,,,
2017-05-01,17:00,,8,19,,,,
2017-05-01,18:00,,6,22,,,,
2017-05-01,19:00,,5,19,,,,
2017-05-01,20:00,,2,17,,,,
2017-05-01,21:00,,1,10,,,,
2017-05-01,22:00,,1,11,,,,
2017-05-01,23:00,,1,10,,,,
2017-05-02,,,,,,11,6.37,
2017-05-02,00:00,,1,8,,,,
2017-05-02,01:00,,1,9,,,,
2017-05-02,02:00,,1,10,,,,
2017-05-02,03:00,,1,12,,,,
2017-05-02,04:00,,1,11,,,,
2017-05-02,05:00,,2,13,,,,
2017-05-02,06:00,,8,23,,,,
2017-05-02,07:00,,9,30,,,,
2017-05-02,08:00,,22,44,,,,
2017-05-02,09:00,,15,32,,,,
2017-05-02,10:00,,49,48,,,,
2017-05-02,11:00,,30,34,,,,
2017-05-02,12:00,,33,37,,,,
2017-05-02,13:00,,31,33,,,,
2017-05-02,14:00,,28,31,,,,
2017-05-02,15:00,,40,43,,,,
2017-05-02,16:00,,50,52,,,,
2017-05-02,17:00,,51,58,,,,
2017-05-02,18:00,,31,42,,,,
2017-05-02,19:00,,21,34,,,,
2017-05-02,20:00,,16,31,,,,
2017-05-02,21:00,,11,30,,,,
2017-05-02,22:00,,11,31,,,,
2017-05-02,23:00,,11,27,,,,
2017-05-03,00:00,,3,18,,,,
2017-05-03,01:00,,2,14,,,,
2017-05-03,02:00,,4,16,,,,
2017-05-03,03:00,,4,20,,,,
2017-05-03,04:00,,6,18,,,,
2017-05-03,05:00,,58,47,,,,
2017-05-03,06:00,,57,47,,,,
2017-05-03,07:00,,35,40,,,,
2017-05-03,08:00,,52,46,,,,
2017-05-03,09:00,,11,21,,,,
2017-05-03,10:00,,8,18,,,,
2017-05-03,11:00,,5,14,,,,
2017-05-03,12:00,,5,16,,,,
2017-05-03,13:00,,5,14,,,,
2017-05-03,14:00,,5,11,,,,
2017-05-03,15:00,,4,10,,,,
2017-05-03,16:00,,4,11,,,,
2017-05-03,17:00,,2,10,,,,
2017-05-03,18:00,,2,9,,,,
2017-05-03,19:00,,1,10,,,,
2017-05-03,20:00,,1,10,,,,
2017-05-03,21:00,,1,10,,,,
2017-05-03,22:00,,1,9,,,,
2017-05-03,23:00,,1,8,,,,
2017-05-04,00:00,,1,7,,,,
2017-05-04,01:00,,1,7,,,,
2017-05-04,02:00,,1,7,,,,
2017-05-04,03:00,,1,8,,,,
2017-05-04,04:00,,2,10,,,,
2017-05-04,05:00,,3,13,,,,
2017-05-04,06:00,,4,14,,,,
2017-05-04,07:00,,10,18,,,,
2017-05-04,08:00,,13,23,,,,
2017-05-04,09:00,,11,20,,,,
2017-05-04,10:00,,6,16,,,,
2017-05-04,11:00,,16,19,,,,
2017-05-04,12:00,,13,19,,,,
2017-05-04,13:00,,13,19,,,,
2017-05-04,14:00,,13,19,,,,
2017-05-04,15:00,,12,20,,,,
2017-05-04,16:00,,24,29,,,,
2017-05-04,17:00,,28,29,,,,
2017-05-04,18:00,,15,24,,,,
2017-05-04,19:00,,9,18,,,,
2017-05-04,20:00,,7,17,,,,
2017-05-04,21:00,,3,14,,,,
2017-05-04,22:00,,6,16,,,,
2017-05-04,23:00,,5,15,,,,
2017-05-05,00:00,,1,10,,,,
2017-05-05,01:00,,1,11,,,,
2017-05-05,02:00,,1,10,,,,
2017-05-05,03:00,,1,11,,,,
2017-05-05,04:00,,6,16,,,,
2017-05-05,05:00,,24,33,,,,
2017-05-05,06:00,,50,44,,,,
2017-05-05,07:00,,101,54,,,,
2017-05-05,08:00,,60,43,,,,
2017-05-05,09:00,,68,49,,,,
2017-05-05,10:00,,40,36,,,,
2017-05-05,11:00,,61,45,,,,
2017-05-05,12:00,,47,41,,,,
2017-05-05,13:00,,57,53,,,,
2017-05-05,14:00,,60,51,,,,
2017-05-05,15:00,,58,54,,,,
2017-05-05,16:00,,38,43,,,,
2017-05-05,17:00,,26,37,,,,
2017-05-05,18:00,,15,29,,,,
2017-05-05,19:00,,23,42,,,,
2017-05-05,20:00,,16,38,,,,
2017-05-05,21:00,,11,32,,,,
2017-05-05,22:00,,5,35,,,,
2017-05-05,23:00,,2,25,,,,
2017-05-06,00:00,,1,22,,,,
2017-05-06,01:00,,2,20,,,,
2017-05-06,02:00,,1,16,,,,
2017-05-06,03:00,,3,16,,,,
2017-05-06,04:00,,5,17,,,,
2017-05-06,05:00,,5,22,,,,
2017-05-06,06:00,,7,22,,,,
2017-05-06,07:00,,8,20,,,,
2017-05-06,08:00,,15,24,,,,
2017-05-06,09:00,,22,25,,,,
2017-05-06,10:00,,25,28,,,,
2017-05-06,11:00,,13,21,,,,
2017-05-06,12:00,,15,25,,,,
