Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1013,66.4,1,20,48,61,0.60,2.8,0,9.7,0.7,246
2019-03-01,02:00,,1013,80.7,1,16,46,63,0.48,2.1,0,8.8,0.9,240
2019-03-01,03:00,,1012,90.8,1,17,45,64,0.32,1.9,0,8.2,0.8,282
2019-03-01,04:00,,1012,92.1,1,19,38,69,0.28,1.8,0,8.2,0.5,332
2019-03-01,05:00,,1011,91.9,1,25,28,70,0.30,1.6,0,8.4,0.2,17
2019-03-01,06:00,,1011,92.8,3,35,16,68,0.33,1.4,0,8.4,0.2,111
2019-03-01,07:00,,1011,92.4,8,43,7,68,0.56,1.3,0,8.4,0.2,103
2019-03-01,08:00,,1011,92.5,38,53,3,64,1.31,1.5,11,8.3,0.3,21
2019-03-01,09:00,,1011,84.5,2,27,39,39,0.43,1.8,41,9.1,0.6,231
2019-03-01,10:00,,1011,81.8,1,13,52,12,0.23,2.0,81,9.5,1.4,232
2019-03-01,11:00,,1011,81.7,1,15,50,11,0.28,2.0,93,9.8,1.2,252
2019-03-01,12:00,,1010,80.0,2,14,53,12,0.25,2.1,96,10.1,1.5,260
2019-03-01,13:00,,1010,78.1,2,16,50,13,0.29,2.1,158,10.6,1.3,267
2019-03-01,14:00,,1010,76.6,2,15,52,14,0.27,2.1,114,11.0,1.2,264
2019-03-01,15:00,,1010,83.5,2,18,53,15,0.31,1.9,53,9.7,1.6,313
2019-03-01,16:00,,1010,86.2,2,24,46,11,0.36,1.7,42,9.4,1.4,301
2019-03-01,17:00,,1011,85.8,1,18,51,10,0.30,1.7,11,8.6,1.4,332
2019-03-01,18:00,,1012,88.3,1,21,34,17,0.47,1.3,0,8.1,1.6,350
2019-03-01,19:00,,1013,88.7,1,20,34,37,0.37,1.1,0,7.0,2.1,352
2019-03-01,20:00,,1014,89.7,1,17,41,32,0.25,1.1,0,5.6,1.8,356
2019-03-01,21:00,,1015,84.1,1,15,44,23,0.29,1.1,0,5.5,1.1,334
2019-03-01,22:00,,1015,82.3,1,14,44,26,0.30,1.1,0,5.3,1.0,340
2019-03-01,23:00,,1016,81.2,1,12,48,20,0.26,1.1,0,5.1,1.1,314
2019-03-02,00:00,,1017,81.6,1,11,49,22,0.20,1.1,0,4.8,1.3,335
2019-03-02,01:00,,1017,79.0,1,9,55,20,0.16,1.2,0,4.3,1.4,325
2019-03-02,02:00,,1017,78.6,1,8,55,14,0.14,0.5,0,4.1,1.0,301
2019-03-02,03:00,,1017,76.1,1,8,55,12,0.12,0.5,0,4.1,0.7,235
2019-03-02,04:00,,1017,74.1,1,7,58,11,0.05,0.5,0,4.0,0.9,220
2019-03-02,05:00,,1017,74.0,1,7,60,15,0.05,0.5,0,3.9,1.2,225
2019-03-02,06:00,,1017,74.3,1,8,59,14,0.05,1.0,0,4.1,1.1,228
2019-03-02,07:00,,1017,78.0,1,9,54,17,0.05,1.1,0,4.0,1.0,235
2019-03-02,08:00,,1017,80.4,1,8,51,25,0.11,0.5,8,4.0,0.8,236
2019-03-02,09:00,,1017,78.7,1,9,53,25,0.18,1.0,58,4.5,0.8,251
2019-03-02,10:00,,1017,74.0,1,9,56,22,0.16,1.3,95,5.1,1.0,244
2019-03-02,11:00,,1017,67.9,1,11,58,16,0.19,1.5,131,5.9,0.9,250
2019-03-02,12:00,,1017,66.6,1,11,59,19,0.17,1.4,104,5.9,1.0,248
2019-03-02,13:00,,1017,69.0,1,10,58,19,0.18,1.2,70,5.9,1.0,243
2019-03-02,14:00,,1017,72.0,1,10,57,17,0.19,1.1,73,6.0,0.7,218
2019-03-02,15:00,,1016,71.6,1,10,59,12,0.20,1.1,61,6.3,0.9,240
2019-03-02,16:00,,1016,73.7,1,11,56,12,0.26,1.3,44,6.2,0.7,232
2019-03-02,17:00,,1016,72.7,1,15,51,15,0.34,1.7,29,6.7,0.4,182
2019-03-02,18:00,,1016,72.8,1,29,36,15,0.54,1.2,5,6.8,0.2,164
2019-03-02,19:00,,1015,75.4,2,37,23,19,1.09,1.1,0,6.5,0.4,96
2019-03-02,20:00,,1015,76.1,1,38,21,27,1.33,0.5,0,6.4,0.3,127
2019-03-02,21:00,,1015,77.3,1,23,32,24,0.70,1.6,0,6.8,0.7,202
2019-03-02,22:00,,1015,76.5,1,13,43,21,0.43,2.5,0,7.1,1.0,214
2019-03-02,23:00,,1015,74.7,1,13,44,21,0.42,3.2,0,7.4,0.8,208
