Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,1.8,1011,72.7,16,42,,69,,1.2,0,9.7,1.9,260
2019-03-01,02:00,1.3,1011,78.8,9,13,,56,,0.5,0,10.1,2.5,260
2019-03-01,03:00,0.7,1010,80.4,4,15,,44,,0.5,0,9.8,1.9,260
2019-03-01,04:00,0.8,1010,76.3,3,14,,37,,1.4,0,9.7,2.2,261
2019-03-01,05:00,0.7,1009,75.2,9,15,,28,,2.8,0,9.7,3.2,262
2019-03-01,06:00,0.6,1009,77.8,16,19,,23,,2.4,0,9.3,3.2,264
2019-03-01,07:00,0.6,1009,80.8,33,35,,17,,2.0,0,9.1,2.6,262
2019-03-01,08:00,1.0,1009,82.9,56,48,,18,,1.8,10,9.1,2.8,266
2019-03-01,09:00,1.0,1009,86.7,56,44,,23,,2.0,44,8.9,2.9,264
2019-03-01,10:00,1.2,1009,87.2,49,40,,21,,1.8,118,9.2,3.0,264
2019-03-01,11:00,0.9,1009,82.3,55,36,,20,,2.0,159,10.1,3.2,263
2019-03-01,12:00,1.1,1009,76.3,80,48,,19,,2.0,158,11.1,2.5,263
2019-03-01,13:00,1.3,1009,70.5,64,44,,26,,1.5,105,11.5,2.5,272
2019-03-01,14:00,1.2,1009,85.1,73,51,,24,,1.2,113,10.0,2.1,263
2019-03-01,15:00,1.6,1010,85.0,72,46,,14,,1.1,66,10.1,1.8,287
2019-03-01,16:00,1.7,1010,87.2,86,52,,24,,1.2,27,9.2,1.3,305
2019-03-01,17:00,2.1,1011,85.5,67,45,,33,,1.0,7,8.9,1.6,314
2019-03-01,18:00,1.6,1012,86.5,54,38,,45,,0.5,4,7.7,1.6,330
2019-03-01,19:00,1.6,1013,91.5,49,38,,46,,0.5,0,6.3,1.6,329
2019-03-01,20:00,1.4,1014,85.6,40,35,,30,,0.5,0,5.7,1.6,337
2019-03-01,21:00,1.1,1015,79.4,30,28,,26,,0.5,0,5.3,1.8,316
2019-03-01,22:00,0.9,1015,75.5,26,26,,20,,0.5,0,4.5,1.8,330
2019-03-01,23:00,0.8,1016,72.1,25,29,,20,,0.5,0,4.4,1.3,331
2019-03-02,00:00,1.2,1016,71.5,23,24,,21,,0.5,0,4.5,1.1,255
2019-03-02,01:00,0.7,1016,73.1,10,22,,23,,0.5,0,4.5,1.6,261
2019-03-02,02:00,0.9,1016,75.8,14,26,,24,,0.5,0,4.4,1.8,270
2019-03-02,03:00,0.6,1016,78.7,10,23,,25,,0.5,0,4.3,2.1,269
2019-03-02,04:00,0.7,1015,78.8,10,18,,28,,0.5,0,4.4,1.5,270
2019-03-02,05:00,0.6,1015,77.0,12,17,,26,,0.5,0,4.4,2.2,264
