Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,1.0,1012,69.8,6,47,22,71,1.45,,0,9.4,0.5,291
2019-03-01,02:00,0.9,1012,80.5,6,34,31,71,0.99,,0,8.8,1.2,264
2019-03-01,03:00,0.9,1012,92.2,2,28,33,73,0.64,,0,8.0,1.1,273
2019-03-01,04:00,0.9,1011,96.2,2,24,33,77,0.51,,0,7.9,0.7,277
2019-03-01,05:00,0.9,1011,93.2,2,32,23,79,0.62,,0,8.7,0.2,47
2019-03-01,06:00,1.0,1010,92.2,12,47,10,79,0.75,,0,9.0,0.2,44
2019-03-01,07:00,1.2,1010,93.4,48,60,1,71,2.34,,0,8.8,0.2,111
2019-03-01,08:00,1.5,1010,93.1,66,63,1,66,2.06,,12,8.9,0.2,119
2019-03-01,09:00,1.7,1010,85.8,70,72,6,50,2.31,,37,9.5,0.6,294
2019-03-01,10:00,1.2,1010,83.8,23,46,24,24,0.97,,58,9.8,1.1,288
2019-03-01,11:00,0.8,1010,84.3,28,43,28,17,0.95,,92,9.9,1.8,277
2019-03-01,12:00,1.0,1010,82.5,31,39,32,24,0.79,,100,10.3,2.3,266
2019-03-01,13:00,0.9,1010,80.1,33,37,34,34,1.14,,162,10.8,2.4,263
2019-03-01,14:00,1.2,1010,82.1,35,43,31,35,1.12,,81,10.7,2.1,265
2019-03-01,15:00,1.3,1010,89.5,21,40,32,22,0.87,,83,9.8,1.8,302
2019-03-01,16:00,1.3,1010,89.8,31,48,27,16,1.36,,29,9.6,1.7,285
2019-03-01,17:00,1.1,1011,87.6,20,40,28,15,0.95,,11,9.2,1.2,18
2019-03-01,18:00,1.0,1012,90.0,5,27,28,27,0.83,,2,8.2,2.2,22
2019-03-01,19:00,1.0,1013,91.8,6,24,29,42,0.63,,0,6.9,2.3,15
2019-03-01,20:00,0.8,1014,92.5,6,24,34,33,0.50,,0,5.7,2.0,13
2019-03-01,21:00,0.8,1015,86.9,13,32,29,30,0.80,,0,5.8,1.1,312
2019-03-01,22:00,0.9,1015,84.5,5,24,36,29,0.58,,0,5.5,1.1,27
2019-03-01,23:00,0.8,1016,84.3,11,26,34,29,0.72,,0,5.3,1.4,274
2019-03-02,00:00,0.9,1016,84.5,5,18,40,30,0.52,,0,4.9,1.9,284
2019-03-02,01:00,0.7,1017,81.9,4,15,48,22,0.43,,0,4.3,2.3,276
2019-03-02,02:00,0.7,1017,81.4,6,20,44,18,0.37,,0,4.1,1.5,272
2019-03-02,03:00,0.6,1017,79.2,7,20,45,19,0.32,,0,4.1,1.6,248
2019-03-02,04:00,0.5,1016,75.5,4,17,51,16,0.23,,0,4.2,1.3,264
2019-03-02,05:00,0.5,1016,75.9,2,13,52,16,0.41,,0,4.3,1.0,288
2019-03-02,06:00,0.5,1016,76.3,6,19,48,17,0.44,,0,4.4,1.6,270
2019-03-02,07:00,,1016,80.7,7,21,42,26,2.54,,0,4.2,1.6,268
2019-03-02,08:00,,1016,82.6,9,22,39,44,0.52,,7,4.2,1.5,269
2019-03-02,09:00,,1017,80.9,17,31,35,31,0.50,,56,4.7,1.4,266
2019-03-02,10:00,,1017,77.3,13,26,41,30,0.56,,93,5.3,1.8,267
2019-03-02,11:00,,1016,70.5,22,32,42,29,0.77,,132,5.8,1.9,270
2019-03-02,12:00,0.8,1016,66.9,22,29,45,27,0.69,,117,6.1,2.0,264
2019-03-02,13:00,0.9,1016,71.9,17,31,42,24,0.63,,64,5.9,2.0,268
2019-03-02,14:00,1.1,1016,74.1,17,31,41,22,0.61,,75,6.0,1.3,267
2019-03-02,15:00,1.0,1016,73.4,27,38,38,22,0.80,,58,6.4,1.3,265
2019-03-02,16:00,1.2,1015,76.2,22,35,38,19,0.82,,43,6.3,1.2,260
2019-03-02,17:00,1.1,1015,74.7,17,36,35,23,1.08,,28,6.8,0.5,203
2019-03-02,18:00,1.1,1015,74.6,15,39,30,25,0.96,,4,6.9,0.5,137
2019-03-02,19:00,1.1,1015,77.4,17,44,22,27,1.24,,0,6.5,0.9,124
2019-03-02,20:00,1.3,1015,77.7,12,37,26,29,1.35,,0,6.4,0.9,124
2019-03-02,21:00,1.5,1015,79.2,15,44,15,31,1.63,,0,6.6,0.8,119
2019-03-02,22:00,1.6,1014,78.8,14,43,13,27,1.67,,0,7.1,0.4,40
2019-03-02,23:00,1.8,1014,78.4,14,45,11,32,1.63,,0,7.5,0.5,100
2019-03-03,00:00,1.6,1013,79.8,13,40,14,34,1.17,,0,7.1,0.7,105
2019-03-03,01:00,1.3,1013,79.2,7,27,27,33,0.87,,0,7.4,0.6,100
2019-03-03,02:00,0.9,1012,77.0,5,23,32,31,0.60,,0,8.2,0.8,87
2019-03-03,03:00,0.8,1012,78.3,5,26,31,28,0.57,,0,8.9,0.9,244
2019-03-03,04:00,0.7,1012,81.8,3,10,47,19,0.30,,0,9.3,2.5,248
2019-03-03,05:00,0.6,1011,80.7,4,10,46,11,0.30,,0,9.5,2.5,248
2019-03-03,06:00,0.6,1011,77.9,4,11,46,9,0.20,,0,9.6,2.6,247
2019-03-03,07:00,0.5,1011,72.4,3,11,53,7,0.30,,0,10.0,2.8,243
2019-03-03,08:00,0.4,1010,67.6,5,11,61,7,0.21,,15,10.2,2.8,241
2019-03-03,09:00,0.5,1010,66.7,7,14,58,8,0.34,,117,10.7,2.5,238
2019-03-03,10:00,0.6,1010,65.0,10,17,56,10,0.41,,198,11.5,3.0,240
2019-03-03,11:00,0.7,1010,63.2,15,21,56,11,0.64,,189,12.2,3.3,241
2019-03-03,12:00,0.8,1010,63.1,15,22,55,13,0.89,,179,12.2,3.4,244
2019-03-03,13:00,0.7,1010,61.3,16,21,58,12,0.57,,162,12.6,3.5,247
2019-03-03,14:00,0.7,1009,60.8,12,17,63,12,0.44,,224,13.2,4.1,252
2019-03-03,15:00,0.6,1009,61.6,13,19,62,12,0.59,,97,13.1,4.2,252
2019-03-03,16:00,0.7,1008,64.7,12,22,59,13,0.71,,40,12.6,3.4,254
2019-03-03,17:00,0.8,1008,63.7,17,27,55,13,0.83,,22,12.6,3.3,250
2019-03-03,18:00,1.0,1007,65.8,19,30,52,16,0.82,,6,12.3,2.8,245
2019-03-03,19:00,0.9,1007,67.7,16,28,53,16,0.75,,0,11.9,2.7,239
2019-03-03,20:00,0.8,1007,70.9,12,24,55,14,0.76,,0,11.4,2.5,243
2019-03-03,21:00,0.7,1006,69.3,12,23,54,11,0.42,,0,11.5,1.9,246
2019-03-03,22:00,0.8,1006,67.0,8,24,54,13,0.42,,0,11.8,1.2,232
2019-03-03,23:00,0.6,1005,64.8,4,15,61,10,0.31,,0,12.0,1.2,220
2019-03-04,00:00,0.5,1004,63.6,3,13,63,9,0.24,,0,12.1,1.1,223
2019-03-04,01:00,0.3,1004,62.7,2,11,64,6,0.19,,0,12.2,1.1,226
2019-03-04,02:00,0.4,1003,63.9,1,8,66,7,0.20,,0,11.9,2.0,231
2019-03-04,03:00,0.4,1002,65.2,1,7,66,6,0.30,,0,11.7,2.3,232
2019-03-04,04:00,0.3,1002,65.4,2,9,65,7,0.22,,0,11.7,2.7,239
2019-03-04,05:00,0.4,1001,65.5,3,17,57,7,0.25,,0,11.5,1.0,205
2019-03-04,06:00,0.0,0,0.0,0,0,0,,0.00,,0,0.0,0.0,0
2019-03-04,07:00,0.4,999,60.2,16,28,52,12,0.57,,2,12.3,1.7,196
2019-03-04,08:00,0.6,998,55.6,27,40,46,12,1.05,,18,13.3,1.9,206
2019-03-04,09:00,0.9,997,52.3,43,56,37,24,1.45,,48,14.1,1.6,221
2019-03-04,10:00,1.0,996,49.0,17,34,50,20,0.97,,78,15.0,1.6,166
2019-03-04,11:00,0.7,995,56.2,22,39,34,,0.94,,129,13.5,2.6,123
2019-03-04,12:00,0.9,995,42.0,20,27,52,,0.81,,276,16.7,2.4,197
2019-03-04,13:00,0.7,994,38.8,27,28,58,,0.85,,413,17.1,3.7,224
2019-03-04,14:00,0.6,994,36.3,16,23,75,,0.73,,346,16.9,5.9,243
2019-03-04,15:00,0.5,994,43.3,19,29,73,,0.67,,162,15.1,5.1,249
2019-03-04,16:00,0.7,994,46.3,37,46,58,,1.02,,115,13.8,3.9,243
2019-03-04,17:00,1.1,994,41.5,35,48,59,17,1.02,,56,13.9,3.9,238
2019-03-04,18:00,1.2,994,43.4,18,30,68,17,0.95,,37,13.3,4.8,240
2019-03-04,19:00,0.9,995,64.9,19,33,60,10,0.71,,0,10.3,3.1,242
2019-03-04,20:00,0.8,997,79.5,8,18,72,14,0.33,,0,7.4,4.3,268
2019-03-04,21:00,0.7,998,80.1,11,24,64,6,0.43,,0,6.6,2.9,256
2019-03-04,22:00,0.7,998,75.9,7,16,66,5,0.30,,0,6.5,4.5,256
2019-03-04,23:00,0.7,999,70.4,4,13,63,5,0.22,,0,6.5,4.9,260
2019-03-05,00:00,0.6,1000,69.3,3,12,61,9,0.23,,0,6.3,3.5,257
2019-03-05,01:00,0.5,1001,69.7,2,11,60,9,0.21,,0,6.2,2.7,248
2019-03-05,02:00,0.5,1001,68.9,1,8,62,8,0.21,,0,6.3,3.0,255
2019-03-05,03:00,0.4,1001,67.4,2,8,64,7,0.13,,0,6.3,2.8,247
2019-03-05,04:00,0.4,1001,65.6,2,7,67,7,0.13,,0,6.7,3.6,244
2019-03-05,05:00,0.4,1002,66.9,3,9,65,6,0.16,,0,7.1,4.0,245
2019-03-05,06:00,0.5,1002,66.2,8,14,62,8,0.26,,0,6.9,4.4,248
2019-03-05,07:00,0.6,1002,65.3,26,31,52,9,0.71,,0,6.8,4.4,248
2019-03-05,08:00,0.9,1003,64.5,34,39,48,14,0.72,,40,6.9,4.2,253
2019-03-05,09:00,0.9,1003,62.6,32,35,53,15,0.87,,192,7.7,4.9,248
2019-03-05,10:00,0.8,1004,61.9,21,24,59,13,0.52,,258,8.0,5.4,257
2019-03-05,11:00,0.6,1005,58.8,19,20,63,9,0.55,,292,8.6,5.9,262
2019-03-05,12:00,0.6,1005,58.9,23,30,55,11,0.69,,162,8.7,3.8,253
2019-03-05,13:00,0.7,1005,64.6,22,30,55,13,0.61,,160,8.3,3.2,260
2019-03-05,14:00,0.7,1005,78.8,21,30,59,6,0.62,,70,6.3,4.6,260
2019-03-05,15:00,0.7,1006,85.0,35,44,47,7,0.89,,150,5.9,2.2,241
2019-03-05,16:00,1.0,1006,80.4,45,50,39,6,1.20,,103,7.2,2.4,249
2019-03-05,17:00,1.5,1006,73.6,47,53,37,8,1.26,,144,8.1,2.5,247
2019-03-05,18:00,1.6,1007,77.2,41,55,30,11,1.24,,25,7.4,1.7,247
2019-03-05,19:00,2.0,1008,79.2,32,44,36,16,1.14,,0,6.7,2.3,252
2019-03-05,20:00,1.2,1009,78.7,19,36,42,8,0.92,,0,5.9,2.1,255
2019-03-05,21:00,1.1,1010,79.4,14,32,42,8,0.65,,0,5.8,1.9,252
2019-03-05,22:00,1.1,1011,78.9,11,27,44,10,0.60,,0,5.7,2.0,254
2019-03-05,23:00,0.9,1011,78.3,7,28,41,8,0.45,,0,5.6,0.9,283
2019-03-06,00:00,1.0,1012,81.7,10,48,17,8,0.54,,0,4.8,0.2,42
2019-03-06,01:00,1.1,1013,79.2,1,23,41,10,0.29,,0,5.1,0.5,10
2019-03-06,02:00,0.7,1013,80.7,1,22,44,7,0.26,,0,4.7,0.6,282
2019-03-06,03:00,,1013,83.2,2,20,38,7,0.35,,0,4.1,0.3,48
2019-03-06,04:00,,1013,83.3,3,24,36,8,0.27,,0,4.1,0.7,195
2019-03-06,05:00,,1014,85.1,5,28,28,13,0.29,,0,3.7,0.6,95
2019-03-06,06:00,,1014,88.1,12,35,18,12,0.42,,0,2.7,1.1,114
2019-03-06,07:00,,1014,89.3,27,43,10,15,0.71,,1,2.2,1.2,125
2019-03-06,08:00,1.1,1013,86.0,45,49,7,18,1.24,,68,2.8,1.2,132
2019-03-06,09:00,1.4,1013,73.1,34,40,20,27,1.13,,243,6.0,1.5,132
2019-03-06,10:00,1.2,1013,66.9,26,31,29,27,0.70,,390,7.8,2.1,128
2019-03-06,11:00,1.0,1012,59.7,15,24,47,24,0.52,,478,9.6,2.7,128
2019-03-06,12:00,0.7,1011,53.1,8,15,63,17,0.25,,551,11.4,2.6,132
2019-03-06,13:00,0.5,1011,54.7,12,21,55,12,0.48,,525,11.4,3.4,134
2019-03-06,14:00,0.6,1010,56.0,9,18,54,18,0.63,,364,11.7,2.5,134
2019-03-06,15:00,0.7,1008,49.3,9,19,58,18,0.50,,423,13.8,2.3,139
2019-03-06,16:00,0.7,1007,46.6,11,22,63,13,0.53,,247,14.1,2.4,132
2019-03-06,17:00,0.8,1006,46.0,10,27,60,12,0.61,,96,13.2,1.9,134
2019-03-06,18:00,0.8,1005,47.9,11,31,55,14,0.68,,17,12.1,2.2,133
2019-03-06,19:00,0.9,1005,51.3,9,30,54,14,0.68,,0,11.3,1.9,132
2019-03-06,20:00,1.1,1004,55.7,10,31,52,14,0.71,,0,11.0,1.8,128
2019-03-06,21:00,1.0,1004,60.3,3,17,58,14,0.51,,0,11.3,2.2,132
2019-03-06,22:00,0.7,1003,60.3,2,16,57,12,0.43,,0,11.2,2.7,132
2019-03-06,23:00,0.7,1002,59.7,2,16,56,13,0.46,,0,11.1,2.9,128
2019-03-07,00:00,0.7,1002,61.0,1,14,58,15,0.51,,0,10.5,2.5,131
2019-03-07,01:00,0.7,1001,61.9,1,12,60,15,0.44,,0,10.0,2.5,128
2019-03-07,02:00,0.7,1001,62.5,1,10,63,13,0.44,,0,9.8,3.2,125
2019-03-07,03:00,0.7,1000,62.7,1,9,62,14,0.43,,0,9.7,3.3,123
2019-03-07,04:00,0.7,1000,63.2,1,11,60,16,0.46,,0,9.7,2.4,124
2019-03-07,05:00,0.7,1000,65.3,1,11,57,16,0.47,,0,9.2,3.1,125
