Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1012,71.1,1,15,,51,,,0,10.2,1.9,270
2019-03-01,02:00,,1012,70.0,1,8,,43,,,0,9.9,1.8,258
2019-03-01,03:00,,1012,70.5,1,6,,27,,,0,9.7,1.4,258
2019-03-01,04:00,,1012,73.1,1,5,,20,,,0,9.4,0.7,234
2019-03-01,05:00,,1011,72.9,1,5,,19,,,0,9.0,1.6,248
2019-03-01,06:00,,1011,77.7,2,9,,17,,,0,8.5,1.4,245
2019-03-01,07:00,,1011,89.7,16,29,,11,,,0,7.5,0.9,197
2019-03-01,08:00,,1011,88.6,23,46,,20,,,2,8.2,0.1,196
2019-03-01,09:00,,1011,88.3,35,52,,26,,,21,8.5,0.2,242
2019-03-01,10:00,,1011,89.5,17,29,,24,,,71,8.4,0.7,233
2019-03-01,11:00,,1011,86.2,13,20,,15,,,102,9.2,0.8,256
2019-03-01,12:00,,1011,81.9,16,21,,13,,,115,9.8,0.9,279
2019-03-01,13:00,,1010,76.7,11,15,,10,,,245,10.6,1.9,288
2019-03-01,14:00,,1010,71.1,7,12,,13,,,348,11.6,2.5,288
2019-03-01,15:00,,1010,73.5,9,14,,14,,,140,10.7,2.7,296
2019-03-01,16:00,,1011,76.1,6,13,,12,,,125,10.2,2.4,292
2019-03-01,17:00,,1011,87.1,13,25,,9,,,17,8.3,1.9,320
2019-03-01,18:00,,1012,90.5,9,21,,13,,,4,7.8,1.6,322
2019-03-01,19:00,,1012,89.8,7,22,,21,,,0,7.6,2.0,323
2019-03-01,20:00,,1013,88.2,5,18,,36,,,0,6.8,2.2,338
2019-03-01,21:00,,1014,92.0,1,12,,35,,,0,5.1,2.7,358
2019-03-01,22:00,,1015,87.6,2,13,,28,,,0,4.4,2.2,336
2019-03-01,23:00,,1016,84.2,3,14,,26,,,0,4.0,1.8,327
2019-03-02,00:00,,1016,82.5,1,11,,21,,,0,3.6,0.7,348
2019-03-02,01:00,,1016,78.3,1,11,,21,,,0,3.6,0.5,318
2019-03-02,02:00,,1016,78.3,1,8,,20,,,0,3.6,0.4,280
2019-03-02,03:00,,1016,83.0,1,7,,23,,,0,3.3,0.4,229
2019-03-02,04:00,,1016,85.8,1,9,,24,,,0,3.1,0.8,196
2019-03-02,05:00,,1016,88.6,1,9,,25,,,0,3.1,0.6,213
