Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,,,,,,,,19.24,,,,,,,,
2019-03-01,01:00,,1011,73.5,1,22,44,,,,,,0,9.4,1.7,263
2019-03-01,02:00,,1011,75.1,1,11,59,,,,,,0,9.2,2.2,258
2019-03-01,03:00,,1011,72.0,1,7,69,,,,,,0,9.0,2.5,247
2019-03-01,04:00,,1010,72.6,1,8,69,,,,,,0,8.8,2.1,239
2019-03-01,05:00,,1010,74.2,1,13,62,,,,,,0,8.5,1.8,233
2019-03-01,06:00,,1010,74.9,1,12,59,,,,,,0,8.2,1.8,231
2019-03-01,07:00,,1009,79.1,1,15,56,,,,,,0,7.7,1.6,226
2019-03-01,08:00,,1009,88.0,1,21,50,,,,,,4,6.9,1.4,224
2019-03-01,09:00,,1009,92.6,2,26,38,,,,,,20,6.8,1.5,229
2019-03-01,10:00,,1009,94.1,5,31,26,,,,,,34,7.0,1.2,240
2019-03-01,11:00,,1009,91.5,5,26,36,,,,,,63,7.5,1.5,258
2019-03-01,12:00,,1009,88.4,4,23,43,,,,,,96,8.1,1.7,253
2019-03-01,13:00,,1009,84.5,4,18,48,,,,,,139,8.8,1.9,268
2019-03-01,14:00,,1009,78.6,4,16,57,,,,,,193,9.7,2.0,278
2019-03-01,15:00,,1009,76.9,3,16,59,,,,,,92,9.6,2.3,279
2019-03-01,16:00,,1010,88.0,3,24,49,,,,,,51,7.8,1.1,291
2019-03-01,17:00,,1010,87.2,2,19,51,,,,,,30,8.1,1.5,310
2019-03-01,18:00,,1011,90.9,2,18,51,,,,,,2,7.0,1.1,306
2019-03-01,19:00,,1011,93.4,2,20,42,,,,,,0,6.4,1.5,324
2019-03-01,20:00,,1012,92.1,1,15,42,,,,,,0,5.6,1.4,329
2019-03-01,21:00,,1013,92.4,1,12,45,,,,,,0,4.5,1.5,335
2019-03-01,22:00,,1014,89.1,1,14,47,,,,,,0,3.8,1.3,319
2019-03-01,23:00,,1015,85.4,1,12,50,,,,,,0,3.5,1.4,322
2019-03-02,,,,,,,,18.89,,,,,,,,
2019-03-02,00:00,,1015,81.4,1,10,59,,,,,,0,2.6,1.4,314
2019-03-02,01:00,,1015,78.8,1,8,63,,,,,,0,2.4,0.8,306
2019-03-02,02:00,,1016,77.2,1,10,60,,,,,,0,2.7,0.6,233
2019-03-02,03:00,,1015,81.1,1,10,59,,,,,,0,2.3,1.2,226
2019-03-02,04:00,,1015,86.6,1,9,56,,,,,,0,2.1,0.8,217
2019-03-02,05:00,,1015,89.9,1,12,51,,,,,,0,1.9,1.3,229
2019-03-02,06:00,,1015,91.1,1,12,51,,,,,,0,2.1,0.7,220
2019-03-02,07:00,,1015,89.4,1,14,50,,,,,,0,2.2,1.3,230
2019-03-02,08:00,,1015,88.0,1,13,50,,,,,,7,2.4,1.2,226
2019-03-02,09:00,,1015,86.9,1,14,48,,,,,,37,2.8,1.2,229
2019-03-02,10:00,,1015,84.8,1,14,49,,,,,,83,3.3,1.3,228
2019-03-02,11:00,,1015,82.3,1,14,55,,,,,,97,3.6,1.6,240
2019-03-02,12:00,,1015,86.1,1,14,54,,,,,,98,3.7,1.4,228
2019-03-02,13:00,,1015,81.3,2,14,54,,,,,,121,4.3,1.7,236
2019-03-02,14:00,,1014,76.3,2,16,54,,,,,,91,5.1,1.5,243
