Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1011,73.5,1,22,44,,,,0,9.4,1.7,263
2019-03-01,02:00,,1011,75.1,1,11,59,,,,0,9.2,2.2,258
2019-03-01,03:00,,1011,72.0,1,7,69,,,,0,9.0,2.5,247
2019-03-01,04:00,,1010,72.6,1,8,69,,,,0,8.8,2.1,239
2019-03-01,05:00,,1010,74.2,1,13,62,,,,0,8.5,1.8,233
2019-03-01,06:00,,1010,74.9,1,12,59,,,,0,8.2,1.8,231
2019-03-01,07:00,,1009,79.1,1,15,56,,,,0,7.7,1.6,226
2019-03-01,08:00,,1009,88.0,1,21,50,,,,4,6.9,1.4,224
2019-03-01,09:00,,1009,92.6,2,26,38,,,,20,6.8,1.5,229
2019-03-01,10:00,,1009,94.1,5,31,26,,,,34,7.0,1.2,240
2019-03-01,11:00,,1009,91.5,5,26,36,,,,63,7.5,1.5,258
2019-03-01,12:00,,1009,88.4,4,23,43,,,,96,8.1,1.7,253
2019-03-01,13:00,,1009,84.5,4,18,48,,,,139,8.8,1.9,268
2019-03-01,14:00,,1009,78.6,4,16,57,,,,193,9.7,2.0,278
2019-03-01,15:00,,1009,76.9,3,16,59,,,,92,9.6,2.3,279
2019-03-01,16:00,,1010,88.0,3,24,49,,,,51,7.8,1.1,291
2019-03-01,17:00,,1010,87.2,2,19,51,,,,30,8.1,1.5,310
2019-03-01,18:00,,1011,90.9,2,18,51,,,,2,7.0,1.1,306
2019-03-01,19:00,,1011,93.4,2,20,42,,,,0,6.4,1.5,324
2019-03-01,20:00,,1012,92.1,1,15,42,,,,0,5.6,1.4,329
2019-03-01,21:00,,1013,92.4,1,12,45,,,,0,4.5,1.5,335
2019-03-01,22:00,,1014,89.1,1,14,47,,,,0,3.8,1.3,319
2019-03-01,23:00,,1015,85.4,1,12,50,,,,0,3.5,1.4,322
