Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1011,85.6,1,12,36,60,,,0,4.4,0.4,297
2019-03-01,02:00,,1010,90.0,1,11,36,60,,,0,3.4,0.6,284
2019-03-01,03:00,,1010,91.1,1,11,25,59,,,0,4.0,0.2,213
2019-03-01,04:00,,1010,89.1,1,11,20,52,,,0,4.4,0.3,281
2019-03-01,05:00,,1009,90.5,5,22,16,55,,,0,5.0,0.3,252
2019-03-01,06:00,,1009,91.7,1,21,17,60,,,0,5.5,0.2,196
2019-03-01,07:00,,1009,92.6,1,20,15,60,,,0,5.5,0.3,103
2019-03-01,08:00,,1009,96.0,2,18,27,61,,,3,5.8,1.2,260
2019-03-01,09:00,,1008,98.4,1,13,36,61,,,16,6.3,1.7,258
2019-03-01,10:00,,1008,96.8,1,12,39,45,,,47,7.0,2.1,266
2019-03-01,11:00,,1008,95.1,1,11,39,40,,,55,7.5,1.9,263
2019-03-01,12:00,,1008,93.4,1,10,42,32,,,88,8.2,1.6,276
2019-03-01,13:00,,1008,94.0,1,11,40,24,,,47,8.3,1.5,322
2019-03-01,14:00,,1008,97.0,2,15,29,29,,,55,7.2,1.8,344
2019-03-01,15:00,,1009,97.3,2,16,27,31,,,26,6.3,1.8,343
2019-03-01,16:00,,1009,97.7,1,19,20,28,,,15,5.9,1.5,344
2019-03-01,17:00,,1010,96.6,1,17,23,26,,,7,5.5,2.1,339
2019-03-01,18:00,,1011,96.3,1,19,25,38,,,1,5.0,2.3,336
2019-03-01,19:00,,1011,95.9,1,12,34,43,,,0,4.4,2.1,341
2019-03-01,20:00,,1012,94.5,1,11,38,42,,,0,4.2,1.2,326
2019-03-01,21:00,,1013,93.9,1,9,37,43,,,0,4.0,0.9,286
2019-03-01,22:00,,1013,93.5,1,8,40,33,,,0,3.7,1.1,288
2019-03-01,23:00,,1014,94.9,1,8,39,28,,,0,3.3,1.2,277
