Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1011,85.6,1,12,36,60,,,0,4.4,0.4,297
2019-03-01,02:00,,1010,90.0,1,11,36,60,,,0,3.4,0.6,284
2019-03-01,03:00,,1010,91.1,1,11,25,59,,,0,4.0,0.2,213
2019-03-01,04:00,,1010,89.1,1,11,20,52,,,0,4.4,0.3,281
2019-03-01,05:00,,1009,90.5,5,22,16,55,,,0,5.0,0.3,252
2019-03-01,06:00,,1009,91.7,1,21,17,60,,,0,5.5,0.2,196
2019-03-01,07:00,,1009,92.6,1,20,15,60,,,0,5.5,0.3,103
2019-03-01,08:00,,1009,96.0,2,18,27,61,,,3,5.8,1.2,260
2019-03-01,09:00,,1008,98.4,1,13,36,61,,,16,6.3,1.7,258
2019-03-01,10:00,,1008,96.8,1,12,39,45,,,47,7.0,2.1,266
2019-03-01,11:00,,1008,95.1,1,11,39,40,,,55,7.5,1.9,263
2019-03-01,12:00,,1008,93.4,1,10,42,32,,,88,8.2,1.6,276
2019-03-01,13:00,,1008,94.0,1,11,40,24,,,47,8.3,1.5,322
2019-03-01,14:00,,1008,97.0,2,15,29,29,,,55,7.2,1.8,344
2019-03-01,15:00,,1009,97.3,2,16,27,31,,,26,6.3,1.8,343
2019-03-01,16:00,,1009,97.7,1,19,20,28,,,15,5.9,1.5,344
2019-03-01,17:00,,1010,96.6,1,17,23,26,,,7,5.5,2.1,339
2019-03-01,18:00,,1011,96.3,1,19,25,38,,,1,5.0,2.3,336
2019-03-01,19:00,,1011,95.9,1,12,34,43,,,0,4.4,2.1,341
2019-03-01,20:00,,1012,94.5,1,11,38,42,,,0,4.2,1.2,326
2019-03-01,21:00,,1013,93.9,1,9,37,43,,,0,4.0,0.9,286
2019-03-01,22:00,,1013,93.5,1,8,40,33,,,0,3.7,1.1,288
2019-03-01,23:00,,1014,94.9,1,8,39,28,,,0,3.3,1.2,277
2019-03-02,00:00,,1014,93.8,1,7,40,26,,,0,3.1,1.1,274
2019-03-02,01:00,,1015,93.4,1,7,42,22,,,0,2.7,1.4,270
2019-03-02,02:00,,1015,93.4,1,8,38,22,,,0,2.7,1.0,278
2019-03-02,03:00,,1015,93.3,1,8,38,21,,,0,2.8,0.9,293
2019-03-02,04:00,,1015,92.5,1,6,41,18,,,0,2.6,1.0,278
2019-03-02,05:00,,1015,91.4,1,5,46,16,,,0,2.3,0.8,276
2019-03-02,06:00,,1015,89.4,1,5,45,13,,,0,2.4,0.4,262
2019-03-02,07:00,,1015,89.7,1,6,45,13,,,0,2.5,0.3,239
2019-03-02,08:00,,1015,87.2,1,6,43,14,,,7,3.2,0.2,215
2019-03-02,09:00,,1015,87.3,1,9,44,15,,,24,3.1,1.0,255
2019-03-02,10:00,,1015,87.7,1,8,46,17,,,47,3.1,1.7,260
2019-03-02,11:00,,1015,83.4,1,7,53,17,,,171,4.0,2.4,270
2019-03-02,12:00,,1015,77.2,1,5,61,21,,,234,5.3,2.4,275
2019-03-02,13:00,,1015,72.8,1,5,64,20,,,138,5.2,1.9,278
2019-03-02,14:00,,1015,67.0,1,4,68,19,,,113,5.5,1.4,282
2019-03-02,15:00,,1014,67.0,1,5,67,19,,,69,5.3,1.4,260
2019-03-02,16:00,,1014,66.9,1,5,65,15,,,57,5.3,1.1,249
2019-03-02,17:00,,1014,71.5,1,8,58,15,,,24,5.0,1.0,225
2019-03-02,18:00,,1014,76.2,1,10,52,17,,,3,4.7,1.0,219
2019-03-02,19:00,,1014,80.0,1,11,47,21,,,0,4.5,1.0,201
2019-03-02,20:00,,1014,84.0,1,10,43,22,,,0,4.2,1.3,201
2019-03-02,21:00,,1014,85.2,1,9,43,20,,,0,4.2,1.6,202
2019-03-02,22:00,,1013,83.5,1,9,43,21,,,0,4.5,1.7,203
2019-03-02,23:00,,1013,83.4,1,10,41,20,,,0,4.6,1.3,207
