Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-03-01,01:00,,1011,73.0,1,4,,30,,,0,8.3,3.9,263
2019-03-01,02:00,,1011,75.1,1,3,,21,,,0,7.9,3.8,251
2019-03-01,03:00,,1010,80.2,1,2,,15,,,0,7.1,3.3,232
2019-03-01,04:00,,1009,83.3,1,5,,13,,,0,6.4,4.1,226
2019-03-01,05:00,,1009,88.4,1,2,,11,,,0,6.1,4.4,235
2019-03-01,06:00,,1008,89.9,1,10,,8,,,0,6.1,3.7,219
2019-03-01,07:00,,1008,91.2,1,7,,11,,,0,6.0,3.1,221
2019-03-01,08:00,,1008,90.3,1,6,,11,,,4,6.3,3.3,230
2019-03-01,09:00,,1008,88.3,1,4,,11,,,17,6.5,3.4,237
2019-03-01,10:00,,1008,91.6,1,4,,7,,,72,6.6,2.9,234
2019-03-01,11:00,,1008,82.6,2,3,,4,,,211,8.2,3.8,251
2019-03-01,12:00,,1008,79.2,1,2,,4,,,132,8.4,3.8,276
2019-03-01,13:00,,1008,81.5,1,3,,3,,,88,7.9,3.5,286
2019-03-01,14:00,,1008,84.8,1,3,,3,,,175,7.7,3.0,271
2019-03-01,15:00,,1008,81.5,2,3,,2,,,333,8.9,3.9,291
2019-03-01,16:00,,1009,77.0,1,4,,5,,,124,9.1,4.6,300
2019-03-01,17:00,,1009,78.0,1,5,,5,,,48,8.4,4.1,301
2019-03-01,18:00,,1010,86.6,1,4,,4,,,4,6.8,1.8,359
2019-03-01,19:00,,1010,94.2,1,6,,5,,,0,5.8,1.9,349
2019-03-01,20:00,,1011,95.2,1,8,,13,,,0,5.5,2.6,350
2019-03-01,21:00,,1012,96.4,1,7,,26,,,0,4.2,3.2,357
2019-03-01,22:00,,1013,97.3,1,8,,27,,,0,3.5,3.2,354
2019-03-01,23:00,,1013,95.9,1,7,,25,,,0,2.0,2.6,8
2019-03-02,00:00,,1014,93.1,1,6,,21,,,0,1.4,1.9,24
2019-03-02,01:00,,1014,95.2,1,6,,18,,,0,1.2,1.6,20
2019-03-02,02:00,,1014,97.0,1,4,,17,,,0,0.8,1.7,50
2019-03-02,03:00,,1014,97.1,1,4,,16,,,0,0.9,1.2,45
2019-03-02,04:00,,1014,96.1,1,4,,14,,,0,1.2,0.7,109
