Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,0.7,1,22,32,,1.8
2016-12-01,02:00,0.7,1,22,31,,1.7
2016-12-01,03:00,1.0,1,22,31,,1.6
2016-12-01,04:00,0.8,1,20,34,,1.5
2016-12-01,05:00,0.6,1,17,37,,1.5
2016-12-01,06:00,0.8,1,18,36,,1.4
2016-12-01,07:00,0.7,1,17,37,,1.4
2016-12-01,08:00,0.6,1,16,39,,1.4
2016-12-01,09:00,0.7,1,16,40,,1.4
2016-12-01,10:00,0.6,2,17,39,,1.3
2016-12-01,11:00,0.6,2,17,40,,1.5
2016-12-01,12:00,0.6,2,16,43,,1.4
2016-12-01,13:00,0.6,2,15,46,,1.5
2016-12-01,14:00,0.6,2,15,48,,1.5
2016-12-01,15:00,0.6,1,16,43,,1.4
2016-12-01,16:00,0.6,1,16,45,,1.4
2016-12-01,17:00,0.5,1,15,47,,1.5
2016-12-01,18:00,0.5,1,14,49,,1.5
2016-12-01,19:00,0.5,1,13,52,,1.5
2016-12-01,20:00,0.5,1,11,53,,1.6
2016-12-01,21:00,0.5,1,10,55,,1.6
2016-12-01,22:00,0.6,1,11,50,,1.5
2016-12-01,23:00,0.5,1,11,49,,1.4
2016-12-02,00:00,0.6,1,10,52,,1.4
2016-12-02,01:00,0.5,1,10,52,,1.5
2016-12-02,02:00,0.5,1,8,54,,1.5
2016-12-02,03:00,0.5,1,7,54,,1.6
2016-12-02,04:00,0.4,1,5,62,,1.7
2016-12-02,05:00,0.4,1,4,63,,1.8
2016-12-02,06:00,0.3,1,2,73,,2.0
2016-12-02,07:00,0.2,1,2,80,,2.0
2016-12-02,08:00,0.2,1,2,77,,2.0
2016-12-02,09:00,0.3,1,2,77,,2.0
2016-12-02,10:00,0.2,1,2,76,,2.1
2016-12-02,11:00,0.2,1,3,74,,1.9
2016-12-02,12:00,0.2,1,3,74,,1.9
2016-12-02,13:00,0.2,1,3,74,,1.9
2016-12-02,14:00,0.3,1,3,75,,1.9
2016-12-02,15:00,0.3,1,3,73,,1.9
2016-12-02,16:00,0.3,1,4,70,,1.9
2016-12-02,17:00,0.3,1,7,64,,2.0
2016-12-02,18:00,0.7,1,10,57,,2.0
2016-12-02,19:00,0.5,1,13,51,,2.4
2016-12-02,20:00,0.6,1,15,50,,3.0
2016-12-02,21:00,0.7,1,14,49,,3.4
2016-12-02,22:00,0.9,1,12,50,,3.4
2016-12-02,23:00,0.7,1,12,49,,3.0
2016-12-03,00:00,0.5,1,10,55,,2.5
2016-12-03,01:00,0.7,1,10,55,,2.6
2016-12-03,02:00,0.4,1,9,55,,2.8
2016-12-03,03:00,0.4,1,9,53,,2.7
2016-12-03,04:00,0.7,1,12,48,,3.5
2016-12-03,05:00,0.7,1,12,46,,3.7
2016-12-03,06:00,0.8,1,12,47,,3.7
2016-12-03,07:00,0.5,1,10,48,,4.0
2016-12-03,08:00,0.8,1,11,47,,4.0
2016-12-03,09:00,0.6,1,10,47,,4.3
2016-12-03,10:00,0.5,2,9,47,,4.1
2016-12-03,11:00,0.5,2,8,51,,3.4
2016-12-03,12:00,0.6,2,7,57,,3.1
2016-12-03,13:00,0.6,2,8,56,,2.6
2016-12-03,14:00,0.6,2,7,60,,2.5
2016-12-03,15:00,0.6,1,7,60,,2.3
2016-12-03,16:00,0.6,1,7,62,,2.2
2016-12-03,17:00,0.6,1,7,63,,2.3
2016-12-03,18:00,0.5,1,6,61,,2.2
2016-12-03,19:00,0.8,1,7,59,,2.3
