Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,01:00,,,,13,,
2016-12-01,02:00,,,,15,,
2016-12-01,03:00,,,,12,,
2016-12-01,04:00,,,,12,,
2016-12-01,05:00,,,,13,,
2016-12-01,06:00,,,,14,,
2016-12-01,07:00,,,,13,,
2016-12-01,08:00,,,,13,,
2016-12-01,09:00,,,,16,,
2016-12-01,10:00,,,,19,,
2016-12-01,11:00,,,,24,,
2016-12-01,12:00,,,,24,,
2016-12-01,13:00,,,,27,,
2016-12-01,14:00,,,,24,,
2016-12-01,15:00,,,,22,,
2016-12-01,16:00,,,,22,,
2016-12-01,17:00,,,,24,,
2016-12-01,18:00,,,,23,,
2016-12-01,19:00,,,,24,,
2016-12-01,20:00,,,,24,,
2016-12-01,21:00,,,,23,,
2016-12-01,22:00,,,,21,,
2016-12-01,23:00,,,,22,,
2016-12-02,00:00,,,,22,,
2016-12-02,01:00,,,,21,,
2016-12-02,02:00,,,,22,,
2016-12-02,03:00,,,,22,,
2016-12-02,04:00,,,,33,,
2016-12-02,05:00,,,,53,,
2016-12-02,06:00,,,,52,,
2016-12-02,07:00,,,,59,,
2016-12-02,08:00,,,,62,,
2016-12-02,09:00,,,,71,,
2016-12-02,10:00,,,,67,,
2016-12-02,11:00,,,,66,,
2016-12-02,12:00,,,,69,,
2016-12-02,13:00,,,,71,,
2016-12-02,14:00,,,,70,,
2016-12-02,15:00,,,,66,,
2016-12-02,16:00,,,,63,,
2016-12-02,17:00,,,,53,,
2016-12-02,18:00,,,,24,,
2016-12-02,19:00,,,,24,,
2016-12-02,20:00,,,,11,,
2016-12-02,21:00,,,,4,,
2016-12-02,22:00,,,,5,,
2016-12-02,23:00,,,,2,,
