Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-12-01,,,,,,7,
2016-12-01,01:00,,,,29,,
2016-12-01,02:00,,,,29,,
2016-12-01,03:00,,,,32,,
2016-12-01,04:00,,,,34,,
2016-12-01,05:00,,,,35,,
2016-12-01,06:00,,,,34,,
2016-12-01,07:00,,,,34,,
2016-12-01,08:00,,,,33,,
2016-12-01,09:00,,,,32,,
2016-12-01,10:00,,,,32,,
2016-12-01,11:00,,,,35,,
2016-12-01,12:00,,,,36,,
2016-12-01,13:00,,,,36,,
2016-12-01,14:00,,,,35,,
2016-12-01,15:00,,,,34,,
2016-12-01,16:00,,,,35,,
2016-12-01,17:00,,,,39,,
2016-12-01,18:00,,,,42,,
2016-12-01,19:00,,,,40,,
2016-12-01,20:00,,,,40,,
2016-12-01,21:00,,,,42,,
2016-12-01,22:00,,,,40,,
2016-12-01,23:00,,,,38,,
2016-12-02,,,,,,4,
2016-12-02,00:00,,,,35,,
2016-12-02,01:00,,,,39,,
2016-12-02,02:00,,,,38,,
2016-12-02,03:00,,,,45,,
2016-12-02,04:00,,,,46,,
2016-12-02,05:00,,,,55,,
2016-12-02,06:00,,,,60,,
2016-12-02,07:00,,,,62,,
2016-12-02,08:00,,,,70,,
2016-12-02,09:00,,,,77,,
2016-12-02,10:00,,,,77,,
2016-12-02,11:00,,,,74,,
2016-12-02,12:00,,,,73,,
2016-12-02,13:00,,,,73,,
2016-12-02,14:00,,,,71,,
2016-12-02,15:00,,,,71,,
2016-12-02,16:00,,,,70,,
2016-12-02,17:00,,,,66,,
2016-12-02,18:00,,,,66,,
2016-12-02,19:00,,,,62,,
2016-12-02,20:00,,,,65,,
2016-12-02,21:00,,,,68,,
2016-12-02,22:00,,,,68,,
2016-12-02,23:00,,,,66,,
2016-12-03,,,,,,4,
2016-12-03,00:00,,,,64,,
2016-12-03,01:00,,,,64,,
2016-12-03,02:00,,,,62,,
2016-12-03,03:00,,,,61,,
2016-12-03,04:00,,,,60,,
2016-12-03,05:00,,,,61,,
2016-12-03,06:00,,,,54,,
2016-12-03,07:00,,,,56,,
2016-12-03,08:00,,,,61,,
2016-12-03,09:00,,,,71,,
2016-12-03,10:00,,,,73,,
2016-12-03,11:00,,,,75,,
2016-12-03,12:00,,,,74,,
