Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,01:00,,1022,68.4,,,18,,,,,1,13.1,2.1,321
2018-09-01,02:00,,1022,72.5,,,22,,,,,1,12.6,2.2,326
2018-09-01,03:00,,1022,74.8,,,17,,,,,1,12.1,2.0,320
2018-09-01,04:00,,1022,75.5,,,21,,,,,1,11.8,2.0,328
2018-09-01,05:00,,1022,76.3,,,25,,,,,1,11.6,2.7,328
2018-09-01,06:00,,1023,79.2,,,28,,,,,7,11.2,2.6,333
2018-09-01,07:00,,1023,79.1,,,29,,,,,121,11.8,3.1,328
2018-09-01,08:00,,1023,74.7,,,34,,,,,271,13.9,2.7,328
2018-09-01,09:00,,1024,69.4,,,45,,,,,419,16.2,2.1,338
2018-09-01,10:00,,1024,64.7,,,55,,,,,540,18.1,2.5,334
2018-09-01,11:00,,1024,57.6,,,68,,,,,644,19.4,2.9,333
2018-09-01,12:00,,1024,47.5,,,80,,,,,655,20.2,2.7,347
2018-09-01,13:00,,1024,45.3,,,85,,,,,675,21.0,2.8,340
2018-09-01,14:00,,1023,41.6,,,90,,,,,565,21.8,2.3,6
2018-09-01,15:00,,1023,40.7,,,92,,,,,430,22.2,2.0,27
2018-09-01,16:00,,1023,43.3,,,90,,,,,299,21.6,2.5,71
2018-09-01,17:00,,1023,43.5,,,82,,,,,258,21.2,2.5,110
2018-09-01,18:00,,1024,47.4,,,76,,,,,43,20.1,1.5,116
2018-09-01,19:00,,1024,50.3,,,72,,,,,9,19.4,1.6,110
2018-09-01,20:00,,1024,53.2,,,63,,,,,1,18.8,1.0,115
2018-09-01,21:00,,1024,55.8,,,57,,,,,1,18.2,0.8,99
2018-09-01,22:00,,1024,57.8,,,47,,,,,1,18.1,0.6,80
2018-09-01,23:00,,1025,59.5,,,40,,,,,1,17.9,0.6,42
2018-09-02,00:00,,1024,62.8,,,46,,,,,1,17.2,1.1,41
2018-09-02,01:00,,1025,64.2,,,51,,,,,1,16.8,1.2,33
2018-09-02,02:00,,1024,65.3,,,54,,,,,1,16.6,1.7,28
2018-09-02,03:00,,1024,67.1,,,64,,,,,1,16.5,2.0,23
2018-09-02,04:00,,1024,67.1,,,64,,,,,1,16.6,1.3,10
2018-09-02,05:00,,1024,67.6,,,44,,,,,1,16.0,1.2,347
2018-09-02,06:00,,1024,69.7,,,44,,,,,3,15.9,1.3,3
2018-09-02,07:00,,1024,73.5,,,48,,,,,15,15.8,1.6,359
2018-09-02,08:00,,1024,77.9,,,50,,,,,39,16.0,1.7,14
2018-09-02,09:00,,1024,87.4,,,61,,,,,26,15.3,2.2,29
2018-09-02,10:00,,1024,91.9,,,61,,,,,38,14.9,1.9,4
2018-09-02,11:00,,1024,92.4,,,61,,,,,35,15.1,2.2,351
2018-09-02,12:00,,1023,92.8,,,55,,,,,83,15.4,2.1,350
2018-09-02,13:00,,1023,90.3,,,57,,,,,109,16.1,2.5,10
2018-09-02,14:00,,1022,90.0,,,52,,,,,69,16.4,1.9,10
