Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,13.97,,,,,,,
2018-09-01,01:00,,1021,71.1,1,17,,,21,,,0,13.6,0.8,62
2018-09-01,02:00,,1021,70.4,1,14,,,19,,,0,13.0,1.7,24
2018-09-01,03:00,,1021,70.8,1,15,,,17,,,0,12.5,1.6,34
2018-09-01,04:00,,1021,71.7,1,13,,,13,,,0,11.8,2.3,41
2018-09-01,05:00,,1021,77.5,1,19,,,16,,,0,10.6,1.6,12
2018-09-01,06:00,,1021,82.3,1,19,,,16,,,2,9.7,1.7,14
2018-09-01,07:00,,1022,80.2,1,15,,,15,,,56,10.3,1.7,33
2018-09-01,08:00,,1022,77.4,4,15,,,13,,,150,11.4,2.1,23
2018-09-01,09:00,,1022,76.3,4,13,,,14,,,247,12.1,2.2,7
2018-09-01,10:00,,1023,66.8,3,8,,,13,,,443,14.9,3.3,32
2018-09-01,11:00,,1023,61.0,1,5,,,10,,,362,16.2,4.8,46
2018-09-01,12:00,,1023,62.5,1,6,,,12,,,207,15.8,4.9,43
2018-09-01,13:00,,1023,63.7,1,7,,,15,,,144,15.5,4.1,42
2018-09-01,14:00,,1023,62.0,1,5,,,16,,,117,15.5,4.4,43
2018-09-01,15:00,,1023,57.8,1,4,,,15,,,152,15.9,4.5,48
2018-09-01,16:00,,1023,56.9,1,3,,,13,,,172,16.2,4.7,61
2018-09-01,17:00,,1023,60.9,1,4,,,14,,,69,15.8,4.0,60
2018-09-01,18:00,,1023,61.0,1,5,,,15,,,29,15.5,3.6,58
2018-09-01,19:00,,1023,61.8,1,7,,,16,,,6,15.1,3.2,56
2018-09-01,20:00,,1023,69.0,1,11,,,17,,,0,14.5,3.1,60
2018-09-01,21:00,,1023,74.0,1,11,,,17,,,0,14.2,3.3,51
