Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,01:00,,1023,79.7,,,3,,,,,0,11.4,0.0,122
2018-09-01,02:00,,1023,81.5,,,4,,,,,0,11.1,0.0,342
2018-09-01,03:00,,1023,82.8,,,8,,,,,0,10.8,0.0,21
2018-09-01,04:00,,1023,83.4,,,7,,,,,0,10.4,0.0,9
2018-09-01,05:00,,1023,83.4,,,5,,,,,0,10.2,0.0,231
2018-09-01,06:00,,1024,82.3,,,9,,,,,2,10.7,0.0,183
2018-09-01,07:00,,1024,79.1,,,19,,,,,46,11.5,0.0,170
2018-09-01,08:00,,1024,74.9,,,27,,,,,184,13.7,0.0,221
2018-09-01,09:00,,1025,66.8,,,41,,,,,422,16.8,0.2,337
2018-09-01,10:00,,1025,60.2,,,54,,,,,613,19.3,0.4,342
2018-09-01,11:00,,1025,51.3,,,72,,,,,587,20.6,0.7,337
2018-09-01,12:00,,1025,43.6,,,79,,,,,557,21.6,0.7,328
2018-09-01,13:00,,1025,43.8,,,83,,,,,390,21.6,0.3,348
2018-09-01,14:00,,1025,43.0,,,84,,,,,286,22.1,0.2,326
2018-09-01,15:00,,1025,43.2,,,78,,,,,175,22.2,0.1,56
2018-09-01,16:00,,1025,44.4,,,72,,,,,145,22.0,0.1,128
2018-09-01,17:00,,1025,49.8,,,67,,,,,49,20.8,0.0,97
2018-09-01,18:00,,1025,52.6,,,63,,,,,19,19.9,0.0,88
2018-09-01,19:00,,1025,54.5,,,55,,,,,3,19.3,0.0,75
2018-09-01,20:00,,1025,55.5,,,49,,,,,0,18.7,0.0,97
2018-09-01,21:00,,1026,57.3,,,45,,,,,0,18.3,0.0,106
2018-09-01,22:00,,1026,61.5,,,35,,,,,0,18.0,0.0,160
2018-09-01,23:00,,1026,65.0,,,27,,,,,0,17.7,0.0,159
2018-09-02,00:00,,1026,69.1,,,21,,,,,0,17.2,0.0,178
2018-09-02,01:00,,1026,68.3,,,31,,,,,0,16.9,0.0,183
2018-09-02,02:00,,1026,65.0,,,55,,,,,0,16.9,0.0,182
2018-09-02,03:00,,1026,65.5,,,61,,,,,0,16.9,0.0,188
2018-09-02,04:00,,1026,65.9,,,61,,,,,0,16.8,0.0,175
2018-09-02,05:00,,1026,65.1,,,62,,,,,0,16.6,0.0,337
2018-09-02,06:00,,1025,67.0,,,57,,,,,0,16.5,0.2,349
2018-09-02,07:00,,1025,73.3,,,52,,,,,7,16.7,0.0,185
2018-09-02,08:00,,1025,82.5,,,52,,,,,15,16.0,0.0,202
2018-09-02,09:00,,1025,87.1,,,51,,,,,13,15.6,0.0,324
2018-09-02,10:00,,1025,89.4,,,51,,,,,18,15.4,0.0,323
2018-09-02,11:00,,1025,90.2,,,53,,,,,32,15.7,0.1,342
2018-09-02,12:00,,1025,89.6,,,54,,,,,60,16.2,0.1,344
2018-09-02,13:00,,1024,87.6,,,59,,,,,51,16.7,0.1,344
2018-09-02,14:00,,1024,86.7,,,57,,,,,43,17.0,0.0,327
2018-09-02,15:00,,1024,84.9,,,52,,,,,39,17.6,0.0,199
2018-09-02,16:00,,1024,83.9,,,51,,,,,34,18.0,0.0,197
2018-09-02,17:00,,1023,82.1,,,50,,,,,52,18.6,0.0,191
2018-09-02,18:00,,1023,79.9,,,50,,,,,41,19.3,0.0,194
2018-09-02,19:00,,1023,79.9,,,46,,,,,11,19.4,0.0,190
2018-09-02,20:00,,1023,81.5,,,25,,,,,0,19.2,0.0,150
2018-09-02,21:00,,1022,83.1,,,20,,,,,0,18.8,0.0,175
2018-09-02,22:00,,1022,82.9,,,11,,,,,0,18.8,0.0,167
2018-09-02,23:00,,1021,84.0,,,11,,,,,0,18.1,0.0,331
