Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,,,,,,,,15.68,,,,,,,
2018-09-01,01:00,,1023,85.6,4,24,,,,,,0,12.2,0.1,182
2018-09-01,02:00,,1023,87.0,1,25,,,,,,0,11.5,0.0,4
2018-09-01,03:00,,1023,87.8,2,24,,,,,,0,10.7,0.0,264
2018-09-01,04:00,,1023,87.7,1,23,,,,,,0,10.1,0.1,233
2018-09-01,05:00,,1023,87.7,3,25,,,,,,0,10.1,0.0,35
2018-09-01,06:00,,1024,88.4,5,25,,,,,,6,10.0,0.1,129
2018-09-01,07:00,,1024,86.2,13,24,,,,,,56,10.7,0.1,193
2018-09-01,08:00,,1024,78.4,10,22,,,,,,152,13.0,0.3,259
2018-09-01,09:00,,1025,70.1,8,19,,,,,,228,15.8,0.5,312
2018-09-01,10:00,,1025,64.4,7,15,,,,,,535,18.4,1.0,321
2018-09-01,11:00,,1025,61.1,3,11,,,,,,399,19.3,1.3,350
2018-09-01,12:00,,1025,52.1,2,8,,,,,,375,19.6,2.0,17
2018-09-01,13:00,,1025,51.6,2,8,,,,,,166,19.5,1.5,34
2018-09-01,14:00,,1025,49.1,2,10,,,,,,135,19.4,1.2,60
2018-09-01,15:00,,1025,46.2,3,11,,,,,,136,19.6,1.1,64
2018-09-01,16:00,,1024,49.1,3,14,,,,,,119,19.7,1.2,64
2018-09-01,17:00,,1024,51.0,5,16,,,,,,72,19.5,1.2,81
2018-09-01,18:00,,1025,53.0,5,19,,,,,,16,18.7,0.9,93
2018-09-01,19:00,,1025,56.8,2,18,,,,,,3,18.2,0.4,71
2018-09-01,20:00,,1025,60.6,5,23,,,,,,0,17.9,0.3,103
2018-09-01,21:00,,1025,67.5,4,20,,,,,,0,17.2,0.8,78
2018-09-01,22:00,,1025,72.1,1,12,,,,,,0,16.6,0.6,71
2018-09-01,23:00,,1025,72.6,1,10,,,,,,0,16.2,0.8,43
2018-09-02,,,,,,,,15.35,,,,,,,
2018-09-02,00:00,,1025,75.3,1,10,,,,,,0,15.9,0.7,5
2018-09-02,01:00,,1025,76.1,1,9,,,,,,0,16.0,0.5,3
2018-09-02,02:00,,1025,76.8,1,9,,,,,,0,15.9,0.6,3
2018-09-02,03:00,,1025,76.5,1,11,,,,,,0,15.9,0.8,8
2018-09-02,04:00,,1025,77.0,1,8,,,,,,0,15.5,1.3,360
2018-09-02,05:00,,1024,77.2,1,7,,,,,,0,15.3,1.7,360
2018-09-02,06:00,,1024,75.6,1,6,,,,,,0,15.4,1.9,1
2018-09-02,07:00,,1024,86.5,1,6,,,,,,8,14.4,2.0,7
2018-09-02,08:00,,1024,94.4,1,7,,,,,,18,14.0,1.5,11
2018-09-02,09:00,,1024,95.8,1,7,,,,,,28,14.0,1.9,10
2018-09-02,10:00,,1024,96.1,1,7,,,,,,23,14.2,1.7,7
2018-09-02,11:00,,1024,94.7,1,7,,,,,,39,14.7,1.6,7
2018-09-02,12:00,,1024,93.1,1,7,,,,,,48,15.3,1.5,7
2018-09-02,13:00,,1023,91.3,1,8,,,,,,64,15.9,1.5,13
2018-09-02,14:00,,1023,89.7,1,9,,,,,,35,16.3,1.2,36
2018-09-02,15:00,,1023,89.1,1,11,,,,,,44,16.4,1.2,30
2018-09-02,16:00,,1022,88.1,1,9,,,,,,42,16.9,0.9,37
2018-09-02,17:00,,1022,88.2,2,11,,,,,,24,17.1,0.7,42
2018-09-02,18:00,,1022,88.0,2,13,,,,,,23,17.4,0.6,38
2018-09-02,19:00,,1022,88.3,1,12,,,,,,9,17.6,0.2,21
2018-09-02,20:00,,1022,90.0,1,13,,,,,,0,17.3,0.2,344
2018-09-02,21:00,,1021,89.4,4,17,,,,,,0,17.5,0.0,319
2018-09-02,22:00,,1021,89.3,3,18,,,,,,0,17.7,0.0,323
2018-09-02,23:00,,1020,89.7,1,15,,,,,,0,17.6,0.0,237
2018-09-03,00:00,,1020,91.1,1,13,,,,,,0,17.3,0.2,242
2018-09-03,01:00,,1019,94.2,1,14,,,,,,0,16.7,0.4,240
2018-09-03,02:00,,1019,94.2,1,17,,,,,,0,16.6,0.2,177
2018-09-03,03:00,,1019,93.8,3,18,,,,,,0,16.4,0.3,153
2018-09-03,04:00,,1018,94.4,5,15,,,,,,0,16.3,0.2,162
2018-09-03,05:00,,1018,93.7,13,19,,,,,,0,16.4,0.2,72
2018-09-03,06:00,,1018,94.0,24,23,,,,,,4,16.5,0.2,10
2018-09-03,07:00,,1017,94.9,21,23,,,,,,32,16.2,0.6,26
2018-09-03,08:00,,1018,95.2,21,24,,,,,,35,16.3,0.5,87
2018-09-03,09:00,,1018,93.7,15,23,,,,,,82,16.9,0.5,49
2018-09-03,10:00,,1018,91.5,12,21,,,,,,118,17.8,1.0,65
2018-09-03,11:00,,1018,87.8,14,22,,,,,,208,19.0,0.9,72
2018-09-03,12:00,,1017,83.2,5,14,,,,,,246,20.2,0.9,27
2018-09-03,13:00,,1017,79.5,10,20,,,,,,209,21.4,0.5,34
2018-09-03,14:00,,1017,74.3,8,19,,,,,,296,22.4,0.9,81
2018-09-03,15:00,,1016,68.4,6,16,,,,,,369,23.7,1.2,48
2018-09-03,16:00,,1016,68.2,4,19,,,,,,108,23.2,0.9,63
2018-09-03,17:00,,1016,72.8,7,25,,,,,,66,22.7,0.4,54
2018-09-03,18:00,,1016,76.2,2,21,,,,,,73,22.4,0.2,12
2018-09-03,19:00,,1016,80.5,1,18,,,,,,18,21.4,0.1,349
2018-09-03,20:00,,1016,86.7,4,23,,,,,,0,20.3,0.0,125
2018-09-03,21:00,,1016,90.0,1,22,,,,,,0,19.4,0.0,345
2018-09-03,22:00,,1016,91.8,7,24,,,,,,0,19.1,0.1,155
2018-09-03,23:00,,1016,90.2,4,19,,,,,,0,19.5,0.0,341
2018-09-04,00:00,,1015,92.0,2,17,,,,,,0,19.1,0.2,264
2018-09-04,01:00,,1015,91.8,3,19,,,,,,0,19.0,0.1,250
2018-09-04,02:00,,1015,91.9,4,20,,,,,,0,18.7,0.0,195
2018-09-04,03:00,,1015,92.3,7,19,,,,,,0,17.8,0.0,96
2018-09-04,04:00,,1015,92.0,17,20,,,,,,0,17.1,0.0,323
2018-09-04,05:00,,1015,92.9,24,17,,,,,,0,16.4,0.1,166
2018-09-04,06:00,,1015,93.8,52,22,,,,,,5,15.9,0.1,159
2018-09-04,07:00,,1016,94.3,60,23,,,,,,33,15.9,0.3,158
2018-09-04,08:00,,1016,92.3,35,25,,,,,,84,16.8,0.2,169
2018-09-04,09:00,,1016,84.8,36,26,,,,,,284,18.9,0.3,83
2018-09-04,10:00,,1016,70.6,22,27,,,,,,495,22.6,0.6,130
2018-09-04,11:00,,1016,67.4,15,25,,,,,,548,23.7,0.9,173
2018-09-04,12:00,,1016,62.0,9,22,,,,,,619,25.2,0.8,175
2018-09-04,13:00,,1015,56.6,2,12,,,,,,589,25.9,1.3,22
2018-09-04,14:00,,1015,51.6,3,13,,,,,,576,26.6,1.4,66
2018-09-04,15:00,,1015,45.8,3,13,,,,,,390,28.2,0.7,9
2018-09-04,16:00,,1015,45.8,2,12,,,,,,341,28.2,0.5,9
2018-09-04,17:00,,1015,42.1,2,11,,,,,,274,28.7,0.8,274
2018-09-04,18:00,,1015,48.0,1,13,,,,,,87,26.9,0.7,42
2018-09-04,19:00,,1015,62.9,1,18,,,,,,6,23.6,0.2,50
2018-09-04,20:00,,1016,74.2,1,32,,,,,,0,21.2,0.0,261
2018-09-04,21:00,,1016,82.0,1,30,,,,,,0,19.0,0.0,245
2018-09-04,22:00,,1017,79.8,1,23,,,,,,0,18.6,0.5,38
2018-09-04,23:00,,1017,65.4,1,15,,,,,,0,19.2,0.9,30
2018-09-05,00:00,,1017,74.2,1,18,,,,,,0,17.9,0.2,29
2018-09-05,01:00,,1017,82.3,1,17,,,,,,0,16.0,0.1,318
2018-09-05,02:00,,1017,86.1,1,17,,,,,,0,15.5,0.0,355
2018-09-05,03:00,,1017,88.0,1,19,,,,,,0,14.9,0.0,357
2018-09-05,04:00,,1017,89.9,9,19,,,,,,0,14.5,0.1,154
2018-09-05,05:00,,1017,90.8,16,22,,,,,,0,14.1,0.0,226
2018-09-05,06:00,,1018,91.5,38,22,,,,,,6,13.9,0.1,253
2018-09-05,07:00,,1018,88.0,65,26,,,,,,80,15.1,0.1,159
2018-09-05,08:00,,1018,72.6,43,31,,,,,,233,19.0,0.2,154
2018-09-05,09:00,,1019,66.9,10,20,,,,,,392,20.8,0.7,15
2018-09-05,10:00,,1019,61.3,8,17,,,,,,514,22.6,0.9,48
2018-09-05,11:00,,1019,58.9,5,14,,,,,,585,23.1,1.3,44
2018-09-05,12:00,,1018,53.7,4,13,,,,,,644,24.1,1.5,58
2018-09-05,13:00,,1018,50.2,4,12,,,,,,650,25.1,1.4,68
2018-09-05,14:00,,1017,45.5,5,12,,,,,,583,26.5,1.2,85
2018-09-05,15:00,,1017,42.2,1,7,,,,,,408,27.1,1.1,14
2018-09-05,16:00,,1017,41.1,1,7,,,,,,423,27.7,1.5,9
2018-09-05,17:00,,1016,40.5,1,6,,,,,,255,27.3,1.3,5
2018-09-05,18:00,,1016,44.6,1,6,,,,,,114,25.7,1.4,5
2018-09-05,19:00,,1016,51.4,1,12,,,,,,11,23.5,0.9,39
2018-09-05,20:00,,1016,57.9,1,12,,,,,,0,21.6,0.9,38
2018-09-05,21:00,,1016,63.4,1,14,,,,,,0,20.2,0.7,29
2018-09-05,22:00,,1016,71.7,1,18,,,,,,0,18.7,0.0,20
2018-09-05,23:00,,1016,74.2,2,19,,,,,,0,18.3,0.0,321
2018-09-06,00:00,,1016,77.7,1,16,,,,,,0,17.5,0.2,144
2018-09-06,01:00,,1016,81.5,1,18,,,,,,0,16.8,0.0,198
2018-09-06,02:00,,1016,82.7,1,18,,,,,,0,16.5,0.1,158
2018-09-06,03:00,,1015,85.9,2,20,,,,,,0,16.0,0.1,154
2018-09-06,04:00,,1015,87.7,17,27,,,,,,0,15.3,0.2,180
2018-09-06,05:00,,1014,87.6,6,29,,,,,,0,14.8,0.0,116
2018-09-06,06:00,,1014,88.0,58,37,,,,,,4,14.6,0.1,125
