Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-09-01,01:00,,1022,72.1,1,6,66,,,,0.5,0,9.9,4.3,0
2018-09-01,02:00,,1022,73.1,1,7,65,,,,0.5,0,9.6,4.7,349
2018-09-01,03:00,,1022,73.5,1,6,64,,,,0.5,0,9.4,4.4,0
2018-09-01,04:00,,1022,74.5,1,5,65,,,,0.5,0,9.2,4.4,13
2018-09-01,05:00,,1022,76.4,1,5,64,,,,0.5,0,9.0,4.8,17
2018-09-01,06:00,,1022,76.8,1,6,64,,,,0.5,0,9.0,4.7,16
2018-09-01,07:00,,1023,79.1,1,6,68,,,,0.5,18,9.1,4.4,13
2018-09-01,08:00,,1023,86.9,1,7,64,,,,1.3,70,8.7,5.6,16
2018-09-01,09:00,,1023,91.9,1,8,61,,,,0.5,81,8.4,5.9,14
2018-09-01,10:00,,1023,95.9,1,7,63,,,,0.5,70,8.6,6.4,19
2018-09-01,11:00,,1023,97.1,1,7,63,,,,0.5,44,8.6,6.2,15
2018-09-01,12:00,,1024,97.7,1,8,60,,,,0.5,48,8.5,5.8,16
2018-09-01,13:00,,1024,98.0,1,9,63,,,,0.5,25,8.9,5.8,18
2018-09-01,14:00,,1024,98.0,1,8,67,,,,0.5,53,9.2,6.1,19
2018-09-01,15:00,,1024,98.0,1,8,63,,,,0.5,78,9.2,6.0,16
2018-09-01,16:00,,1024,98.0,1,7,68,,,,0.5,54,9.5,6.6,23
2018-09-01,17:00,,1024,98.0,1,4,77,,,,0.5,20,9.6,6.6,29
2018-09-01,18:00,,1024,98.0,1,4,78,,,,0.5,8,9.6,6.3,30
2018-09-01,19:00,,1024,98.0,1,5,74,,,,0.5,0,9.6,6.2,26
2018-09-01,20:00,,1024,98.0,1,4,73,,,,0.5,0,9.5,6.5,24
2018-09-01,21:00,,1024,98.0,1,5,70,,,,0.5,0,9.6,5.1,16
2018-09-01,22:00,,1024,98.0,1,7,66,,,,0.5,0,9.7,6.0,23
2018-09-01,23:00,,1024,98.0,1,4,71,,,,0.5,0,9.9,6.6,23
2018-09-02,00:00,,1024,98.0,1,3,76,,,,0.5,0,10.0,6.7,27
2018-09-02,01:00,,1023,98.0,1,3,73,,,,0.5,0,10.1,6.8,24
2018-09-02,02:00,,1023,98.0,1,2,76,,,,0.5,0,10.2,6.7,25
2018-09-02,03:00,,1023,98.0,1,2,78,,,,0.5,0,10.3,7.4,29
2018-09-02,04:00,,1022,98.0,1,2,77,,,,0.5,0,10.4,7.7,29
2018-09-02,05:00,,1022,98.1,1,3,72,,,,0.5,0,10.2,7.5,28
2018-09-02,06:00,,1022,98.0,1,3,72,,,,0.5,0,9.9,7.4,8
2018-09-02,07:00,,1022,98.3,1,3,71,,,,0.5,1,9.7,6.4,30
2018-09-02,08:00,,1022,98.2,1,3,72,,,,0.5,11,9.9,6.8,32
2018-09-02,09:00,,1022,98.3,1,3,69,,,,0.5,23,10.0,6.6,37
2018-09-02,10:00,,1023,98.2,1,4,65,,,,0.5,62,10.3,5.2,43
2018-09-02,11:00,,1022,98.4,1,4,61,,,,0.5,181,10.8,4.1,41
2018-09-02,12:00,,1022,98.5,1,4,59,,,,0.5,175,11.4,2.6,44
