Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-10-01,01:00,1.0,1012,94.5,2,11,,12,,0.5,0,0.2,0.4,
2018-10-01,02:00,0.9,1011,93.9,2,11,,12,,0.5,0,0.3,0.6,
2018-10-01,03:00,0.7,1011,92.8,1,12,,11,,0.5,0,1.0,0.6,
2018-10-01,04:00,0.6,1010,94.9,4,11,,10,,0.5,0,0.3,0.1,
2018-10-01,05:00,0.7,1010,96.3,13,15,,10,,0.5,0,0.1,0.4,
2018-10-01,06:00,0.8,1010,95.6,25,17,,13,,0.5,0,0.1,0.3,
2018-10-01,07:00,1.4,1010,93.8,35,21,,14,,0.5,16,1.0,0.5,
2018-10-01,08:00,0.7,1010,85.8,31,23,,20,,2.5,87,3.6,0.5,
2018-10-01,09:00,1.7,1011,66.0,7,19,,17,,7.2,106,6.9,1.8,
2018-10-01,10:00,0.6,1012,61.6,6,19,,16,,6.2,190,8.2,1.5,
2018-10-01,11:00,0.5,1012,60.4,5,15,,17,,6.6,235,9.4,2.0,
2018-10-01,12:00,0.4,1012,63.0,3,12,,18,,3.5,203,10.0,1.5,
2018-10-01,13:00,0.4,1012,66.2,4,13,,24,,2.8,177,9.7,1.9,
2018-10-01,14:00,0.4,1012,68.6,3,14,,22,,1.6,88,9.6,1.6,
2018-10-01,15:00,0.3,1013,74.0,4,13,,15,,1.1,67,8.6,2.3,
2018-10-01,16:00,0.4,1013,76.0,4,15,,10,,1.1,35,7.5,1.3,
2018-10-01,17:00,0.7,1014,76.6,10,19,,9,,1.1,28,7.5,0.7,
2018-10-01,18:00,0.8,1014,80.2,2,18,,10,,0.5,9,6.9,0.5,
2018-10-01,19:00,1.0,1015,83.8,3,19,,11,,0.5,0,6.6,0.4,
2018-10-01,20:00,1.5,1015,82.0,2,9,,13,,0.5,0,6.0,1.5,
2018-10-01,21:00,0.2,1016,87.8,1,7,,4,,0.5,0,5.3,1.1,
2018-10-01,22:00,0.2,1016,88.6,2,6,,2,,0.5,0,5.2,1.4,
2018-10-01,23:00,0.2,1017,88.3,1,5,,3,,0.5,0,4.9,1.2,
2018-10-02,00:00,0.2,1017,87.3,1,3,,2,,0.5,0,4.6,1.2,
2018-10-02,01:00,0.1,1017,87.2,1,3,,3,,0.5,0,4.3,1.2,
2018-10-02,02:00,0.3,1017,87.5,1,3,,5,,0.5,0,4.0,1.2,
2018-10-02,03:00,0.1,1018,88.6,1,3,,4,,0.5,0,3.7,1.3,
2018-10-02,04:00,0.1,1018,88.6,1,4,,7,,0.5,0,3.7,1.1,
2018-10-02,05:00,0.2,1018,87.8,3,9,,4,,0.5,0,3.8,1.2,
2018-10-02,06:00,0.3,1018,86.7,3,14,,5,,0.5,0,3.8,1.0,
2018-10-02,07:00,0.3,1018,88.8,3,12,,6,,0.5,5,3.4,1.0,
2018-10-02,08:00,0.3,1019,85.6,3,9,,6,,0.5,45,3.6,1.0,
2018-10-02,09:00,0.3,1019,76.9,2,7,,5,,0.5,154,4.7,1.1,
2018-10-02,10:00,0.3,1019,74.2,3,7,,5,,0.5,194,5.3,1.5,
2018-10-02,11:00,0.3,1019,72.5,3,6,,7,,0.5,202,5.7,1.6,
2018-10-02,12:00,0.3,1019,72.1,2,7,,7,,0.5,146,5.9,1.1,
2018-10-02,13:00,0.3,1018,75.6,2,10,,7,,0.5,79,5.6,0.9,
2018-10-02,14:00,0.3,1018,85.2,2,9,,6,,0.5,93,5.0,0.9,
2018-10-02,15:00,0.3,1017,85.8,1,7,,5,,0.5,75,5.0,0.7,
2018-10-02,16:00,0.3,1017,90.1,2,7,,3,,0.5,31,4.6,0.6,
2018-10-02,17:00,0.2,1016,90.5,1,5,,6,,0.5,13,4.5,0.6,
2018-10-02,18:00,0.3,1016,89.7,1,7,,5,,0.5,2,4.6,0.9,
2018-10-02,19:00,0.3,1016,89.9,1,8,,4,,0.5,0,4.9,1.2,
2018-10-02,20:00,0.3,1017,90.7,1,8,,4,,0.5,0,5.0,1.2,
2018-10-02,21:00,0.3,1017,92.1,1,7,,3,,0.5,0,5.3,1.1,
2018-10-02,22:00,0.3,1017,93.7,1,7,,5,,0.5,0,5.5,1.3,
2018-10-02,23:00,0.2,1017,94.1,1,6,,5,,0.5,0,5.8,1.1,
2018-10-03,00:00,,1017,93.7,1,5,,6,,0.5,0,6.2,1.2,
2018-10-03,01:00,,1016,90.6,1,5,,6,,0.5,0,6.8,1.2,
2018-10-03,02:00,,1016,88.5,1,5,,6,,0.5,0,7.1,1.1,
