Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-10-01,01:00,,1012,68.7,2,18,45,13,,,1,8.7,0.9,184
2018-10-01,02:00,,1012,70.1,3,18,42,14,,,1,8.4,0.7,187
2018-10-01,03:00,,1011,71.6,5,20,40,13,,,1,8.2,0.5,160
2018-10-01,04:00,,1011,72.4,15,27,33,14,,,1,8.0,0.4,144
2018-10-01,05:00,,1011,74.8,40,41,17,16,,,1,7.5,0.3,257
2018-10-01,06:00,,1011,76.6,84,62,4,20,,,1,7.4,0.3,327
2018-10-01,07:00,,1011,72.8,170,76,6,24,,,8,8.2,0.5,329
2018-10-01,08:00,,1012,71.9,157,77,3,29,,,33,8.8,0.5,348
2018-10-01,09:00,,1012,64.8,155,70,7,33,,,106,10.5,0.6,353
2018-10-01,10:00,,1012,55.0,97,55,24,30,,,167,12.5,0.7,357
2018-10-01,11:00,,1013,52.7,65,51,29,25,,,156,13.4,0.8,358
2018-10-01,12:00,,1013,56.9,48,40,37,28,,,147,13.8,0.7,3
2018-10-01,13:00,,1013,59.2,65,47,39,28,,,138,14.2,0.9,352
2018-10-01,14:00,,1013,59.5,57,46,40,34,,,131,14.4,0.9,359
2018-10-01,15:00,,1013,62.3,47,42,47,33,,,106,14.1,1.0,359
2018-10-01,16:00,,1013,68.6,50,35,45,19,,,61,12.9,1.0,356
2018-10-01,17:00,,1014,78.2,65,48,37,11,,,11,11.6,0.7,14
2018-10-01,18:00,,1014,84.6,69,54,28,13,,,3,10.8,0.7,44
2018-10-01,19:00,,1015,84.3,60,45,25,11,,,1,10.6,0.7,35
2018-10-01,20:00,,1015,80.2,43,39,28,9,,,1,10.6,0.7,53
2018-10-01,21:00,,1016,79.5,9,19,40,11,,,1,10.1,0.9,357
2018-10-01,22:00,,1017,78.4,7,14,45,7,,,1,9.8,0.9,349
2018-10-01,23:00,,1017,79.6,7,12,44,5,,,1,9.7,0.9,356
2018-10-02,00:00,,1017,78.9,8,11,47,5,,,1,9.0,0.9,351
2018-10-02,01:00,,1018,79.0,1,9,49,6,,,1,8.6,0.8,354
2018-10-02,02:00,,1018,78.6,2,9,51,2,,,1,8.4,0.8,11
2018-10-02,03:00,,1018,78.8,3,8,54,0,,,1,8.2,0.9,5
2018-10-02,04:00,,1018,79.4,5,10,50,6,,,1,8.1,0.8,15
2018-10-02,05:00,,1019,85.3,40,23,40,11,,,1,7.6,0.8,18
2018-10-02,06:00,,1019,85.2,65,43,28,11,,,1,7.6,0.7,55
2018-10-02,07:00,,1019,84.5,89,48,24,10,,,17,7.5,0.9,40
2018-10-02,08:00,,1019,81.4,120,56,24,15,,,49,8.1,0.9,49
2018-10-02,09:00,,1020,74.3,99,56,30,18,,,172,9.3,1.0,50
2018-10-02,10:00,,1019,61.3,88,52,37,16,,,227,11.5,1.0,42
2018-10-02,11:00,,1019,53.9,96,53,42,8,,,183,12.2,1.1,36
2018-10-02,12:00,,1018,49.7,76,47,48,12,,,198,12.4,1.1,54
2018-10-02,13:00,,1018,50.6,87,51,43,11,,,167,12.3,1.0,52
2018-10-02,14:00,,1017,56.4,100,52,39,13,,,155,11.9,1.1,55
2018-10-02,15:00,,1017,59.2,88,50,39,12,,,98,11.2,1.1,54
2018-10-02,16:00,,1016,61.7,75,46,44,10,,,81,11.1,1.2,53
2018-10-02,17:00,,1015,65.4,75,46,44,8,,,17,10.5,1.1,56
2018-10-02,18:00,,1014,67.7,65,41,43,3,,,2,10.3,1.2,63
2018-10-02,19:00,,1014,70.7,40,32,45,11,,,1,10.4,1.3,74
2018-10-02,20:00,,1014,76.3,30,26,42,6,,,1,10.0,1.3,76
2018-10-02,21:00,,1014,75.7,23,23,41,8,,,1,10.5,1.3,86
