Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-05-01,01:00,,,,75,,
2018-05-01,02:00,,,,74,,
2018-05-01,03:00,,,,71,,
2018-05-01,04:00,,,,73,,
2018-05-01,05:00,,,,73,,
2018-05-01,06:00,,,,71,,
2018-05-01,07:00,,,,67,,
2018-05-01,08:00,,,,69,,
2018-05-01,09:00,,,,70,,
2018-05-01,10:00,,,,71,,
2018-05-01,11:00,,,,78,,
2018-05-01,12:00,,,,79,,
2018-05-01,13:00,,,,79,,
2018-05-01,14:00,,,,77,,
2018-05-01,15:00,,,,80,,
2018-05-01,16:00,,,,82,,
2018-05-01,17:00,,,,86,,
2018-05-01,18:00,,,,86,,
2018-05-01,19:00,,,,85,,
2018-05-01,20:00,,,,76,,
2018-05-01,21:00,,,,62,,
2018-05-01,22:00,,,,58,,
2018-05-01,23:00,,,,55,,
2018-05-02,00:00,,,,42,,
2018-05-02,01:00,,,,20,,
2018-05-02,02:00,,,,16,,
2018-05-02,03:00,,,,9,,
2018-05-02,04:00,,,,2,,
2018-05-02,05:00,,,,1,,
2018-05-02,06:00,,,,1,,
2018-05-02,07:00,,,,2,,
2018-05-02,08:00,,,,20,,
2018-05-02,09:00,,,,46,,
2018-05-02,10:00,,,,44,,
2018-05-02,11:00,,,,45,,
2018-05-02,12:00,,,,49,,
2018-05-02,13:00,,,,59,,
2018-05-02,14:00,,,,67,,
2018-05-02,15:00,,,,71,,
2018-05-02,16:00,,,,70,,
2018-05-02,17:00,,,,72,,
2018-05-02,18:00,,,,61,,
2018-05-02,19:00,,,,53,,
2018-05-02,20:00,,,,44,,
2018-05-02,21:00,,,,39,,
2018-05-02,22:00,,,,40,,
2018-05-02,23:00,,,,34,,
2018-05-03,00:00,,,,29,,
2018-05-03,01:00,,,,26,,
2018-05-03,02:00,,,,19,,
2018-05-03,03:00,,,,20,,
2018-05-03,04:00,,,,18,,
2018-05-03,05:00,,,,15,,
2018-05-03,06:00,,,,5,,
2018-05-03,07:00,,,,10,,
2018-05-03,08:00,,,,32,,
2018-05-03,09:00,,,,52,,
2018-05-03,10:00,,,,55,,
