Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-05-01,01:00,,1,11,,,
2018-05-01,02:00,,1,9,,,
2018-05-01,03:00,,1,8,,,
2018-05-01,04:00,,1,6,,,
2018-05-01,05:00,,1,6,,,
2018-05-01,06:00,,1,6,,,
2018-05-01,07:00,,2,9,,,
2018-05-01,08:00,,1,7,,,
2018-05-01,09:00,,1,5,,,
2018-05-01,10:00,,3,7,,,
2018-05-01,11:00,,2,6,,,
2018-05-01,12:00,,2,6,,,
2018-05-01,13:00,,2,5,,,
2018-05-01,14:00,,2,6,,,
2018-05-01,15:00,,2,6,,,
2018-05-01,16:00,,2,6,,,
2018-05-01,17:00,,1,5,,,
2018-05-01,18:00,,1,5,,,
2018-05-01,19:00,,1,7,,,
2018-05-01,20:00,,1,6,,,
2018-05-01,21:00,,1,7,,,
2018-05-01,22:00,,1,10,,,
2018-05-01,23:00,,2,14,,,
2018-05-02,00:00,,2,11,,,
2018-05-02,01:00,,1,15,,,
2018-05-02,02:00,,4,22,,,
2018-05-02,03:00,,5,18,,,
2018-05-02,04:00,,9,20,,,
2018-05-02,05:00,,39,28,,,
2018-05-02,06:00,,66,40,,,
2018-05-02,07:00,,98,45,,,
2018-05-02,08:00,,42,40,,,
2018-05-02,09:00,,26,34,,,
2018-05-02,10:00,,42,39,,,
2018-05-02,11:00,,45,40,,,
2018-05-02,12:00,,25,30,,,
2018-05-02,13:00,,17,20,,,
2018-05-02,14:00,,14,16,,,
2018-05-02,15:00,,12,18,,,
2018-05-02,16:00,,19,26,,,
2018-05-02,17:00,,5,14,,,
2018-05-02,18:00,,2,11,,,
2018-05-02,19:00,,1,10,,,
2018-05-02,20:00,,1,15,,,
2018-05-02,21:00,,1,15,,,
2018-05-02,22:00,,1,18,,,
2018-05-02,23:00,,1,14,,,
2018-05-03,00:00,,1,16,,,
2018-05-03,01:00,,1,19,,,
2018-05-03,02:00,,1,17,,,
2018-05-03,03:00,,1,14,,,
2018-05-03,04:00,,1,14,,,
2018-05-03,05:00,,20,24,,,
2018-05-03,06:00,,29,29,,,
2018-05-03,07:00,,21,23,,,
2018-05-03,08:00,,20,24,,,
2018-05-03,09:00,,31,30,,,
2018-05-03,10:00,,15,24,,,
