Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-01-01,01:00,1.0,1027,88.2,20,36,,117,,9.3,0,8.3,2.9,261
2019-01-01,02:00,1.3,1027,86.9,21,26,,206,,6.5,0,8.4,3.1,263
2019-01-01,03:00,0.7,1026,85.6,12,17,,47,,5.0,0,8.4,3.7,264
2019-01-01,04:00,0.6,1025,83.1,17,18,,21,,3.9,0,8.4,3.2,264
2019-01-01,05:00,0.6,1024,82.7,11,15,,24,,3.5,0,8.3,3.5,262
2019-01-01,06:00,0.5,1023,84.7,8,13,,23,,4.2,0,8.1,3.7,263
2019-01-01,07:00,0.5,1022,84.6,3,9,,21,,3.6,0,8.0,4.4,262
2019-01-01,08:00,0.5,1022,83.0,3,10,,22,,2.5,0,8.1,4.5,261
2019-01-01,09:00,0.4,1021,77.2,5,10,,19,,2.2,2,8.1,5.5,262
2019-01-01,10:00,0.4,1020,78.2,8,11,,13,,2.0,28,8.0,5.7,262
2019-01-01,11:00,0.5,1020,83.4,7,12,,10,,2.2,48,7.9,5.6,262
2019-01-01,12:00,0.7,1019,88.7,11,13,,10,,2.7,35,7.4,6.0,263
2019-01-01,13:00,0.6,1018,92.2,12,12,,8,,2.5,36,7.1,5.7,262
2019-01-01,14:00,0.6,1018,92.8,17,18,,8,,4.1,39,7.2,5.0,263
2019-01-01,15:00,0.7,1017,90.8,18,19,,6,,2.7,34,7.3,4.0,264
2019-01-01,16:00,0.9,1017,83.9,16,17,,4,,2.2,12,7.0,3.4,266
2019-01-01,17:00,0.6,1017,71.4,18,17,,16,,2.1,1,6.7,3.9,263
2019-01-01,18:00,0.7,1017,68.9,18,19,,14,,2.0,0,6.7,4.3,266
2019-01-01,19:00,0.5,1017,83.1,9,11,,11,,1.7,0,5.2,4.8,267
2019-01-01,20:00,0.5,1017,83.6,10,10,,6,,1.7,0,4.4,4.8,268
2019-01-01,21:00,0.5,1018,75.3,10,11,,10,,1.7,0,4.6,4.4,267
2019-01-01,22:00,0.5,1018,71.6,7,9,,12,,1.5,0,4.5,4.4,266
2019-01-01,23:00,0.5,1018,83.2,7,7,,11,,1.4,0,3.3,4.6,267
2019-01-02,00:00,0.4,1018,84.2,4,6,,7,,1.4,0,2.5,4.7,266
