Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-04-01,,,,,,16.29,,,
2018-04-01,01:00,,1,9,57,,18,,
2018-04-01,02:00,,1,7,63,,16,,
2018-04-01,03:00,,1,7,65,,16,,
2018-04-01,04:00,,1,7,68,,21,,
2018-04-01,05:00,,1,7,69,,25,,
2018-04-01,06:00,,1,7,69,,27,,
2018-04-01,07:00,,1,6,80,,25,,
2018-04-01,08:00,,1,6,85,,18,,
2018-04-01,09:00,,1,7,80,,22,,
2018-04-01,10:00,,1,7,80,,21,,
2018-04-01,11:00,,1,7,77,,18,,
2018-04-01,12:00,,1,7,77,,15,,
2018-04-01,13:00,,1,7,75,,14,,
2018-04-01,14:00,,1,6,79,,11,,
2018-04-01,15:00,,1,7,78,,9,,
2018-04-01,16:00,,1,7,78,,12,,
2018-04-01,17:00,,1,6,81,,12,,
2018-04-01,18:00,,1,7,79,,10,,
2018-04-01,19:00,,1,7,75,,12,,
2018-04-01,20:00,,1,7,71,,13,,
2018-04-01,21:00,,1,7,67,,16,,
2018-04-01,22:00,,1,9,69,,17,,
2018-04-01,23:00,,1,7,78,,18,,
2018-04-02,,,,,,23.01,,,
2018-04-02,00:00,,1,7,78,,17,,
2018-04-02,01:00,,1,8,74,,18,,
2018-04-02,02:00,,1,8,73,,23,,
2018-04-02,03:00,,1,8,76,,23,,
2018-04-02,04:00,,1,7,77,,25,,
2018-04-02,05:00,,1,7,74,,28,,
2018-04-02,06:00,,1,8,72,,30,,
2018-04-02,07:00,,1,9,70,,31,,
2018-04-02,08:00,,1,10,67,,33,,
2018-04-02,09:00,,1,10,63,,32,,
2018-04-02,10:00,,1,9,77,,29,,
2018-04-02,11:00,,1,8,82,,25,,
2018-04-02,12:00,,1,7,90,,22,,
2018-04-02,13:00,,1,7,94,,20,,
2018-04-02,14:00,,1,6,96,,19,,
2018-04-02,15:00,,1,6,94,,19,,
2018-04-02,16:00,,1,6,94,,16,,
2018-04-02,17:00,,1,6,95,,15,,
2018-04-02,18:00,,1,7,96,,14,,
2018-04-02,19:00,,1,11,89,,16,,
2018-04-02,20:00,,1,28,69,,18,,
2018-04-02,21:00,,1,26,69,,23,,
2018-04-02,22:00,,1,23,64,,23,,
2018-04-02,23:00,,1,21,65,,21,,
2018-04-03,,,,,,11.22,,,
2018-04-03,00:00,,1,14,72,,15,,
2018-04-03,01:00,,1,13,74,,14,,
2018-04-03,02:00,,1,14,74,,14,,
2018-04-03,03:00,,1,15,71,,12,,
2018-04-03,04:00,,1,15,70,,13,,
2018-04-03,05:00,,1,16,65,,11,,
2018-04-03,06:00,,1,22,59,,13,,
2018-04-03,07:00,,1,33,46,,13,,
2018-04-03,08:00,,3,39,40,,12,,
2018-04-03,09:00,,5,37,45,,14,,
2018-04-03,10:00,,5,25,54,,16,,
2018-04-03,11:00,,5,24,56,,18,,
