Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-12-01,,,,,,,,5.69,,,,,,,,
2018-12-01,01:00,,1012,99.6,1,18,25,,20,,,6.3,0,,5.6,149
2018-12-01,02:00,,1012,99.6,1,16,28,,15,,,4.8,0,,4.7,159
2018-12-01,03:00,,1012,99.6,1,15,29,,13,,,3.5,0,,3.4,187
2018-12-01,04:00,1.2,1011,99.6,1,13,34,,10,,,1.9,0,,3.9,228
2018-12-01,05:00,0.9,1012,99.6,1,12,36,,7,,,1.2,0,,4.4,254
2018-12-01,06:00,0.8,1012,99.6,1,12,35,,6,,,1.0,0,0.1,5.0,259
2018-12-01,07:00,0.7,1012,99.6,1,12,34,,5,,,1.0,0,0.3,4.7,261
2018-12-01,08:00,0.7,1013,99.6,1,12,35,,4,,,0.5,0,0.5,4.2,258
2018-12-01,09:00,0.7,1013,99.6,1,11,39,,3,,,0.5,14,0.8,3.4,240
2018-12-01,10:00,0.6,1014,99.6,1,10,44,,4,,,1.1,54,1.2,3.0,249
2018-12-01,11:00,0.3,1014,99.6,1,9,48,,7,,,1.1,92,1.4,3.2,248
2018-12-01,12:00,0.6,1014,99.6,1,9,52,,7,,,1.1,122,1.6,3.0,234
2018-12-01,13:00,0.6,1013,99.6,1,9,54,,7,,,1.1,113,1.8,3.3,225
2018-12-01,14:00,0.7,1013,99.6,1,9,54,,8,,,1.1,92,1.9,3.4,225
2018-12-01,15:00,0.7,1013,99.6,1,8,61,,6,,,1.2,53,2.7,4.6,224
2018-12-01,16:00,0.5,1013,97.0,1,8,63,,6,,,1.2,31,2.1,4.1,221
2018-12-01,17:00,0.6,1014,96.2,1,7,63,,7,,,1.1,0,1.0,3.4,215
2018-12-01,18:00,0.4,1014,96.8,1,6,64,,7,,,1.2,0,0.8,3.3,203
2018-12-01,19:00,0.7,1013,91.9,1,7,64,,6,,,1.1,0,0.9,5.4,201
2018-12-01,20:00,0.5,1013,90.8,1,8,58,,7,,,1.6,0,0.1,5.9,172
2018-12-01,21:00,1.2,1012,99.5,1,16,44,,9,,,5.8,0,,7.3,168
2018-12-01,22:00,0.9,1012,99.6,1,18,36,,9,,,4.7,0,,7.8,166
2018-12-01,23:00,1.0,1011,99.5,1,19,32,,11,,,4.5,0,,7.7,170
2018-12-02,,,,,,,,4.58,,,,,,,,
2018-12-02,00:00,0.9,1011,99.5,1,15,39,,10,,,4.5,0,,7.3,173
2018-12-02,01:00,0.8,1010,99.5,1,16,37,,13,,,7.7,0,,8.0,170
2018-12-02,02:00,0.9,1010,99.5,1,19,25,,9,,,19.9,0,,8.5,154
2018-12-02,03:00,1.6,1009,99.5,1,27,15,,9,,,34.2,0,,9.7,151
2018-12-02,04:00,2.2,1008,99.5,1,29,12,,11,,,24.5,0,,10.8,148
2018-12-02,05:00,2.0,1007,99.5,1,26,17,,9,,,21.8,0,,11.5,150
2018-12-02,06:00,1.6,1006,99.5,1,23,23,,9,,,21.1,0,,12.4,149
2018-12-02,07:00,1.5,1005,99.5,1,21,21,,10,,,14.9,0,,12.1,147
2018-12-02,08:00,1.6,1004,99.5,1,24,17,,8,,,12.8,0,,11.7,148
2018-12-02,09:00,1.9,1004,99.6,3,23,13,,6,,,13.6,7,,10.5,146
2018-12-02,10:00,2.1,1004,99.5,5,22,13,,7,,,13.0,17,,10.1,145
2018-12-02,11:00,2.1,1004,99.6,4,19,18,,5,,,14.1,28,,9.2,143
2018-12-02,12:00,1.8,1003,99.6,4,20,18,,7,,,20.2,31,,10.9,142
2018-12-02,13:00,2.2,1002,99.6,3,18,21,,3,,,13.8,39,,10.0,149
2018-12-02,14:00,1.7,1001,99.6,2,17,29,,4,,,26.3,38,,10.3,156
2018-12-02,15:00,1.1,1001,99.6,2,17,34,,6,,,22.8,48,,10.7,166
2018-12-02,16:00,0.9,1000,99.5,1,16,36,,4,,,8.2,6,0.7,9.8,186
2018-12-02,17:00,0.8,1000,99.5,1,15,36,,4,,,4.1,0,1.5,9.7,189
2018-12-02,18:00,0.9,1001,99.6,1,12,38,,3,,,1.5,0,2.3,6.5,190
2018-12-02,19:00,0.7,1001,99.6,1,8,44,,1,,,1.0,0,4.1,6.2,215
2018-12-02,20:00,0.5,1001,99.5,1,7,46,,1,,,1.1,0,5.4,6.6,239
2018-12-02,21:00,0.4,1002,99.5,1,6,49,,1,,,1.3,0,6.3,6.5,248
2018-12-02,22:00,0.4,1002,99.6,1,6,53,,2,,,1.3,0,6.7,7.0,250
2018-12-02,23:00,0.4,1002,99.6,1,5,57,,2,,,1.3,0,7.1,6.7,245
2018-12-03,00:00,0.3,1002,99.6,1,4,55,,2,,,1.2,0,7.2,6.2,234
2018-12-03,01:00,0.3,1002,99.6,1,4,56,,0,,,1.2,0,7.4,6.1,222
2018-12-03,02:00,0.4,1002,99.3,1,4,52,,2,,,1.1,0,7.7,6.3,210
2018-12-03,03:00,0.3,1002,99.5,1,4,47,,1,,,1.0,0,7.3,6.6,210
2018-12-03,04:00,0.3,1002,98.8,1,5,48,,1,,,0.5,0,7.4,7.0,212
2018-12-03,05:00,0.3,1001,99.0,1,5,46,,2,,,1.1,0,7.0,6.8,195
2018-12-03,06:00,0.4,1001,99.6,1,10,36,,1,,,3.9,0,6.7,7.0,191
2018-12-03,07:00,0.5,1001,99.6,1,10,36,,2,,,3.2,0,6.4,6.1,188
2018-12-03,08:00,0.5,1001,99.6,1,7,45,,1,,,1.4,0,6.5,4.8,213
2018-12-03,09:00,0.4,1001,99.6,1,5,55,,1,,,1.1,15,6.5,5.3,231
2018-12-03,10:00,0.4,1002,99.6,1,4,61,,2,,,1.1,53,7.0,6.3,241
2018-12-03,11:00,0.3,1002,99.6,1,4,61,,2,,,1.2,57,7.4,6.2,238
2018-12-03,12:00,0.3,1002,92.8,1,4,67,,1,,,1.2,125,7.9,6.2,239
2018-12-03,13:00,0.2,1001,82.2,1,3,72,,3,,,1.4,257,8.7,6.7,243
2018-12-03,14:00,0.2,1001,81.0,1,4,68,,3,,,1.2,137,8.8,6.2,234
2018-12-04,12:00,,1012,99.7,1,6,63,,,,,,121,1.2,10.2,311
2018-12-04,13:00,,1013,99.6,1,6,63,,,,,1.7,51,0.6,9.5,303
2018-12-04,14:00,,1014,99.6,1,8,60,,1,,,4.9,69,0.7,9.2,303
2018-12-04,15:00,,1014,99.6,1,6,65,,6,,,2.1,25,,9.9,315
2018-12-04,16:00,,1016,99.6,1,6,62,,3,,,1.9,10,,6.9,301
2018-12-04,17:00,0.3,1017,99.5,1,10,56,,4,,,3.0,0,,7.6,296
2018-12-04,18:00,0.7,1018,99.4,1,10,55,,3,,,3.0,0,,8.6,303
2018-12-04,19:00,0.5,1019,99.4,1,11,54,,6,,,3.3,0,,9.4,309
2018-12-04,20:00,0.5,1020,99.5,1,13,49,,6,,,2.6,0,,8.8,308
2018-12-04,21:00,0.5,1020,99.4,1,10,54,,8,,,2.8,0,,7.9,308
2018-12-04,22:00,0.5,1021,99.4,1,11,49,,10,,,3.1,0,,6.4,297
2018-12-04,23:00,0.5,1022,99.4,1,11,47,,9,,,2.7,0,,6.4,300
2018-12-05,,,,,,,,11.69,,,,,,,,
2018-12-05,00:00,0.5,1023,99.4,1,11,47,,10,,,2.9,0,,5.3,291
2018-12-05,01:00,0.5,1023,99.4,1,10,50,,9,,,4.6,0,,4.2,270
2018-12-05,02:00,0.4,1023,99.4,1,8,54,,10,,,4.2,0,,3.6,261
2018-12-05,03:00,0.4,1024,99.4,1,7,58,,11,,,3.5,0,,3.6,276
2018-12-05,04:00,0.3,1024,99.4,1,6,59,,10,,,2.9,0,,4.1,313
2018-12-05,05:00,0.3,1024,99.4,1,5,59,,9,,,2.0,0,,4.4,322
2018-12-05,06:00,0.3,1024,99.4,1,5,59,,10,,,1.6,0,,3.7,323
2018-12-05,07:00,0.4,1024,99.4,1,5,58,,11,,,1.3,0,,3.8,302
2018-12-05,08:00,0.3,1025,99.4,1,5,58,,9,,,1.4,0,,2.7,264
2018-12-05,09:00,0.3,1025,98.8,1,5,65,,9,,,1.1,89,,2.6,189
2018-12-05,10:00,0.3,1026,91.5,1,4,68,,10,,,1.1,111,,2.5,174
2018-12-05,11:00,0.3,1026,85.5,2,7,61,,9,,,7.8,205,0.1,4.3,148
2018-12-05,12:00,0.4,1025,74.0,2,10,61,,9,,,6.0,306,0.7,5.4,156
2018-12-05,13:00,0.4,1025,63.8,1,7,69,,9,,,6.8,285,1.1,5.7,150
2018-12-05,14:00,0.6,1024,61.5,1,5,71,,7,,,5.9,204,0.7,6.8,144
2018-12-05,15:00,1.0,1024,64.4,1,7,66,,10,,,3.6,48,,7.5,139
2018-12-05,16:00,0.5,1023,70.6,1,7,65,,9,,,5.5,24,,7.8,139
2018-12-05,17:00,0.4,1023,77.9,1,10,59,,9,,,7.5,0,,9.0,136
2018-12-05,18:00,0.5,1022,87.7,1,16,47,,13,,,15.6,0,,9.8,137
2018-12-05,19:00,0.8,1022,94.1,1,16,43,,14,,,18.8,0,,9.5,139
2018-12-05,20:00,0.8,1021,99.1,1,33,25,,17,,,27.4,0,,10.7,135
2018-12-05,21:00,1.7,1021,99.4,1,38,21,,21,,,19.2,0,,11.5,138
2018-12-05,22:00,1.4,1020,99.4,1,33,27,,18,,,21.3,0,,12.0,136
2018-12-05,23:00,1.1,1019,99.4,1,38,22,,13,,,23.9,0,,12.9,135
2018-12-06,,,,,,,,12.87,,,,,,,,
2018-12-06,00:00,1.2,1018,99.5,1,35,24,,14,,,19.3,0,,13.8,136
2018-12-06,01:00,1.2,1017,99.4,1,28,30,,13,,,16.1,0,,13.1,137
2018-12-06,02:00,1.2,1016,99.3,1,24,34,,14,,,12.8,0,,14.7,137
2018-12-06,03:00,1.1,1017,97.6,1,22,35,,14,,,13.3,0,,13.5,138
2018-12-06,04:00,1.2,1017,92.5,1,25,34,,15,,,24.5,0,,11.7,136
2018-12-06,05:00,1.1,1016,95.0,1,20,35,,13,,,12.4,0,,11.9,135
2018-12-06,06:00,1.0,1015,96.5,1,29,25,,15,,,23.1,0,,11.5,136
2018-12-06,07:00,1.4,1015,99.3,1,35,17,,17,,,29.3,0,,11.4,142
2018-12-06,08:00,2.5,1015,99.4,1,32,18,,22,,,28.1,0,,10.9,143
2018-12-06,09:00,1.6,1015,98.4,2,27,24,,25,,,30.7,13,,11.1,143
2018-12-06,10:00,1.3,1015,96.1,3,24,28,,22,,,38.4,33,,9.5,148
2018-12-06,11:00,1.1,1016,95.3,3,24,28,,19,,,32.6,54,,8.9,147
2018-12-06,12:00,1.6,1016,97.9,2,21,30,,17,,,25.4,40,,7.9,148
2018-12-06,13:00,1.4,1015,99.0,3,20,32,,18,,,29.9,59,,6.3,153
2018-12-06,14:00,1.3,1015,99.4,2,20,32,,19,,,30.0,52,,5.9,152
2018-12-06,15:00,1.3,1015,99.5,1,20,30,,19,,,22.4,29,,5.8,153
2018-12-06,16:00,1.3,1015,99.4,1,22,25,,21,,,22.3,6,,5.1,156
2018-12-06,17:00,1.2,1015,99.5,1,21,28,,15,,,21.3,0,0.5,5.4,166
2018-12-06,18:00,0.9,1016,99.4,1,12,38,,10,,,4.7,0,2.9,4.6,228
2018-12-06,19:00,0.6,1016,99.4,1,10,37,,6,,,1.3,0,3.8,5.0,231
2018-12-06,20:00,0.6,1016,99.4,1,11,33,,4,,,1.0,0,4.2,5.0,243
2018-12-06,21:00,0.6,1016,99.4,1,11,35,,2,,,0.5,0,4.5,5.4,247
2018-12-06,22:00,0.6,1016,99.4,1,11,35,,2,,,0.5,0,4.6,4.6,249
2018-12-06,23:00,0.5,1015,99.4,1,10,41,,4,,,0.5,0,4.8,6.3,250
2018-12-07,,,,,,,,2.00,,,,,,,,
2018-12-07,00:00,0.5,1015,99.4,1,8,44,,4,,,0.5,0,4.9,5.6,255
2018-12-07,01:00,0.4,1015,99.4,1,6,50,,5,,,1.0,0,5.1,5.6,253
2018-12-07,02:00,0.3,1014,99.4,1,5,55,,5,,,1.0,0,5.6,6.7,253
2018-12-07,03:00,0.3,1014,99.4,1,4,52,,3,,,1.0,0,5.9,6.3,263
2018-12-07,04:00,0.3,1013,99.4,1,5,47,,5,,,1.0,0,6.3,6.3,258
2018-12-07,05:00,0.3,1012,99.4,1,5,46,,4,,,1.0,0,6.6,5.2,259
2018-12-07,06:00,0.3,1012,99.4,1,4,48,,2,,,1.1,0,6.8,4.6,253
2018-12-07,07:00,0.3,1011,99.4,1,4,48,,3,,,1.1,0,6.9,4.5,246
2018-12-07,08:00,0.3,1011,99.4,1,5,49,,2,,,1.0,0,7.0,5.4,257
2018-12-07,09:00,0.3,1011,99.4,1,5,49,,2,,,1.1,7,7.2,5.9,255
2018-12-07,10:00,0.3,1010,99.4,1,4,51,,3,,,1.0,25,7.3,5.8,256
2018-12-07,11:00,0.3,1010,99.2,1,5,50,,2,,,1.1,65,7.6,5.2,244
2018-12-07,12:00,0.4,1009,95.5,1,5,50,,1,,,1.1,65,8.1,5.2,223
2018-12-07,13:00,0.3,1008,93.6,1,4,51,,1,,,0.5,57,8.1,4.8,212
2018-12-07,14:00,0.3,1007,95.3,1,4,52,,2,,,0.5,29,7.7,4.2,221
2018-12-07,15:00,0.3,1006,97.9,1,4,56,,2,,,1.0,22,7.1,5.5,228
2018-12-07,16:00,0.3,1005,95.4,1,5,57,,2,,,1.0,8,7.0,6.0,228
2018-12-07,17:00,0.3,1004,91.8,1,5,56,,2,,,0.5,0,7.1,5.1,213
