Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,997,90.9,1,19,33,31,,,0,,2.2,150
2019-02-01,02:00,,996,92.3,1,14,36,31,,,0,,2.2,152
2019-02-01,03:00,,996,90.7,1,12,40,30,,,0,,2.3,153
2019-02-01,04:00,,996,89.9,1,11,42,28,,,0,,2.4,154
2019-02-01,05:00,,995,88.5,1,11,45,27,,,0,,2.6,150
2019-02-01,06:00,,995,88.2,1,12,45,24,,,0,,2.6,151
2019-02-01,07:00,,994,89.0,1,13,42,25,,,0,,2.5,158
2019-02-01,08:00,,994,89.0,1,15,39,25,,,1,,2.5,159
2019-02-01,09:00,,994,86.6,1,13,41,24,,,17,,2.8,160
2019-02-01,10:00,,994,83.4,1,12,42,18,,,64,,2.6,164
2019-02-01,11:00,,994,78.6,1,14,43,19,,,79,0.6,2.9,166
2019-02-01,12:00,,994,77.3,1,13,42,20,,,85,1.0,2.8,165
2019-02-01,13:00,,994,76.9,1,14,41,18,,,55,1.1,2.8,167
2019-02-01,14:00,,994,78.6,1,15,39,17,,,56,1.2,2.4,166
2019-02-01,15:00,,994,79.7,1,17,37,18,,,80,1.7,2.2,165
2019-02-01,16:00,,994,81.1,1,18,37,19,,,56,1.8,2.4,160
2019-02-01,17:00,,994,84.3,1,24,32,18,,,15,1.4,2.3,156
2019-02-01,18:00,,993,83.6,1,24,30,20,,,1,1.2,2.2,127
2019-02-01,19:00,,993,86.7,1,26,26,25,,,1,0.5,2.6,153
2019-02-01,20:00,,992,89.5,1,26,24,29,,,0,0.3,2.8,157
2019-02-01,21:00,,993,87.5,1,22,28,28,,,1,0.6,2.1,152
2019-02-01,22:00,,993,85.2,1,18,35,28,,,1,1.0,1.7,131
2019-02-01,23:00,,992,86.1,1,16,37,31,,,1,1.1,1.6,121
