Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,999,74.8,1,10,58,27,,4.3,1,0.4,1.2,157
2019-02-01,02:00,,999,75.9,1,8,62,23,,2.7,1,,2.0,153
2019-02-01,03:00,,998,77.3,1,9,59,23,,3.6,1,,0.6,132
2019-02-01,04:00,,998,77.4,1,7,63,23,,2.4,1,,0.8,164
2019-02-01,05:00,,998,77.6,1,7,65,16,,2.9,1,,1.3,153
2019-02-01,06:00,,997,77.6,1,9,61,17,,4.0,1,,0.7,118
2019-02-01,07:00,,997,77.9,2,12,59,21,,5.4,1,,1.3,148
2019-02-01,08:00,,997,75.9,2,9,59,19,,4.1,3,,1.9,161
2019-02-01,09:00,,997,72.2,2,11,48,,,4.4,44,0.7,0.8,182
2019-02-01,10:00,,997,72.2,3,10,48,,,5.3,88,0.9,2.1,155
2019-02-01,11:00,,997,71.7,3,8,53,,,4.9,147,1.2,3.2,160
2019-02-01,12:00,,997,70.4,2,8,54,,,4.6,130,1.7,3.6,175
2019-02-01,13:00,,997,71.1,2,9,55,21,,4.6,142,1.9,3.6,167
2019-02-01,14:00,,996,69.9,2,9,55,23,,4.5,97,2.4,2.8,163
2019-02-01,15:00,,996,70.3,2,10,56,25,,4.6,47,2.6,2.9,183
2019-02-01,16:00,,996,70.8,3,15,52,27,,5.6,34,3.0,1.1,159
2019-02-01,17:00,,996,72.0,4,21,46,39,,8.9,10,2.9,0.9,146
2019-02-01,18:00,,995,75.7,2,14,51,43,,5.6,1,2.5,2.2,142
2019-02-01,19:00,,995,79.6,1,12,55,32,,5.5,1,2.4,2.5,133
2019-02-01,20:00,,994,80.9,1,11,56,32,,6.2,1,3.2,2.3,135
2019-02-01,21:00,,993,82.6,1,10,56,35,,6.0,1,3.7,2.8,122
2019-02-01,22:00,,993,82.6,1,9,55,31,,6.5,0,4.1,2.6,128
2019-02-01,23:00,,992,81.9,1,9,53,32,,5.7,1,4.4,2.5,119
2019-02-02,00:00,,992,81.5,1,9,51,31,,5.7,1,4.6,1.9,108
2019-02-02,01:00,,992,81.4,1,14,40,35,,5.1,1,3.9,1.4,74
2019-02-02,02:00,,992,80.3,1,14,36,60,,4.8,1,2.7,1.0,55
2019-02-02,03:00,,992,79.2,1,19,30,58,,5.6,1,3.0,0.4,39
2019-02-02,04:00,,991,79.5,1,20,27,58,,3.8,1,3.1,0.4,6
2019-02-02,05:00,,991,82.2,1,27,14,58,,2.4,1,2.9,0.1,254
2019-02-02,06:00,,991,84.7,1,16,39,43,,3.5,1,5.0,1.3,184
2019-02-02,07:00,,991,81.4,1,7,52,18,,4.1,0,6.5,2.4,185
2019-02-02,08:00,,992,81.1,1,7,52,16,,4.4,2,6.8,2.9,197
2019-02-02,09:00,,992,79.9,1,9,49,18,,3.5,29,7.2,0.9,166
2019-02-02,10:00,,993,77.8,1,13,47,15,,5.5,53,8.1,1.3,200
2019-02-02,11:00,,994,80.4,1,10,49,16,,5.1,40,7.6,2.2,197
2019-02-02,12:00,,994,82.2,2,12,44,16,,3.9,56,7.7,0.6,171
2019-02-02,13:00,,994,83.1,3,23,33,18,,4.1,25,7.5,1.0,208
2019-02-02,14:00,,995,84.8,1,10,43,19,,3.6,10,6.8,2.0,199
2019-02-02,15:00,,996,88.0,2,18,33,23,,4.6,21,5.7,1.7,182
2019-02-02,16:00,,997,88.5,2,15,31,26,,3.2,22,4.9,1.1,191
2019-02-02,17:00,,998,90.4,1,13,30,25,,2.6,4,3.8,1.6,189
2019-02-02,18:00,,999,91.0,1,14,28,19,,2.5,1,3.4,1.4,180
2019-02-02,19:00,,1000,90.6,1,15,26,17,,3.9,1,3.3,2.1,197
2019-02-02,20:00,,1000,90.2,1,17,22,18,,4.7,1,3.1,1.3,194
2019-02-02,21:00,,1001,90.6,2,21,15,23,,5.3,1,2.5,0.3,164
2019-02-02,22:00,,1002,91.0,5,27,4,29,,2.9,1,1.7,0.0,293
2019-02-02,23:00,,1002,91.8,6,26,1,30,,3.3,1,1.9,0.1,96
