Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,997,79.9,1,12,53,27,,,1,,3.3,148
2019-02-01,02:00,,997,79.4,1,12,54,23,,,1,,3.3,158
2019-02-01,03:00,,996,79.3,1,12,55,22,,,1,,3.5,158
2019-02-01,04:00,,996,79.3,1,12,55,24,,,1,,3.0,154
2019-02-01,05:00,,996,78.0,1,11,56,24,,,1,,3.2,146
2019-02-01,06:00,,995,76.9,1,11,55,23,,,1,,3.4,147
2019-02-01,07:00,,995,76.7,1,13,53,21,,,1,,4.1,147
2019-02-01,08:00,,995,76.9,1,17,47,19,,,3,,4.1,153
2019-02-01,09:00,,995,76.2,1,18,43,20,,,23,,3.9,148
2019-02-01,10:00,,995,73.6,1,15,45,21,,,98,,4.1,150
2019-02-01,11:00,,995,71.6,2,15,46,23,,,110,,4.7,163
2019-02-01,12:00,,995,70.0,2,16,45,21,,,107,,4.4,161
2019-02-01,13:00,,995,69.2,2,18,43,24,,,102,0.2,3.9,162
2019-02-01,14:00,,995,70.3,2,21,40,25,,,72,0.2,4.0,164
2019-02-01,15:00,,995,70.4,2,22,39,26,,,70,0.3,3.7,162
2019-02-01,16:00,,995,71.3,2,24,38,26,,,48,0.5,2.8,154
2019-02-01,17:00,,994,75.3,1,24,37,26,,,12,0.2,2.1,124
2019-02-01,18:00,,994,78.5,1,19,41,26,,,1,,3.7,149
2019-02-01,19:00,,993,78.5,1,22,39,27,,,1,,3.0,155
2019-02-01,20:00,,993,77.7,1,22,40,28,,,1,0.1,2.2,147
2019-02-01,21:00,,993,79.8,1,14,50,27,,,1,0.4,2.2,132
2019-02-01,22:00,,993,80.8,1,12,52,26,,,1,1.0,2.1,129
2019-02-01,23:00,,992,84.5,1,13,50,29,,,1,1.0,1.6,127
2019-02-02,00:00,,992,91.9,1,14,46,33,,,1,0.7,2.5,109
2019-02-02,01:00,,992,92.4,1,13,44,33,,,1,0.8,2.3,101
2019-02-02,02:00,,992,93.9,1,19,31,33,,,1,,1.4,62
2019-02-02,03:00,,992,94.5,1,15,31,31,,,1,,1.2,33
2019-02-02,04:00,,991,94.9,1,18,25,30,,,1,,1.5,36
2019-02-02,05:00,,991,95.1,1,18,22,29,,,1,,1.3,353
2019-02-02,06:00,,991,95.3,1,16,21,32,,,1,,0.9,349
2019-02-02,07:00,,992,95.3,1,17,20,34,,,1,,1.2,279
2019-02-02,08:00,,992,95.3,1,16,20,35,,,2,,1.2,304
2019-02-02,09:00,,993,95.3,1,15,21,36,,,13,,1.5,286
2019-02-02,10:00,,994,95.0,2,18,18,39,,,23,,1.4,269
2019-02-02,11:00,,995,93.3,4,23,15,41,,,45,0.0,1.2,284
