Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,997,86.6,1,17,,,,,0,,3.1,138
2019-02-01,02:00,,997,85.9,1,15,,,,,0,,3.3,137
2019-02-01,03:00,,996,85.7,1,13,,,,,0,,3.0,144
2019-02-01,04:00,,996,84.3,1,14,,,,,0,,2.6,137
2019-02-01,05:00,,995,80.9,3,15,,,,,0,,3.8,145
2019-02-01,06:00,,995,79.1,7,17,,,,,0,,4.4,146
2019-02-01,07:00,,995,80.2,19,23,,,,,0,,4.8,150
2019-02-01,08:00,,994,80.6,30,25,,,,,2,,4.7,148
2019-02-01,09:00,,994,78.7,23,25,,,,,36,,3.7,146
2019-02-01,10:00,,994,76.8,24,24,,,,,105,,3.5,145
2019-02-01,11:00,,995,73.3,44,36,,,,,131,,1.7,152
2019-02-01,12:00,,995,73.5,31,31,,,,,108,,2.6,147
2019-02-01,13:00,,995,75.2,41,37,,,,,104,0.4,2.1,162
2019-02-01,14:00,,995,76.3,42,38,,,,,91,0.6,1.9,151
2019-02-01,15:00,,995,77.0,36,39,,,,,74,0.6,1.9,137
2019-02-01,16:00,,995,78.1,50,51,,,,,48,1.5,1.2,133
2019-02-01,17:00,,994,83.2,59,56,,,,,14,1.3,1.4,135
2019-02-01,18:00,,994,82.5,26,34,,,,,0,0.3,3.0,145
2019-02-01,19:00,,994,82.7,28,34,,,,,0,,2.8,141
2019-02-01,20:00,,993,81.8,15,27,,,,,0,0.0,3.0,136
2019-02-01,21:00,,993,83.4,7,21,,,,,0,0.2,2.6,140
2019-02-01,22:00,,993,84.7,8,21,,,,,0,0.4,2.0,131
2019-02-01,23:00,,992,88.1,10,31,,,,,0,0.5,0.3,88
2019-02-02,00:00,,992,93.1,3,24,,,,,0,0.3,0.5,106
2019-02-02,01:00,,992,94.8,4,22,,,,,0,0.3,0.6,134
2019-02-02,02:00,,992,95.2,3,28,,,,,0,0.4,0.2,355
2019-02-02,03:00,,992,95.7,2,23,,,,,0,0.3,0.4,357
2019-02-02,04:00,,992,96.1,3,34,,,,,0,0.3,0.1,314
2019-02-02,05:00,,992,96.2,8,35,,,,,0,0.5,0.2,328
2019-02-02,06:00,,992,96.1,26,40,,,,,0,0.5,0.2,264
2019-02-02,07:00,,992,95.5,9,29,,,,,0,0.5,0.3,278
2019-02-02,08:00,,993,95.3,25,34,,,,,1,0.3,0.4,227
2019-02-02,09:00,,994,94.1,31,39,,,,,12,0.4,0.5,264
2019-02-02,10:00,,994,91.8,39,38,,,,,30,0.6,0.9,210
2019-02-02,11:00,,995,89.9,42,38,,,,,56,1.0,0.8,220
2019-02-02,12:00,,995,88.8,44,41,,,,,57,1.3,0.4,244
2019-02-02,13:00,,996,90.9,59,46,,,,,40,0.9,0.4,191
2019-02-02,14:00,,996,93.8,73,51,,,,,34,0.4,0.3,148
2019-02-02,15:00,,997,93.5,60,47,,,,,76,1.1,0.4,184
2019-02-02,16:00,,998,92.1,37,37,,,,,35,1.4,0.9,203
2019-02-02,17:00,,999,92.9,26,34,,,,,22,1.2,1.0,220
2019-02-02,18:00,,1000,94.9,35,39,,,,,1,0.9,0.8,215
2019-02-02,19:00,,1000,95.6,51,43,,,,,0,0.9,0.9,205
2019-02-02,20:00,,1001,95.9,29,42,,,,,0,0.9,0.6,234
2019-02-02,21:00,,1002,96.2,24,40,,,,,0,0.9,0.7,216
2019-02-02,22:00,,1003,96.7,26,39,,,,,0,0.8,0.8,228
2019-02-02,23:00,,1003,96.4,10,35,,,,,0,0.3,1.4,327
2019-02-03,00:00,,1004,95.8,4,28,,,,,0,,1.1,319
2019-02-03,01:00,,1005,96.5,3,21,,,,,0,,1.1,322
2019-02-03,02:00,,1005,97.7,2,20,,,,,0,,1.1,321
2019-02-03,03:00,,1006,98.5,2,22,,,,,0,,1.1,330
2019-02-03,04:00,,1006,98.6,3,18,,,,,0,,1.3,336
2019-02-03,05:00,,1007,99.2,3,20,,,,,0,,2.1,344
2019-02-03,06:00,,1007,99.4,2,14,,,,,1,,2.1,340
2019-02-03,07:00,,1008,99.4,1,11,,,,,1,,3.0,349
2019-02-03,08:00,,1008,99.5,2,11,,,,,1,,2.9,347
