Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-09-01,,,,,,5,,
2017-09-01,01:00,,1,7,,,,
2017-09-01,02:00,,1,11,,,,
2017-09-01,03:00,,1,7,,,,
2017-09-01,04:00,,1,6,,,,
2017-09-01,05:00,,1,7,,,,
2017-09-01,06:00,,2,10,,,,
2017-09-01,07:00,,7,16,,,,
2017-09-01,08:00,,5,15,,,,
2017-09-01,09:00,,5,15,,,,
2017-09-01,10:00,,7,15,,,,
2017-09-01,11:00,,5,14,,,,
2017-09-01,12:00,,5,14,,,,
2017-09-01,13:00,,6,15,,,,
2017-09-01,14:00,,12,21,,,,
2017-09-01,15:00,,7,18,,,,
2017-09-01,16:00,,16,26,,,,
2017-09-01,17:00,,7,19,,,,
2017-09-01,18:00,,4,17,,,,
2017-09-01,19:00,,3,19,,,,
2017-09-01,20:00,,6,21,,,,
2017-09-01,21:00,,9,22,,,,
2017-09-01,22:00,,4,20,,,,
2017-09-01,23:00,,5,21,,,,
2017-09-02,,,,,,8,,
2017-09-02,00:00,,3,20,,,,
2017-09-02,01:00,,2,14,,,,
2017-09-02,02:00,,2,9,,,,
2017-09-02,03:00,,4,14,,,,
2017-09-02,04:00,,3,12,,,,
2017-09-02,05:00,,2,11,,,,
2017-09-02,06:00,,16,26,,,,
2017-09-02,07:00,,11,18,,,,
2017-09-02,08:00,,5,12,,,,
2017-09-02,09:00,,6,10,,,,
2017-09-02,10:00,,4,10,,,,
2017-09-02,11:00,,4,13,,,,
2017-09-02,12:00,,3,10,,,,
2017-09-02,13:00,,3,7,,,,
2017-09-02,14:00,,3,7,,,,
2017-09-02,15:00,,2,8,,,,
2017-09-02,16:00,,2,8,,,,
2017-09-02,17:00,,2,8,,,,
2017-09-02,18:00,,1,10,,,,
2017-09-02,19:00,,2,12,,,,
2017-09-02,20:00,,1,10,,,,
2017-09-02,21:00,,1,10,,,,
2017-09-02,22:00,,1,9,,,,
2017-09-02,23:00,,1,8,,,,
2017-09-03,,,,,,6,,
2017-09-03,00:00,,2,15,,,,
2017-09-03,01:00,,2,18,,,,
2017-09-03,02:00,,1,8,,,,
2017-09-03,03:00,,1,8,,,,
2017-09-03,04:00,,1,9,,,,
2017-09-03,05:00,,1,9,,,,
2017-09-03,06:00,,1,8,,,,
2017-09-03,07:00,,1,8,,,,
2017-09-03,08:00,,1,7,,,,
2017-09-03,09:00,,2,7,,,,
2017-09-03,10:00,,2,7,,,,
2017-09-03,11:00,,2,6,,,,
2017-09-03,12:00,,2,4,,,,
2017-09-03,13:00,,1,3,,,,
2017-09-03,14:00,,1,3,,,,
2017-09-03,15:00,,1,4,,,,
2017-09-03,16:00,,1,4,,,,
2017-09-03,17:00,,1,4,,,,
2017-09-03,18:00,,2,6,,,,
2017-09-03,19:00,,4,14,,,,
2017-09-03,20:00,,6,25,,,,
2017-09-03,21:00,,6,25,,,,
2017-09-03,22:00,,2,17,,,,
2017-09-03,23:00,,2,16,,,,
2017-09-04,00:00,,3,15,,,,
2017-09-04,01:00,,1,9,,,,
2017-09-04,02:00,,1,8,,,,
2017-09-04,03:00,,6,18,,,,
2017-09-04,04:00,,5,16,,,,
2017-09-04,05:00,,24,36,,,,
2017-09-04,06:00,,50,48,,,,
2017-09-04,07:00,,50,46,,,,
2017-09-04,08:00,,29,30,,,,
2017-09-04,09:00,,18,22,,,,
2017-09-04,10:00,,9,14,,,,
2017-09-04,11:00,,6,12,,,,
2017-09-04,12:00,,7,11,,,,
2017-09-04,13:00,,3,9,,,,
2017-09-04,14:00,,5,10,,,,
2017-09-04,15:00,,4,9,,,,
2017-09-04,16:00,,5,12,,,,
2017-09-04,17:00,,2,7,,,,
2017-09-04,18:00,,2,11,,,,
2017-09-04,19:00,,9,32,,,,
2017-09-04,20:00,,14,45,,,,
2017-09-04,21:00,,7,30,,,,
2017-09-04,22:00,,3,20,,,,
2017-09-04,23:00,,1,13,,,,
2017-09-05,00:00,,1,7,,,,
2017-09-05,01:00,,4,20,,,,
2017-09-05,02:00,,2,14,,,,
2017-09-05,03:00,,1,6,,,,
2017-09-05,04:00,,7,20,,,,
2017-09-05,05:00,,35,50,,,,
2017-09-05,06:00,,72,69,,,,
2017-09-05,07:00,,62,64,,,,
2017-09-05,08:00,,32,45,,,,
2017-09-05,09:00,,22,30,,,,
2017-09-05,10:00,,11,20,,,,
2017-09-05,11:00,,6,16,,,,
2017-09-05,12:00,,3,9,,,,
2017-09-05,13:00,,5,12,,,,
2017-09-05,14:00,,7,13,,,,
2017-09-05,15:00,,8,17,,,,
2017-09-05,16:00,,7,20,,,,
2017-09-05,17:00,,2,12,,,,
2017-09-05,18:00,,3,15,,,,
2017-09-05,19:00,,16,67,,,,
2017-09-05,20:00,,12,53,,,,
2017-09-05,21:00,,7,33,,,,
2017-09-05,22:00,,3,17,,,,
2017-09-05,23:00,,4,19,,,,
2017-09-06,00:00,,2,13,,,,
2017-09-06,01:00,,1,7,,,,
2017-09-06,02:00,,1,9,,,,
2017-09-06,03:00,,1,10,,,,
2017-09-06,04:00,,3,19,,,,
2017-09-06,05:00,,17,32,,,,
2017-09-06,06:00,,37,40,,,,
2017-09-06,07:00,,34,44,,,,
2017-09-06,08:00,,29,37,,,,
2017-09-06,09:00,,20,26,,,,
2017-09-06,10:00,,26,27,,,,
2017-09-06,11:00,,12,17,,,,
2017-09-06,12:00,,13,15,,,,
2017-09-06,13:00,,22,26,,,,
2017-09-06,14:00,,18,26,,,,
2017-09-06,15:00,,6,13,,,,
2017-09-06,16:00,,6,13,,,,
2017-09-06,17:00,,3,8,,,,
2017-09-06,18:00,,1,8,,,,
2017-09-06,19:00,,2,9,,,,
2017-09-06,20:00,,5,15,,,,
2017-09-06,21:00,,2,9,,,,
2017-09-06,22:00,,1,6,,,,
2017-09-06,23:00,,1,5,,,,
2017-09-07,00:00,,1,4,,,,
2017-09-07,01:00,,1,6,,,,
2017-09-07,02:00,,1,6,,,,
2017-09-07,03:00,,1,6,,,,
2017-09-07,04:00,,1,5,,,,
2017-09-07,05:00,,3,8,,,,
2017-09-07,06:00,,5,12,,,,
2017-09-07,07:00,,11,22,,,,
2017-09-07,08:00,,12,19,,,,
2017-09-07,09:00,,11,18,,,,
2017-09-07,10:00,,16,23,,,,
2017-09-07,11:00,,11,18,,,,
2017-09-07,12:00,,10,13,,,,
2017-09-07,13:00,,7,11,,,,
2017-09-07,14:00,,6,12,,,,
2017-09-07,15:00,,17,21,,,,
2017-09-07,16:00,,11,17,,,,
2017-09-07,17:00,,15,25,,,,
2017-09-07,18:00,,8,18,,,,
2017-09-07,19:00,,14,32,,,,
2017-09-07,20:00,,9,24,,,,
2017-09-07,21:00,,8,16,,,,
2017-09-07,22:00,,8,20,,,,
2017-09-07,23:00,,4,14,,,,
2017-09-08,00:00,,1,7,,,,
2017-09-08,01:00,,1,8,,,,
2017-09-08,02:00,,3,14,,,,
2017-09-08,03:00,,1,9,,,,
2017-09-08,04:00,,2,9,,,,
2017-09-08,05:00,,17,23,,,,
2017-09-08,06:00,,34,34,,,,
2017-09-08,07:00,,38,38,,,,
2017-09-08,08:00,,31,35,,,,
2017-09-08,09:00,,25,27,,,,
2017-09-08,10:00,,27,28,,,,
2017-09-08,11:00,,22,24,,,,
2017-09-08,12:00,,17,22,,,,
2017-09-08,13:00,,21,27,,,,
2017-09-08,14:00,,20,26,,,,
2017-09-08,15:00,,20,27,,,,
2017-09-08,16:00,,18,26,,,,
2017-09-08,17:00,,19,28,,,,
2017-09-08,18:00,,18,26,,,,
2017-09-08,19:00,,10,22,,,,
2017-09-08,20:00,,5,18,,,,
2017-09-08,21:00,,9,17,,,,
2017-09-08,22:00,,4,12,,,,
2017-09-08,23:00,,2,10,,,,
2017-09-09,00:00,,1,8,,,,
2017-09-09,01:00,,1,6,,,,
2017-09-09,02:00,,1,6,,,,
2017-09-09,03:00,,1,11,,,,
2017-09-09,04:00,,1,11,,,,
2017-09-09,05:00,,1,12,,,,
2017-09-09,06:00,,3,14,,,,
2017-09-09,07:00,,5,15,,,,
2017-09-09,08:00,,6,13,,,,
2017-09-09,09:00,,11,16,,,,
2017-09-09,10:00,,12,17,,,,
2017-09-09,11:00,,14,18,,,,
2017-09-09,12:00,,17,21,,,,
2017-09-09,13:00,,14,18,,,,
2017-09-09,14:00,,8,14,,,,
2017-09-09,15:00,,9,19,,,,
2017-09-09,16:00,,10,23,,,,
2017-09-09,17:00,,14,24,,,,
2017-09-09,18:00,,9,20,,,,
2017-09-09,19:00,,12,23,,,,
2017-09-09,20:00,,8,18,,,,
2017-09-09,21:00,,5,12,,,,
2017-09-09,22:00,,3,10,,,,
2017-09-09,23:00,,5,14,,,,
2017-09-10,00:00,,5,15,,,,
2017-09-10,01:00,,3,8,,,,
2017-09-10,02:00,,1,5,,,,
2017-09-10,03:00,,3,12,,,,
2017-09-10,04:00,,7,22,,,,
2017-09-10,05:00,,2,10,,,,
2017-09-10,06:00,,1,8,,,,
2017-09-10,07:00,,7,18,,,,
2017-09-10,08:00,,6,16,,,,
2017-09-10,09:00,,7,13,,,,
2017-09-10,10:00,,6,9,,,,
2017-09-10,11:00,,8,10,,,,
2017-09-10,12:00,,9,11,,,,
2017-09-10,13:00,,7,10,,,,
2017-09-10,14:00,,6,8,,,,
2017-09-10,15:00,,8,10,,,,
2017-09-10,16:00,,12,14,,,,
2017-09-10,17:00,,8,11,,,,
2017-09-10,18:00,,9,14,,,,
2017-09-10,19:00,,8,13,,,,
2017-09-10,20:00,,4,10,,,,
2017-09-10,21:00,,5,10,,,,
2017-09-10,22:00,,1,7,,,,
2017-09-10,23:00,,1,6,,,,
2017-09-11,00:00,,1,7,,,,
2017-09-11,01:00,,1,8,,,,
2017-09-11,02:00,,1,6,,,,
2017-09-11,03:00,,1,8,,,,
2017-09-11,04:00,,2,10,,,,
2017-09-11,05:00,,15,27,,,,
2017-09-11,06:00,,25,29,,,,
2017-09-11,07:00,,41,38,,,,
2017-09-11,08:00,,36,30,,,,
2017-09-11,09:00,,33,29,,,,
2017-09-11,10:00,,30,29,,,,
2017-09-11,11:00,,21,22,,,,
2017-09-11,12:00,,22,21,,,,
2017-09-11,13:00,,22,20,,,,
2017-09-11,14:00,,27,31,,,,
2017-09-11,15:00,,25,31,,,,
2017-09-11,16:00,,30,34,,,,
2017-09-11,17:00,,19,25,,,,
2017-09-11,18:00,,18,25,,,,
2017-09-11,19:00,,12,21,,,,
2017-09-11,20:00,,7,13,,,,
2017-09-11,21:00,,4,9,,,,
2017-09-11,22:00,,5,13,,,,
2017-09-11,23:00,,5,11,,,,
2017-09-12,00:00,,1,5,,,,
2017-09-12,01:00,,1,4,,,,
2017-09-12,02:00,,3,8,,,,
2017-09-12,03:00,,3,11,,,,
2017-09-12,04:00,,2,8,,,,
2017-09-12,05:00,,25,27,,,,
2017-09-12,06:00,,41,38,,,,
2017-09-12,07:00,,49,44,,,,
2017-09-12,08:00,,32,32,,,,
2017-09-12,09:00,,29,28,,,,
2017-09-12,10:00,,22,25,,,,
2017-09-12,11:00,,18,21,,,,
2017-09-12,12:00,,16,18,,,,
2017-09-12,13:00,,22,24,,,,
2017-09-12,14:00,,25,26,,,,
2017-09-12,15:00,,21,24,,,,
2017-09-12,16:00,,26,32,,,,
2017-09-12,17:00,,26,31,,,,
2017-09-12,18:00,,21,32,,,,
2017-09-12,19:00,,15,24,,,,
2017-09-12,20:00,,9,18,,,,
2017-09-12,21:00,,9,17,,,,
2017-09-12,22:00,,5,11,,,,
2017-09-12,23:00,,4,12,,,,
2017-09-13,00:00,,2,8,,,,
2017-09-13,01:00,,1,4,,,,
2017-09-13,02:00,,2,7,,,,
2017-09-13,03:00,,2,9,,,,
2017-09-13,04:00,,4,8,,,,
2017-09-13,05:00,,16,18,,,,
2017-09-13,06:00,,26,27,,,,
2017-09-13,07:00,,32,30,,,,
2017-09-13,08:00,,26,23,,,,
2017-09-13,09:00,,23,24,,,,
2017-09-13,10:00,,25,24,,,,
2017-09-13,11:00,,27,24,,,,
2017-09-13,12:00,,17,14,,,,
2017-09-13,13:00,,17,14,,,,
2017-09-13,14:00,,19,17,,,,
2017-09-13,15:00,,28,22,,,,
2017-09-13,16:00,,20,19,,,,
