Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,01:00,,1,5,74,,
2017-06-01,02:00,,1,4,72,,
2017-06-01,03:00,,1,4,71,,
2017-06-01,04:00,,1,4,68,,
2017-06-01,05:00,,1,5,62,,
2017-06-01,06:00,,1,6,50,,
2017-06-01,07:00,,1,4,58,,
2017-06-01,08:00,,1,4,59,,
2017-06-01,09:00,,1,4,63,,
2017-06-01,10:00,,1,4,68,,
2017-06-01,11:00,,1,4,73,,
2017-06-01,12:00,,1,3,81,,
2017-06-01,13:00,,1,3,85,,
2017-06-01,14:00,,1,4,84,,
2017-06-01,15:00,,1,3,88,,
2017-06-01,16:00,,1,3,92,,
2017-06-01,17:00,,1,4,92,,
2017-06-01,18:00,,1,4,90,,
2017-06-01,19:00,,1,3,90,,
2017-06-01,20:00,,1,4,89,,
2017-06-01,21:00,,1,4,90,,
2017-06-01,22:00,,1,5,90,,
2017-06-01,23:00,,1,5,88,,
2017-06-02,00:00,,1,5,88,,
2017-06-02,01:00,,1,4,92,,
2017-06-02,02:00,,1,3,94,,
2017-06-02,03:00,,1,4,93,,
2017-06-02,04:00,,1,4,94,,
2017-06-02,05:00,,1,7,85,,
2017-06-02,06:00,,1,6,87,,
2017-06-02,07:00,,1,6,85,,
2017-06-02,08:00,,1,6,76,,
2017-06-02,09:00,,1,6,83,,
2017-06-02,10:00,,1,8,94,,
2017-06-02,11:00,,1,4,98,,
2017-06-02,12:00,,1,5,104,,
2017-06-02,13:00,,1,5,111,,
2017-06-02,14:00,,1,4,121,,
2017-06-02,15:00,,1,4,123,,
2017-06-02,16:00,,1,4,123,,
2017-06-02,17:00,,1,4,127,,
2017-06-02,18:00,,1,4,130,,
2017-06-02,19:00,,1,3,134,,
2017-06-02,20:00,,1,3,135,,
2017-06-02,21:00,,1,3,140,,
2017-06-02,22:00,,1,4,128,,
2017-06-02,23:00,,1,8,101,,
2017-06-03,00:00,,1,9,90,,
2017-06-03,01:00,,1,7,93,,
2017-06-03,02:00,,1,8,86,,
2017-06-03,03:00,,1,8,78,,
2017-06-03,04:00,,1,7,77,,
2017-06-03,05:00,,1,9,73,,
2017-06-03,06:00,,1,10,69,,
