Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,01:00,,1,11,41,,
2017-06-01,02:00,,1,13,31,,
2017-06-01,03:00,,1,12,25,,
2017-06-01,04:00,,1,10,32,,
2017-06-01,05:00,,1,7,31,,
2017-06-01,06:00,,2,12,24,,
2017-06-01,07:00,,6,26,49,,
2017-06-01,08:00,,2,11,67,,
2017-06-01,09:00,,4,11,69,,
2017-06-01,10:00,,4,13,71,,
2017-06-01,11:00,,4,14,76,,
2017-06-01,12:00,,4,13,79,,
2017-06-01,13:00,,3,11,86,,
2017-06-01,14:00,,3,12,87,,
2017-06-01,15:00,,2,9,93,,
2017-06-01,16:00,,3,13,86,,
2017-06-01,17:00,,1,7,93,,
2017-06-01,18:00,,1,6,100,,
2017-06-01,19:00,,1,6,101,,
2017-06-01,20:00,,1,5,85,,
2017-06-01,21:00,,1,6,77,,
2017-06-01,22:00,,1,5,77,,
2017-06-01,23:00,,1,5,77,,
2017-06-02,00:00,,1,7,73,,
2017-06-02,01:00,,1,4,73,,
2017-06-02,02:00,,1,5,69,,
2017-06-02,03:00,,1,4,62,,
2017-06-02,04:00,,1,6,50,,
2017-06-02,05:00,,1,6,45,,
2017-06-02,06:00,,1,5,36,,
2017-06-02,07:00,,4,12,29,,
2017-06-02,08:00,,6,21,48,,
2017-06-02,09:00,,2,10,81,,
2017-06-02,10:00,,1,7,104,,
2017-06-02,11:00,,2,12,111,,
2017-06-02,12:00,,1,9,118,,
2017-06-02,13:00,,1,10,123,,
2017-06-02,14:00,,1,10,124,,
2017-06-02,15:00,,1,9,126,,
2017-06-02,16:00,,1,10,127,,
2017-06-02,17:00,,1,10,129,,
2017-06-02,18:00,,1,8,136,,
2017-06-02,19:00,,1,8,136,,
2017-06-02,20:00,,1,8,114,,
2017-06-02,21:00,,1,8,89,,
2017-06-02,22:00,,1,9,96,,
2017-06-02,23:00,,1,7,91,,
2017-06-03,00:00,,1,6,89,,
2017-06-03,01:00,,1,6,84,,
2017-06-03,02:00,,1,5,82,,
2017-06-03,03:00,,1,4,87,,
2017-06-03,04:00,,1,4,78,,
2017-06-03,05:00,,1,5,71,,
2017-06-03,06:00,,1,10,57,,
2017-06-03,07:00,,1,14,68,,
2017-06-03,08:00,,1,14,94,,
2017-06-03,09:00,,1,9,108,,
2017-06-03,10:00,,1,4,127,,
2017-06-03,11:00,,1,6,135,,
2017-06-03,12:00,,1,9,128,,
2017-06-03,13:00,,1,7,142,,
2017-06-03,14:00,,1,8,144,,
2017-06-03,15:00,,1,3,143,,
2017-06-03,16:00,,1,7,135,,
2017-06-03,17:00,,1,8,117,,
2017-06-03,18:00,,1,9,80,,
2017-06-03,19:00,,1,12,87,,
2017-06-03,20:00,,1,11,68,,
2017-06-03,21:00,,1,8,64,,
2017-06-03,22:00,,1,5,75,,
2017-06-03,23:00,,1,3,74,,
2017-06-04,00:00,,1,4,51,,
2017-06-04,01:00,,1,3,36,,
2017-06-04,02:00,,1,4,32,,
2017-06-04,03:00,,1,5,22,,
2017-06-04,04:00,,1,8,26,,
2017-06-04,05:00,,1,6,44,,
2017-06-04,06:00,,1,5,52,,
2017-06-04,07:00,,1,3,46,,
2017-06-04,08:00,,1,3,67,,
2017-06-04,09:00,,1,5,77,,
2017-06-04,10:00,,1,7,58,,
2017-06-04,11:00,,1,5,84,,
2017-06-04,12:00,,1,5,87,,
2017-06-04,13:00,,1,6,81,,
2017-06-04,14:00,,1,5,78,,
2017-06-04,15:00,,1,4,71,,
2017-06-04,16:00,,1,3,77,,
2017-06-04,17:00,,1,3,80,,
2017-06-04,18:00,,1,3,82,,
2017-06-04,19:00,,1,4,85,,
2017-06-04,20:00,,1,5,62,,
2017-06-04,21:00,,1,5,44,,
2017-06-04,22:00,,1,8,33,,
2017-06-04,23:00,,1,7,31,,
2017-06-05,00:00,,1,6,26,,
2017-06-05,01:00,,1,4,26,,
2017-06-05,02:00,,1,3,23,,
2017-06-05,03:00,,1,3,20,,
2017-06-05,04:00,,1,3,17,,
2017-06-05,05:00,,1,2,12,,
2017-06-05,06:00,,1,2,11,,
2017-06-05,07:00,,1,2,18,,
2017-06-05,08:00,,1,4,42,,
2017-06-05,09:00,,1,3,68,,
2017-06-05,10:00,,1,2,79,,
2017-06-05,11:00,,1,2,89,,
2017-06-05,12:00,,1,3,86,,
2017-06-05,13:00,,1,5,87,,
2017-06-05,14:00,,1,3,96,,
2017-06-05,15:00,,1,3,87,,
2017-06-05,16:00,,1,3,86,,
2017-06-05,17:00,,1,6,76,,
2017-06-05,18:00,,1,7,84,,
2017-06-05,19:00,,1,6,79,,
2017-06-05,20:00,,1,4,65,,
2017-06-05,21:00,,1,4,53,,
2017-06-05,22:00,,1,3,45,,
2017-06-05,23:00,,1,3,28,,
2017-06-06,00:00,,1,3,32,,
2017-06-06,01:00,,1,3,27,,
2017-06-06,02:00,,1,2,24,,
2017-06-06,03:00,,1,3,17,,
2017-06-06,04:00,,1,4,21,,
2017-06-06,05:00,,1,4,26,,
2017-06-06,06:00,,1,5,21,,
2017-06-06,07:00,,3,9,22,,
2017-06-06,08:00,,4,15,44,,
2017-06-06,09:00,,2,13,72,,
2017-06-06,10:00,,2,10,87,,
2017-06-06,11:00,,1,6,97,,
2017-06-06,12:00,,1,6,99,,
2017-06-06,13:00,,1,10,93,,
2017-06-06,14:00,,1,10,85,,
2017-06-06,15:00,,1,8,78,,
2017-06-06,16:00,,1,8,72,,
2017-06-06,17:00,,1,9,72,,
2017-06-06,18:00,,1,8,71,,
2017-06-06,19:00,,1,7,77,,
2017-06-06,20:00,,1,9,69,,
2017-06-06,21:00,,1,7,62,,
2017-06-06,22:00,,1,8,58,,
2017-06-06,23:00,,1,6,60,,
2017-06-07,00:00,,1,4,62,,
2017-06-07,01:00,,1,3,66,,
2017-06-07,02:00,,1,4,63,,
2017-06-07,03:00,,1,4,61,,
2017-06-07,04:00,,1,4,59,,
2017-06-07,05:00,,1,7,56,,
2017-06-07,06:00,,7,13,51,,
2017-06-07,07:00,,2,9,56,,
2017-06-07,10:00,,2,6,61,,
2017-06-07,11:00,,2,5,64,,
2017-06-07,12:00,,1,5,65,,
2017-06-07,13:00,,1,4,70,,
2017-06-07,14:00,,1,5,73,,
2017-06-07,15:00,,1,6,72,,
2017-06-07,16:00,,2,8,69,,
2017-06-07,17:00,,1,6,71,,
2017-06-07,18:00,,1,7,70,,
2017-06-07,19:00,,1,6,69,,
2017-06-07,20:00,,1,9,64,,
2017-06-07,21:00,,1,8,62,,
2017-06-07,22:00,,1,6,55,,
2017-06-07,23:00,,1,7,59,,
2017-06-08,00:00,,1,6,50,,
2017-06-08,01:00,,1,6,40,,
2017-06-08,02:00,,1,5,39,,
2017-06-08,03:00,,1,5,32,,
2017-06-08,04:00,,1,5,29,,
2017-06-08,05:00,,1,7,33,,
2017-06-08,06:00,,1,13,35,,
2017-06-08,07:00,,3,16,43,,
2017-06-08,08:00,,3,13,51,,
2017-06-08,09:00,,2,8,63,,
2017-06-08,10:00,,2,7,73,,
2017-06-08,11:00,,2,7,77,,
2017-06-08,12:00,,1,6,80,,
2017-06-08,13:00,,1,7,82,,
2017-06-08,14:00,,2,7,82,,
2017-06-08,15:00,,1,7,84,,
2017-06-08,16:00,,1,8,86,,
2017-06-08,17:00,,1,8,89,,
2017-06-08,18:00,,1,9,89,,
2017-06-08,19:00,,1,8,90,,
2017-06-08,20:00,,1,9,74,,
2017-06-08,21:00,,1,9,62,,
2017-06-08,22:00,,1,10,60,,
2017-06-08,23:00,,1,8,61,,
2017-06-09,00:00,,1,6,59,,
2017-06-09,01:00,,1,6,59,,
2017-06-09,02:00,,1,7,53,,
2017-06-09,03:00,,1,7,52,,
2017-06-09,04:00,,1,6,55,,
2017-06-09,05:00,,1,6,55,,
2017-06-09,06:00,,1,6,39,,
2017-06-09,07:00,,1,6,52,,
2017-06-09,08:00,,1,7,78,,
2017-06-09,09:00,,1,8,87,,
2017-06-09,10:00,,1,7,94,,
2017-06-09,11:00,,1,5,95,,
2017-06-09,12:00,,1,5,90,,
2017-06-09,13:00,,1,5,91,,
2017-06-09,14:00,,1,5,95,,
2017-06-09,15:00,,1,5,100,,
2017-06-09,16:00,,1,7,84,,
2017-06-09,17:00,,1,12,94,,
2017-06-09,18:00,,1,15,110,,
2017-06-09,19:00,,1,13,105,,
2017-06-09,20:00,,1,13,86,,
2017-06-09,21:00,,1,11,80,,
2017-06-09,22:00,,1,9,79,,
2017-06-09,23:00,,1,4,97,,
2017-06-10,00:00,,1,4,85,,
2017-06-10,01:00,,1,4,73,,
2017-06-10,02:00,,1,6,68,,
2017-06-10,03:00,,1,6,50,,
2017-06-10,04:00,,1,6,45,,
2017-06-10,05:00,,1,6,38,,
2017-06-10,06:00,,1,8,40,,
2017-06-10,07:00,,1,11,48,,
2017-06-10,08:00,,1,8,56,,
2017-06-10,09:00,,,,67,,
2017-06-10,10:00,,,,78,,
2017-06-10,11:00,,,,82,,
2017-06-10,12:00,,,,83,,
2017-06-10,13:00,,,,91,,
2017-06-10,14:00,,,,95,,
2017-06-10,15:00,,,,97,,
2017-06-10,16:00,,,,96,,
2017-06-10,17:00,,,,95,,
2017-06-10,18:00,,,,97,,
2017-06-10,19:00,,,,97,,
2017-06-10,20:00,,,,85,,
2017-06-10,21:00,,,,64,,
2017-06-10,22:00,,,,58,,
2017-06-10,23:00,,,,59,,
2017-06-11,00:00,,,,58,,
2017-06-11,01:00,,,,51,,
2017-06-11,02:00,,,,50,,
2017-06-11,03:00,,,,46,,
2017-06-11,04:00,,,,38,,
2017-06-11,05:00,,,,31,,
2017-06-11,06:00,,,,26,,
2017-06-11,07:00,,,,34,,
2017-06-11,08:00,,,,60,,
2017-06-11,09:00,,,,87,,
2017-06-11,10:00,,,,97,,
2017-06-11,11:00,,,,103,,
2017-06-11,12:00,,,,105,,
2017-06-11,13:00,,,,104,,
2017-06-11,14:00,,,,102,,
2017-06-11,15:00,,,,104,,
2017-06-11,16:00,,,,107,,
2017-06-11,17:00,,,,107,,
2017-06-11,18:00,,,,104,,
2017-06-11,19:00,,,,98,,
2017-06-11,20:00,,,,81,,
2017-06-11,21:00,,,,75,,
2017-06-11,22:00,,,,71,,
2017-06-11,23:00,,,,64,,
2017-06-12,00:00,,,,59,,
2017-06-12,01:00,,1,5,55,,
2017-06-12,02:00,,1,5,55,,
2017-06-12,03:00,,1,6,58,,
2017-06-12,04:00,,1,7,69,,
2017-06-12,05:00,,1,15,74,,
2017-06-12,06:00,,2,24,73,,
2017-06-12,07:00,,2,29,65,,
2017-06-12,08:00,,3,24,72,,
2017-06-12,09:00,,2,14,76,,
2017-06-12,10:00,,2,12,74,,
2017-06-12,11:00,,,,77,,
2017-06-12,12:00,,,,83,,
2017-06-12,13:00,,1,10,82,,
2017-06-12,14:00,,1,7,93,,
2017-06-12,15:00,,1,8,97,,
2017-06-12,16:00,,1,10,100,,
2017-06-12,17:00,,1,8,102,,
2017-06-12,18:00,,1,8,102,,
2017-06-12,19:00,,1,7,101,,
2017-06-12,20:00,,1,8,92,,
2017-06-12,21:00,,1,13,76,,
2017-06-12,22:00,,1,17,69,,
2017-06-12,23:00,,1,11,73,,
2017-06-13,00:00,,1,10,69,,
2017-06-13,01:00,,1,9,67,,
2017-06-13,02:00,,1,8,65,,
2017-06-13,03:00,,1,8,62,,
2017-06-13,04:00,,1,10,62,,
2017-06-13,05:00,,1,13,59,,
2017-06-13,06:00,,2,18,52,,
2017-06-13,07:00,,3,18,53,,
2017-06-13,08:00,,6,18,56,,
2017-06-13,09:00,,3,13,63,,
2017-06-13,10:00,,3,12,70,,
2017-06-13,11:00,,3,9,72,,
2017-06-13,12:00,,2,8,74,,
2017-06-13,13:00,,2,9,73,,
