Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,,,,,,9,
2017-06-01,01:00,,1,6,51,,
2017-06-01,02:00,,1,6,49,,
2017-06-01,03:00,,1,5,46,,
2017-06-01,04:00,,1,5,39,,
2017-06-01,05:00,,1,6,48,,
2017-06-01,06:00,,1,5,60,,
2017-06-01,07:00,,1,4,65,,
2017-06-01,08:00,,1,4,72,,
2017-06-01,09:00,,1,3,79,,
2017-06-01,10:00,,1,3,84,,
2017-06-01,11:00,,1,2,89,,
2017-06-01,12:00,,1,2,91,,
2017-06-01,13:00,,1,2,94,,
2017-06-01,14:00,,1,2,96,,
2017-06-01,15:00,,1,2,99,,
2017-06-01,16:00,,1,2,101,,
2017-06-01,17:00,,1,2,102,,
2017-06-01,18:00,,1,2,102,,
2017-06-01,19:00,,1,2,97,,
2017-06-01,20:00,,1,3,75,,
2017-06-01,21:00,,1,6,67,,
2017-06-01,22:00,,1,8,65,,
2017-06-01,23:00,,1,9,69,,
2017-06-02,,,,,,9,
2017-06-02,00:00,,1,11,53,,
2017-06-02,01:00,,1,11,39,,
2017-06-02,02:00,,1,11,33,,
2017-06-02,03:00,,1,9,26,,
2017-06-02,04:00,,1,8,25,,
2017-06-02,05:00,,1,7,28,,
2017-06-02,06:00,,3,11,22,,
2017-06-02,07:00,,1,7,56,,
2017-06-02,08:00,,1,6,67,,
2017-06-02,09:00,,1,5,81,,
2017-06-02,10:00,,1,3,96,,
2017-06-02,11:00,,1,3,107,,
2017-06-02,12:00,,1,3,112,,
2017-06-02,13:00,,1,3,117,,
2017-06-02,14:00,,1,3,119,,
2017-06-02,15:00,,1,3,124,,
2017-06-02,16:00,,1,3,125,,
2017-06-02,17:00,,1,4,130,,
2017-06-02,18:00,,1,4,129,,
2017-06-02,19:00,,1,4,125,,
2017-06-02,20:00,,1,4,114,,
2017-06-02,21:00,,1,8,100,,
2017-06-02,22:00,,1,7,88,,
2017-06-02,23:00,,1,7,80,,
2017-06-03,00:00,,1,7,65,,
2017-06-03,01:00,,1,7,69,,
2017-06-03,02:00,,1,9,53,,
2017-06-03,03:00,,1,13,42,,
2017-06-03,04:00,,1,12,45,,
2017-06-03,05:00,,1,14,50,,
2017-06-03,06:00,,1,13,52,,
2017-06-03,07:00,,1,9,61,,
2017-06-03,08:00,,1,7,70,,
2017-06-03,09:00,,1,7,84,,
2017-06-03,10:00,,1,6,96,,
2017-06-03,11:00,,1,6,104,,
2017-06-03,12:00,,1,6,125,,
2017-06-03,13:00,,1,6,131,,
2017-06-03,14:00,,1,4,135,,
2017-06-03,15:00,,1,4,136,,
2017-06-03,16:00,,1,4,135,,
