Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,01:00,,1,6,89,,1.3
2017-06-01,02:00,,1,6,87,,1.2
2017-06-01,03:00,,1,8,80,,1.2
2017-06-01,04:00,,1,7,80,,0.5
2017-06-01,05:00,,1,3,87,,1.1
2017-06-01,06:00,,1,3,88,,0.5
2017-06-01,07:00,,1,3,88,,1.3
2017-06-01,08:00,,1,3,89,,1.3
2017-06-01,09:00,,1,4,86,,1.8
2017-06-01,10:00,,1,3,91,,1.6
2017-06-01,11:00,,1,3,93,,1.5
2017-06-01,12:00,,1,3,95,,1.7
2017-06-01,13:00,,1,3,99,,1.5
2017-06-01,14:00,,1,2,105,,1.6
2017-06-01,15:00,,1,3,107,,2.4
2017-06-01,16:00,,1,3,109,,2.3
2017-06-01,17:00,,1,4,107,,1.8
2017-06-01,18:00,,1,5,105,,1.4
2017-06-01,19:00,,1,6,106,,1.3
2017-06-01,20:00,,1,4,103,,0.5
2017-06-01,21:00,,1,4,104,,0.5
2017-06-01,22:00,,1,4,106,,1.3
2017-06-01,23:00,,1,3,106,,1.1
2017-06-02,00:00,,1,3,107,,1.5
2017-06-02,01:00,,1,3,107,,1.4
2017-06-02,02:00,,1,7,103,,1.6
2017-06-02,03:00,,1,7,103,,1.4
2017-06-02,04:00,,1,3,110,,1.4
2017-06-02,05:00,,1,3,110,,1.5
2017-06-02,06:00,,1,4,105,,2.0
2017-06-02,07:00,,1,3,103,,1.7
2017-06-02,08:00,,1,2,107,,1.3
2017-06-02,09:00,,1,4,106,,4.7
2017-06-02,10:00,,1,5,117,,6.1
2017-06-02,11:00,,1,8,120,,14.8
2017-06-02,12:00,,1,5,126,,9.6
2017-06-02,13:00,,1,2,124,,1.1
2017-06-02,14:00,,1,3,131,,1.3
2017-06-02,15:00,,1,4,137,,1.2
2017-06-02,16:00,,1,4,133,,1.0
2017-06-02,17:00,,1,3,132,,1.1
2017-06-02,18:00,,1,5,134,,1.3
2017-06-02,19:00,,1,5,138,,2.1
2017-06-02,20:00,,1,4,136,,2.3
2017-06-02,21:00,,1,15,128,,2.2
2017-06-02,22:00,,1,16,128,,1.5
2017-06-02,23:00,,1,13,125,,1.4
2017-06-03,00:00,,1,4,136,,2.2
2017-06-03,01:00,,1,4,138,,1.8
2017-06-03,02:00,,1,3,137,,1.5
2017-06-03,03:00,,1,3,134,,2.0
2017-06-03,04:00,,1,3,133,,2.3
2017-06-03,05:00,,1,2,130,,2.1
2017-06-03,06:00,,1,4,123,,3.1
2017-06-03,07:00,,1,6,118,,4.8
2017-06-03,08:00,,1,4,125,,4.0
2017-06-03,09:00,,1,5,123,,6.3
2017-06-03,10:00,,1,5,128,,6.6
2017-06-03,11:00,,1,9,127,,9.1
2017-06-03,12:00,,1,8,139,,8.2
2017-06-03,13:00,,1,5,146,,5.7
2017-06-03,14:00,,1,4,149,,4.0
2017-06-03,15:00,,1,5,155,,4.4
2017-06-03,16:00,,1,4,157,,3.6
2017-06-03,17:00,,1,4,161,,3.5
2017-06-03,18:00,,1,5,158,,3.3
2017-06-03,19:00,,1,5,146,,3.1
2017-06-03,20:00,,1,4,127,,2.3
2017-06-03,21:00,,1,3,117,,1.7
2017-06-03,22:00,,1,4,122,,2.2
2017-06-03,23:00,,1,3,120,,2.0
2017-06-04,00:00,,1,3,118,,2.2
2017-06-04,01:00,,1,3,125,,2.9
2017-06-04,02:00,,1,3,129,,3.3
2017-06-04,03:00,,1,3,125,,3.1
2017-06-04,04:00,,1,4,119,,3.7
2017-06-04,05:00,,1,6,111,,5.5
2017-06-04,06:00,,1,4,87,,2.7
2017-06-04,07:00,,1,2,93,,1.6
2017-06-04,08:00,,1,2,105,,1.7
2017-06-04,09:00,,1,4,105,,3.1
2017-06-04,10:00,,1,5,100,,3.8
2017-06-04,11:00,,1,5,91,,3.2
2017-06-04,12:00,,1,2,90,,1.6
2017-06-04,13:00,,1,2,96,,1.3
2017-06-04,14:00,,1,2,95,,1.2
2017-06-04,15:00,,1,3,90,,1.1
2017-06-04,16:00,,1,2,89,,0.5
2017-06-04,17:00,,1,2,84,,0.5
2017-06-04,18:00,,1,1,77,,0.5
2017-06-04,19:00,,1,1,79,,0.5
2017-06-04,20:00,,1,1,75,,0.5
2017-06-04,21:00,,1,1,71,,0.5
2017-06-04,22:00,,1,2,78,,0.5
