Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,01:00,,1,8,,,
2017-06-01,02:00,,1,5,,,
2017-06-01,03:00,,1,8,,,
2017-06-01,04:00,,2,11,,,
2017-06-01,05:00,,4,14,,,
2017-06-01,06:00,,31,29,,,
2017-06-01,07:00,,12,16,,,
2017-06-01,08:00,,19,19,,,
2017-06-01,09:00,,32,24,,,
2017-06-01,10:00,,20,20,,,
2017-06-01,11:00,,13,16,,,
2017-06-01,12:00,,15,18,,,
2017-06-01,13:00,,13,21,,,
2017-06-01,14:00,,6,11,,,
2017-06-01,15:00,,7,13,,,
2017-06-01,16:00,,5,13,,,
2017-06-01,17:00,,4,11,,,
2017-06-01,18:00,,4,11,,,
2017-06-01,19:00,,2,9,,,
2017-06-01,20:00,,1,9,,,
2017-06-01,21:00,,1,14,,,
2017-06-01,22:00,,2,21,,,
2017-06-01,23:00,,2,15,,,
2017-06-02,00:00,,2,18,,,
2017-06-02,01:00,,2,16,,,
2017-06-02,02:00,,2,15,,,
2017-06-02,03:00,,4,21,,,
2017-06-02,04:00,,5,20,,,
2017-06-02,05:00,,19,27,,,
2017-06-02,06:00,,51,30,,,
2017-06-02,07:00,,70,38,,,
2017-06-02,08:00,,40,33,,,
2017-06-02,09:00,,31,31,,,
2017-06-02,10:00,,21,25,,,
2017-06-02,11:00,,18,23,,,
2017-06-02,12:00,,16,26,,,
2017-06-02,13:00,,9,15,,,
2017-06-02,14:00,,8,16,,,
2017-06-02,15:00,,3,10,,,
2017-06-02,16:00,,3,11,,,
2017-06-02,17:00,,4,13,,,
2017-06-02,18:00,,2,11,,,
2017-06-02,19:00,,1,10,,,
2017-06-02,20:00,,1,11,,,
2017-06-02,21:00,,1,19,,,
2017-06-02,22:00,,2,29,,,
2017-06-02,23:00,,3,19,,,
2017-06-03,00:00,,1,17,,,
2017-06-03,01:00,,1,13,,,
2017-06-03,02:00,,1,10,,,
2017-06-03,03:00,,1,14,,,
2017-06-03,04:00,,1,15,,,
2017-06-03,05:00,,1,17,,,
2017-06-03,06:00,,4,19,,,
2017-06-03,07:00,,5,17,,,
2017-06-03,08:00,,7,16,,,
2017-06-03,09:00,,8,16,,,
2017-06-03,10:00,,6,12,,,
2017-06-03,11:00,,4,13,,,
2017-06-03,12:00,,14,26,,,
2017-06-03,13:00,,3,11,,,
2017-06-03,14:00,,3,14,,,
2017-06-03,15:00,,3,15,,,
2017-06-03,16:00,,5,16,,,
2017-06-03,17:00,,6,29,,,
2017-06-03,18:00,,3,11,,,
2017-06-03,19:00,,1,10,,,
2017-06-03,20:00,,3,15,,,
2017-06-03,21:00,,2,10,,,
2017-06-03,22:00,,1,10,,,
2017-06-03,23:00,,1,6,,,
2017-06-04,00:00,,1,8,,,
2017-06-04,01:00,,1,8,,,
2017-06-04,02:00,,1,9,,,
2017-06-04,03:00,,1,9,,,
2017-06-04,04:00,,1,9,,,
2017-06-04,05:00,,1,7,,,
2017-06-04,06:00,,1,7,,,
2017-06-04,07:00,,1,6,,,
2017-06-04,08:00,,1,6,,,
2017-06-04,09:00,,1,5,,,
2017-06-04,10:00,,1,4,,,
2017-06-04,11:00,,3,8,,,
2017-06-04,12:00,,2,8,,,
2017-06-04,13:00,,4,12,,,
2017-06-04,14:00,,3,7,,,
2017-06-04,15:00,,4,4,,,
2017-06-04,16:00,,2,2,,,
2017-06-04,17:00,,2,3,,,
2017-06-04,18:00,,1,3,,,
2017-06-04,19:00,,1,3,,,
2017-06-04,20:00,,1,2,,,
2017-06-04,21:00,,5,19,,,
2017-06-04,22:00,,5,12,,,
2017-06-04,23:00,,2,10,,,
2017-06-05,00:00,,1,8,,,
2017-06-05,01:00,,1,9,,,
2017-06-05,02:00,,1,10,,,
2017-06-05,03:00,,1,14,,,
2017-06-05,04:00,,1,10,,,
2017-06-05,05:00,,1,9,,,
2017-06-05,06:00,,2,8,,,
2017-06-05,07:00,,2,6,,,
2017-06-05,08:00,,2,8,,,
2017-06-05,09:00,,5,9,,,
2017-06-05,10:00,,4,10,,,
2017-06-05,11:00,,7,12,,,
2017-06-05,12:00,,4,7,,,
2017-06-05,13:00,,3,7,,,
2017-06-05,14:00,,3,6,,,
2017-06-05,15:00,,5,11,,,
2017-06-05,16:00,,4,11,,,
2017-06-05,17:00,,2,9,,,
2017-06-05,18:00,,4,15,,,
2017-06-05,19:00,,5,14,,,
2017-06-05,20:00,,4,11,,,
2017-06-05,21:00,,3,11,,,
2017-06-05,22:00,,1,7,,,
2017-06-05,23:00,,1,6,,,
2017-06-06,00:00,,1,5,,,
2017-06-06,01:00,,1,8,,,
2017-06-06,02:00,,3,10,,,
2017-06-06,03:00,,2,11,,,
2017-06-06,04:00,,6,12,,,
