Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,,,,,,16,
2017-06-01,01:00,0.2,2,14,,,0.5
2017-06-01,02:00,0.2,9,16,,,0.5
2017-06-01,03:00,0.2,11,18,,,0.5
2017-06-01,04:00,0.5,12,22,,,0.5
2017-06-01,05:00,0.6,43,29,,,0.5
2017-06-01,06:00,0.9,39,27,,,0.5
2017-06-01,07:00,0.5,51,32,,,0.5
2017-06-01,08:00,0.5,41,25,,,0.5
2017-06-01,09:00,0.5,47,30,,,0.5
2017-06-01,10:00,0.5,43,30,,,0.5
2017-06-01,11:00,0.5,43,32,,,0.5
2017-06-01,12:00,0.6,39,30,,,0.5
2017-06-01,13:00,0.5,38,32,,,0.5
2017-06-01,14:00,0.7,46,35,,,0.5
2017-06-01,15:00,0.9,45,36,,,0.5
2017-06-01,16:00,0.8,43,40,,,0.5
2017-06-01,17:00,1.0,37,38,,,0.5
2017-06-01,18:00,0.6,32,37,,,0.5
2017-06-01,19:00,,26,31,,,0.5
2017-06-01,20:00,,29,37,,,0.5
2017-06-01,21:00,,27,42,,,0.5
2017-06-01,22:00,,32,41,,,0.5
2017-06-01,23:00,,7,24,,,0.5
2017-06-02,00:00,0.3,4,16,,,0.5
2017-06-02,01:00,0.3,5,18,,,0.5
2017-06-02,02:00,0.2,5,15,,,0.5
2017-06-02,03:00,0.3,14,24,,,0.5
2017-06-02,04:00,0.6,14,22,,,0.5
2017-06-02,05:00,0.5,34,31,,,0.5
2017-06-02,06:00,0.8,22,22,,,0.5
2017-06-02,07:00,0.8,35,30,,,0.5
2017-06-02,08:00,0.6,21,22,,,0.5
2017-06-02,09:00,0.5,46,33,,,3.3
2017-06-02,10:00,0.4,34,28,,,1.5
2017-06-02,11:00,0.3,42,36,,,0.5
2017-06-02,12:00,0.4,35,35,,,0.5
2017-06-02,13:00,0.5,54,45,,,1.1
2017-06-02,14:00,0.6,48,48,,,1.1
2017-06-02,15:00,0.8,39,45,,,1.1
2017-06-02,16:00,0.8,36,44,,,0.5
2017-06-02,17:00,0.9,25,38,,,0.5
2017-06-02,18:00,0.9,17,31,,,1.5
2017-06-02,19:00,0.6,17,36,,,1.8
2017-06-02,20:00,0.7,5,22,,,2.5
2017-06-02,21:00,0.5,10,34,,,2.5
2017-06-02,22:00,1.9,1,12,,,2.1
2017-06-02,23:00,0.9,4,20,,,1.1
2017-06-03,00:00,1.4,24,41,,,0.5
2017-06-03,01:00,1.2,12,38,,,0.5
2017-06-03,02:00,0.8,15,32,,,0.5
2017-06-03,03:00,0.4,12,34,,,0.5
2017-06-03,04:00,0.4,15,42,,,0.5
2017-06-03,05:00,0.4,8,27,,,0.5
2017-06-03,06:00,0.4,4,13,,,0.5
2017-06-03,07:00,0.4,2,9,,,1.1
2017-06-03,08:00,0.4,4,14,,,1.5
2017-06-03,09:00,0.4,2,7,,,1.7
2017-06-03,10:00,0.3,2,6,,,1.5
2017-06-03,11:00,0.3,2,7,,,1.3
2017-06-03,12:00,0.3,2,6,,,1.1
2017-06-03,13:00,0.3,2,7,,,0.5
2017-06-03,14:00,0.3,1,5,,,0.5
2017-06-03,15:00,0.2,1,4,,,0.5
2017-06-03,16:00,0.2,1,4,,,0.5
2017-06-03,17:00,0.3,1,5,,,0.5
2017-06-03,18:00,0.3,1,4,,,0.5
2017-06-03,19:00,0.3,1,6,,,0.5
2017-06-03,20:00,0.4,1,8,,,1.0
2017-06-03,21:00,0.4,7,26,,,1.2
2017-06-03,22:00,0.8,11,22,,,0.5
2017-06-03,23:00,0.5,8,14,,,0.5
2017-06-04,00:00,0.4,4,13,,,0.5
2017-06-04,01:00,0.5,2,8,,,0.5
2017-06-04,02:00,0.4,2,9,,,0.5
2017-06-04,03:00,0.3,1,7,,,0.5
2017-06-04,04:00,0.4,1,9,,,0.5
2017-06-04,05:00,0.4,1,9,,,0.5
2017-06-04,06:00,0.4,5,14,,,0.5
2017-06-04,07:00,0.4,6,10,,,0.5
2017-06-04,08:00,0.3,10,14,,,0.5
2017-06-04,09:00,0.5,13,16,,,0.5
2017-06-04,10:00,0.5,11,17,,,0.5
2017-06-04,11:00,0.5,12,19,,,0.5
2017-06-04,12:00,0.5,6,10,,,1.6
2017-06-04,13:00,0.3,11,16,,,1.6
2017-06-04,14:00,0.5,16,13,,,0.5
2017-06-04,15:00,0.7,15,14,,,0.5
2017-06-04,16:00,0.8,12,11,,,0.5
2017-06-04,17:00,0.4,11,9,,,0.5
2017-06-04,18:00,0.3,11,9,,,0.5
2017-06-04,19:00,0.3,11,9,,,0.5
2017-06-04,20:00,0.6,17,14,,,0.5
2017-06-04,21:00,0.8,22,28,,,0.5
2017-06-04,22:00,1.2,17,13,,,0.5
2017-06-04,23:00,0.5,9,9,,,0.5
2017-06-05,00:00,0.4,5,11,,,0.5
2017-06-05,01:00,0.4,4,10,,,0.5
2017-06-05,02:00,0.5,5,9,,,0.5
2017-06-05,03:00,0.4,8,11,,,0.5
2017-06-05,04:00,0.4,6,10,,,0.5
2017-06-05,05:00,0.5,7,10,,,0.5
2017-06-05,06:00,0.5,4,7,,,0.5
2017-06-05,07:00,0.3,2,4,,,0.5
2017-06-05,08:00,0.3,5,5,,,0.5
2017-06-05,09:00,0.4,7,8,,,0.5
2017-06-05,10:00,0.4,8,9,,,0.5
2017-06-05,11:00,0.3,13,15,,,0.5
2017-06-05,12:00,0.6,17,19,,,0.5
2017-06-05,13:00,0.5,10,15,,,0.5
2017-06-05,14:00,0.5,15,24,,,3.3
2017-06-05,15:00,,12,17,,,2.7
2017-06-05,16:00,,4,8,,,0.5
2017-06-05,17:00,,2,5,,,0.5
2017-06-05,18:00,,1,4,,,0.5
2017-06-05,19:00,,1,9,,,0.5
2017-06-05,20:00,0.4,1,13,,,0.5
2017-06-05,21:00,0.4,1,19,,,0.5
2017-06-05,22:00,0.6,1,17,,,0.5
2017-06-05,23:00,0.5,11,30,,,0.5
2017-06-06,00:00,0.5,5,11,,,0.5
2017-06-06,01:00,0.2,2,9,,,0.5
2017-06-06,02:00,0.2,6,16,,,0.5
2017-06-06,03:00,0.2,6,21,,,0.5
2017-06-06,04:00,0.3,17,28,,,0.5
2017-06-06,05:00,1.0,17,23,,,0.5
2017-06-06,06:00,0.7,34,30,,,0.5
2017-06-06,07:00,1.4,12,26,,,0.5
2017-06-06,08:00,0.7,8,23,,,0.5
2017-06-06,09:00,0.6,6,14,,,0.5
2017-06-06,10:00,0.4,6,11,,,0.5
2017-06-06,11:00,0.4,12,14,,,1.1
2017-06-06,12:00,0.5,21,27,,,1.3
2017-06-06,13:00,0.4,11,20,,,1.5
2017-06-06,14:00,0.5,17,25,,,0.5
2017-06-06,15:00,0.7,46,53,,,1.7
2017-06-06,16:00,1.3,34,41,,,0.5
2017-06-06,17:00,0.7,21,28,,,0.5
2017-06-06,18:00,0.7,23,33,,,0.5
2017-06-06,19:00,1.0,29,31,,,0.5
2017-06-06,20:00,0.6,14,19,,,0.5
2017-06-06,21:00,0.8,20,23,,,0.5
2017-06-06,22:00,1.1,13,13,,,0.5
2017-06-06,23:00,0.6,8,9,,,0.5
2017-06-07,00:00,0.3,2,4,,,0.5
2017-06-07,01:00,0.3,4,5,,,0.5
2017-06-07,02:00,0.2,2,4,,,0.5
2017-06-07,03:00,0.1,3,5,,,0.5
2017-06-07,04:00,0.2,11,9,,,0.5
2017-06-07,05:00,0.2,15,13,,,0.5
2017-06-07,06:00,0.7,30,19,,,1.4
2017-06-07,07:00,1.0,46,25,,,1.8
2017-06-07,08:00,0.9,41,23,,,1.2
2017-06-07,09:00,0.6,43,22,,,1.5
2017-06-07,10:00,0.7,39,23,,,1.7
2017-06-07,11:00,0.7,39,23,,,1.2
2017-06-07,12:00,0.5,40,22,,,0.5
2017-06-07,13:00,0.5,47,25,,,0.5
2017-06-07,14:00,0.7,47,29,,,0.5
2017-06-07,15:00,1.0,48,35,,,0.5
2017-06-07,16:00,0.9,44,30,,,0.5
2017-06-07,17:00,0.8,21,19,,,0.5
2017-06-07,18:00,0.6,24,23,,,0.5
2017-06-07,19:00,0.6,28,26,,,0.5
2017-06-07,20:00,0.6,24,26,,,0.5
2017-06-07,21:00,0.5,24,39,,,0.5
2017-06-07,22:00,0.7,22,30,,,0.5
2017-06-07,23:00,0.5,7,10,,,0.5
2017-06-08,00:00,0.4,3,6,,,0.5
2017-06-08,01:00,0.2,5,7,,,0.5
2017-06-08,02:00,0.1,4,7,,,0.5
2017-06-08,03:00,0.1,5,10,,,0.5
2017-06-08,04:00,0.3,6,8,,,0.5
2017-06-08,05:00,0.3,16,17,,,1.5
2017-06-08,06:00,0.5,25,18,,,2.1
2017-06-08,07:00,0.7,40,25,,,2.4
2017-06-08,08:00,0.9,44,24,,,2.1
2017-06-08,09:00,0.6,31,20,,,2.0
2017-06-08,10:00,0.6,37,24,,,1.7
2017-06-08,11:00,0.6,43,28,,,1.3
2017-06-08,12:00,0.6,39,25,,,1.3
2017-06-08,13:00,0.7,44,36,,,1.3
2017-06-08,14:00,0.8,48,40,,,1.7
2017-06-08,15:00,1.2,42,39,,,1.7
2017-06-08,16:00,1.0,44,42,,,1.7
2017-06-08,17:00,1.2,39,40,,,1.6
2017-06-08,18:00,1.0,30,33,,,1.6
2017-06-08,19:00,0.5,17,26,,,1.4
2017-06-08,20:00,0.5,13,31,,,1.1
2017-06-08,21:00,0.8,23,43,,,0.5
2017-06-08,22:00,1.0,23,37,,,0.5
2017-06-08,23:00,0.9,4,19,,,0.5
2017-06-09,00:00,0.4,6,18,,,1.0
2017-06-09,01:00,0.8,4,16,,,1.4
2017-06-09,02:00,0.3,8,22,,,1.3
2017-06-09,03:00,0.2,12,35,,,0.5
2017-06-09,04:00,0.3,9,34,,,0.5
2017-06-09,05:00,1.0,61,40,,,0.5
2017-06-09,06:00,1.2,11,26,,,2.1
2017-06-09,07:00,0.7,27,31,,,2.6
2017-06-09,08:00,0.5,15,20,,,1.6
2017-06-09,09:00,0.4,24,23,,,1.4
2017-06-09,10:00,0.5,24,25,,,0.5
2017-06-09,11:00,,30,31,,,0.5
2017-06-09,12:00,,23,24,,,0.5
2017-06-09,13:00,,38,35,,,1.1
2017-06-09,14:00,,37,37,,,1.3
2017-06-09,15:00,,21,28,,,2.8
2017-06-09,16:00,0.7,20,28,,,2.1
2017-06-09,17:00,0.5,16,27,,,1.7
2017-06-09,18:00,0.2,13,29,,,1.1
2017-06-09,19:00,0.5,4,18,,,0.5
2017-06-09,20:00,0.4,3,15,,,0.5
2017-06-09,21:00,0.7,12,23,,,0.5
2017-06-09,22:00,0.9,8,15,,,0.5
2017-06-09,23:00,0.3,5,10,,,0.5
2017-06-10,00:00,0.2,8,11,,,0.5
2017-06-10,01:00,0.2,4,9,,,0.5
2017-06-10,02:00,0.1,5,14,,,0.5
2017-06-10,03:00,0.2,4,10,,,0.5
2017-06-10,04:00,0.2,3,8,,,0.5
2017-06-10,05:00,0.2,13,13,,,0.5
2017-06-10,06:00,0.9,18,19,,,0.5
2017-06-10,07:00,0.4,26,18,,,0.5
2017-06-10,08:00,0.5,22,18,,,0.5
2017-06-10,09:00,0.9,38,26,,,0.5
2017-06-10,10:00,0.7,29,24,,,0.5
2017-06-10,11:00,0.7,32,24,,,0.5
2017-06-10,12:00,0.6,30,23,,,0.5
2017-06-10,13:00,0.7,25,22,,,0.5
2017-06-10,14:00,0.6,24,22,,,0.5
2017-06-10,15:00,0.5,19,18,,,0.5
2017-06-10,16:00,0.7,24,21,,,0.5
2017-06-10,17:00,0.6,18,16,,,0.5
2017-06-10,18:00,0.5,24,21,,,0.5
2017-06-10,19:00,0.7,12,17,,,0.5
2017-06-10,20:00,0.7,8,28,,,0.5
2017-06-10,21:00,0.8,12,29,,,0.5
2017-06-10,22:00,0.9,13,31,,,0.5
2017-06-10,23:00,1.1,13,28,,,0.5
2017-06-11,00:00,0.9,11,22,,,0.5
2017-06-11,01:00,1.0,22,24,,,0.5
2017-06-11,02:00,0.9,13,19,,,0.5
2017-06-11,03:00,0.7,4,11,,,0.5
2017-06-11,04:00,0.6,6,11,,,0.5
2017-06-11,05:00,0.7,8,14,,,0.5
2017-06-11,06:00,0.4,3,9,,,0.5
2017-06-11,07:00,0.5,6,8,,,0.5
