Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-03-01,01:00,1.8,1,16,,39,
2018-03-01,02:00,1.8,1,16,,39,
2018-03-01,03:00,1.8,1,17,,38,
2018-03-01,04:00,1.9,2,18,,41,
2018-03-01,05:00,2.1,4,20,,43,
2018-03-01,06:00,2.2,12,28,,44,
2018-03-01,07:00,2.3,27,41,,47,
2018-03-01,08:00,2.7,37,43,,53,
2018-03-01,09:00,3.0,25,34,,53,
2018-03-01,10:00,2.8,16,24,,51,
2018-03-01,11:00,2.5,14,22,,48,
2018-03-01,12:00,2.1,16,27,,38,
2018-03-01,13:00,2.1,10,22,,35,
2018-03-01,14:00,1.7,12,21,,31,
2018-03-01,15:00,1.8,5,17,,38,
2018-03-01,16:00,1.9,6,19,,45,
2018-03-01,17:00,2.1,7,21,,51,
2018-03-01,18:00,2.0,4,22,,41,
2018-03-01,19:00,2.2,8,27,,44,
2018-03-01,20:00,2.3,11,32,,54,
2018-03-01,21:00,2.3,8,28,,52,
2018-03-01,22:00,2.4,8,29,,52,
2018-03-01,23:00,2.6,5,24,,54,
2018-03-02,00:00,2.6,4,22,,55,
2018-03-02,01:00,2.6,2,20,,55,
2018-03-02,02:00,2.5,1,19,,53,
2018-03-02,03:00,2.5,2,19,,56,
2018-03-02,04:00,2.6,2,21,,57,
2018-03-02,05:00,2.7,3,22,,61,
2018-03-02,06:00,2.9,10,28,,64,
2018-03-02,07:00,3.1,21,38,,68,
2018-03-02,08:00,3.6,38,47,,72,
2018-03-02,09:00,3.9,33,41,,74,
2018-03-02,10:00,3.6,20,29,,66,
2018-03-02,11:00,3.2,19,26,,64,
2018-03-02,12:00,,10,20,,60,
2018-03-02,13:00,,13,23,,64,
2018-03-02,14:00,,7,22,,69,
2018-03-02,15:00,,7,22,,71,
2018-03-02,16:00,,6,25,,69,
2018-03-02,17:00,3.2,5,27,,72,
2018-03-02,18:00,3.3,6,29,,74,
2018-03-02,19:00,3.1,20,42,,70,
2018-03-02,20:00,3.1,10,32,,62,
2018-03-02,21:00,2.8,9,31,,62,
2018-03-02,22:00,2.5,5,24,,57,
2018-03-02,23:00,2.2,4,22,,54,
2018-03-03,00:00,2.4,3,20,,56,
2018-03-03,01:00,2.2,2,19,,56,
2018-03-03,02:00,2.2,5,25,,55,
2018-03-03,03:00,2.3,4,22,,56,
2018-03-03,04:00,2.4,2,20,,59,
2018-03-03,05:00,2.5,2,25,,60,
2018-03-03,06:00,2.6,2,25,,62,
