Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-07-01,01:00,,1,2,75,,,0.5
2017-07-01,02:00,,1,1,75,,,0.5
2017-07-01,03:00,,1,1,77,,,0.5
2017-07-01,04:00,,1,1,76,,,0.5
2017-07-01,05:00,,1,2,74,,,0.5
2017-07-01,06:00,,1,2,71,,,0.5
2017-07-01,07:00,,1,3,67,,,0.5
2017-07-01,08:00,,1,2,69,,,0.5
2017-07-01,09:00,,1,1,72,,,0.5
2017-07-01,10:00,,1,1,71,,,0.5
2017-07-01,11:00,,1,1,70,,,0.5
2017-07-01,12:00,,1,1,70,,,0.5
2017-07-01,13:00,,1,1,73,,,0.5
2017-07-01,14:00,,1,1,75,,,0.5
2017-07-01,15:00,,1,1,74,,,0.5
2017-07-01,16:00,,1,1,71,,,0.5
2017-07-01,17:00,,1,1,75,,,0.5
2017-07-01,18:00,,1,1,79,,,0.5
2017-07-01,19:00,,1,1,78,,,0.5
2017-07-01,20:00,,1,2,75,,,0.5
2017-07-01,21:00,,1,2,74,,,0.5
2017-07-01,22:00,,1,2,70,,,0.5
2017-07-01,23:00,,1,2,64,,,0.5
2017-07-02,00:00,,1,2,60,,,0.5
2017-07-02,01:00,,1,2,57,,,0.5
2017-07-02,02:00,,1,2,61,,,0.5
2017-07-02,03:00,,1,3,62,,,0.5
2017-07-02,04:00,,1,3,58,,,0.5
2017-07-02,05:00,,1,3,59,,,0.5
2017-07-02,06:00,,1,3,57,,,0.5
2017-07-02,07:00,,1,3,53,,,0.5
2017-07-02,08:00,,1,2,59,,,0.5
2017-07-02,09:00,,1,2,63,,,1.1
2017-07-02,10:00,,1,2,65,,,1.5
2017-07-02,11:00,,1,1,73,,,0.5
2017-07-02,12:00,,1,1,77,,,0.5
2017-07-02,13:00,,1,1,81,,,0.5
2017-07-02,14:00,,1,1,78,,,1.1
2017-07-02,15:00,,1,1,78,,,0.5
2017-07-02,16:00,,1,1,80,,,0.5
2017-07-02,17:00,,1,1,79,,,0.5
2017-07-02,18:00,,1,1,83,,,0.5
2017-07-02,19:00,,1,2,76,,,0.5
2017-07-02,20:00,,1,2,75,,,0.5
2017-07-02,21:00,,1,2,77,,,0.5
2017-07-02,22:00,,1,2,70,,,0.5
2017-07-02,23:00,,1,2,68,,,0.5
2017-07-03,00:00,,1,2,63,,,1.0
2017-07-03,01:00,,1,2,61,,,0.5
2017-07-03,02:00,,1,2,59,,,0.5
2017-07-03,03:00,,1,2,57,,,0.5
2017-07-03,04:00,,1,2,54,,,0.5
2017-07-03,05:00,,1,2,50,,,0.5
2017-07-03,06:00,,1,2,49,,,0.5
2017-07-03,07:00,,1,1,53,,,0.5
2017-07-03,08:00,,1,1,56,,,0.5
2017-07-03,09:00,,1,2,56,,,0.5
2017-07-03,10:00,,1,2,63,,,0.5
2017-07-03,11:00,,1,2,57,,,0.5
2017-07-03,12:00,,1,2,68,,,1.5
2017-07-03,13:00,,1,1,79,,,0.5
2017-07-03,14:00,,1,1,89,,,0.5
2017-07-03,15:00,,1,1,93,,,0.5
2017-07-03,16:00,,1,1,96,,,0.5
2017-07-03,17:00,,1,1,98,,,0.5
2017-07-03,18:00,,1,1,100,,,0.5
2017-07-03,19:00,,1,1,101,,,0.5
2017-07-03,20:00,,1,1,95,,,0.5
2017-07-03,21:00,,1,2,86,,,0.5
2017-07-03,22:00,,1,1,91,,,0.5
2017-07-03,23:00,,1,2,93,,,0.5
2017-07-04,00:00,,1,3,86,,,1.1
2017-07-04,01:00,,1,3,85,,,1.0
2017-07-04,02:00,,1,2,88,,,0.5
2017-07-04,03:00,,1,2,89,,,0.5
2017-07-04,04:00,,1,3,80,,,1.1
2017-07-04,05:00,,1,5,80,,,2.1
2017-07-04,06:00,,1,7,71,,,2.1
2017-07-04,07:00,,1,7,63,,,1.4
2017-07-04,08:00,,1,6,69,,,1.6
2017-07-04,09:00,,1,4,73,,,1.4
2017-07-04,10:00,,1,3,80,,,1.1
2017-07-04,11:00,,1,3,,,,1.1
2017-07-04,12:00,,1,2,83,,,0.5
2017-07-04,13:00,,1,2,87,,,0.5
2017-07-04,14:00,,1,1,89,,,0.5
2017-07-04,15:00,,1,1,92,,,0.5
2017-07-04,16:00,,1,1,93,,,0.5
2017-07-04,17:00,,1,1,94,,,0.5
2017-07-04,18:00,,1,2,92,,,0.5
2017-07-04,19:00,,1,2,89,,,1.2
2017-07-04,20:00,,1,3,82,,,1.8
2017-07-04,21:00,,1,4,83,,,2.1
2017-07-04,22:00,,1,4,85,,,1.5
2017-07-04,23:00,,1,4,86,,,1.3
2017-07-05,00:00,,1,4,80,,,1.0
2017-07-05,01:00,,1,6,75,,,1.0
2017-07-05,02:00,,1,4,82,,,1.2
2017-07-05,03:00,,1,3,82,,,2.2
2017-07-05,04:00,,1,3,79,,,2.0
2017-07-05,05:00,,1,3,85,,,2.2
2017-07-05,06:00,,1,4,77,,,4.7
2017-07-05,07:00,,1,8,72,,,19.4
2017-07-05,08:00,,1,5,82,,,9.9
2017-07-05,09:00,,1,5,87,,,7.6
2017-07-05,10:00,,1,7,81,,,11.2
2017-07-05,11:00,,2,11,82,,,20.7
2017-07-05,12:00,,1,3,114,,,2.0
2017-07-05,13:00,,2,10,85,,,2.4
2017-07-05,14:00,,1,8,97,,,2.0
2017-07-05,15:00,,1,5,107,,,2.2
2017-07-05,16:00,,1,4,114,,,3.0
2017-07-05,17:00,,1,4,108,,,2.4
2017-07-05,18:00,,1,5,103,,,2.1
2017-07-05,19:00,,1,6,97,,,2.1
2017-07-05,20:00,,1,7,92,,,1.7
2017-07-05,21:00,,1,6,84,,,1.6
2017-07-05,22:00,,1,4,84,,,1.6
2017-07-05,23:00,,1,4,82,,,2.1
2017-07-06,00:00,,1,4,85,,,1.8
2017-07-06,01:00,,1,4,88,,,1.4
2017-07-06,02:00,,1,3,96,,,1.5
2017-07-06,03:00,,1,3,95,,,1.4
2017-07-06,04:00,,1,2,98,,,1.2
2017-07-06,05:00,,1,2,97,,,1.3
2017-07-06,06:00,,1,2,99,,,1.2
2017-07-06,07:00,,1,2,96,,,1.2
2017-07-06,08:00,,1,2,94,,,1.3
2017-07-06,09:00,,1,2,88,,,1.5
2017-07-06,10:00,,1,5,83,,,6.9
2017-07-06,16:00,,1,6,132,,,8.2
2017-07-06,17:00,,1,5,129,,,6.8
2017-07-06,18:00,,1,4,122,,,5.4
