Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-07-01,01:00,,1,11,33,,,
2017-07-01,02:00,,1,8,33,,,
2017-07-01,03:00,,1,7,33,,,
2017-07-01,04:00,,1,8,32,,,
2017-07-01,05:00,,1,10,35,,,
2017-07-01,06:00,,1,9,53,,,
2017-07-01,07:00,,1,8,53,,,
2017-07-01,08:00,,1,7,53,,,
2017-07-01,09:00,,1,5,54,,,
2017-07-01,10:00,,1,6,54,,,
2017-07-01,11:00,,1,5,59,,,
2017-07-01,12:00,,1,5,62,,,
2017-07-01,13:00,,1,5,64,,,
2017-07-01,14:00,,1,8,60,,,
2017-07-01,15:00,,1,5,64,,,
2017-07-01,16:00,,1,6,65,,,
2017-07-01,17:00,,1,8,61,,,
2017-07-01,18:00,,1,10,57,,,
2017-07-01,19:00,,1,10,57,,,
2017-07-01,20:00,,1,7,60,,,
2017-07-01,21:00,,1,8,56,,,
2017-07-01,22:00,,1,7,53,,,
2017-07-01,23:00,,1,7,49,,,
2017-07-02,00:00,,1,5,47,,,
2017-07-02,01:00,,1,5,47,,,
2017-07-02,02:00,,1,4,46,,,
2017-07-02,03:00,,1,4,45,,,
2017-07-02,04:00,,1,5,46,,,
2017-07-02,05:00,,1,5,43,,,
2017-07-02,06:00,,1,5,42,,,
2017-07-02,07:00,,1,5,46,,,
2017-07-02,08:00,,1,4,51,,,
2017-07-02,09:00,,1,4,56,,,
2017-07-02,10:00,,1,3,62,,,
2017-07-02,11:00,,1,3,70,,,
2017-07-02,12:00,,1,3,75,,,
2017-07-02,13:00,,1,4,73,,,
2017-07-02,14:00,,1,3,76,,,
2017-07-02,15:00,,1,3,75,,,
2017-07-02,16:00,,1,3,76,,,
2017-07-02,17:00,,1,5,76,,,
2017-07-02,18:00,,1,5,75,,,
2017-07-02,19:00,,1,6,74,,,
2017-07-02,20:00,,1,5,70,,,
2017-07-02,21:00,,1,7,67,,,
2017-07-02,22:00,,1,7,62,,,
2017-07-02,23:00,,1,8,55,,,
2017-07-03,00:00,,1,7,53,,,
2017-07-03,01:00,,1,7,48,,,
2017-07-03,02:00,,1,7,43,,,
2017-07-03,03:00,,1,14,29,,,
2017-07-03,04:00,,1,10,24,,,
2017-07-03,05:00,,1,8,12,,,
2017-07-03,06:00,,4,13,8,,,
2017-07-03,07:00,,6,22,20,,,
2017-07-03,08:00,,6,15,41,,,
2017-07-03,09:00,,4,12,45,,,
2017-07-03,10:00,,2,8,56,,,
2017-07-03,11:00,,2,8,57,,,
2017-07-03,12:00,,2,7,65,,,
2017-07-03,13:00,,1,7,74,,,
2017-07-03,14:00,,1,6,81,,,
2017-07-03,15:00,,1,7,84,,,
2017-07-03,17:00,,1,8,88,,,
2017-07-03,18:00,,1,7,91,,,
2017-07-03,19:00,,1,8,90,,,
2017-07-03,20:00,,1,8,75,,,
2017-07-03,21:00,,1,6,62,,,
2017-07-03,22:00,,1,7,55,,,
2017-07-03,23:00,,1,11,48,,,
2017-07-04,00:00,,1,13,41,,,
2017-07-04,01:00,,1,12,41,,,
2017-07-04,02:00,,1,10,51,,,
2017-07-04,03:00,,1,9,45,,,
2017-07-04,04:00,,1,10,69,,,
2017-07-04,05:00,,1,13,65,,,
2017-07-04,06:00,,8,22,54,,,
2017-07-04,07:00,,2,22,53,,,
2017-07-04,08:00,,4,25,47,,,
2017-07-04,09:00,,3,13,63,,,
2017-07-04,10:00,,2,11,74,,,
2017-07-04,11:00,,2,10,78,,,
2017-07-04,12:00,,2,9,81,,,
2017-07-04,13:00,,1,6,86,,,
2017-07-04,14:00,,1,9,85,,,
2017-07-04,15:00,,1,10,85,,,
2017-07-04,16:00,,2,11,86,,,
2017-07-04,17:00,,1,8,94,,,
2017-07-04,18:00,,1,10,87,,,
2017-07-04,19:00,,1,11,84,,,
2017-07-04,20:00,,1,10,72,,,
2017-07-04,21:00,,1,8,57,,,
2017-07-04,22:00,,1,9,54,,,
2017-07-04,23:00,,1,10,47,,,
2017-07-05,00:00,,1,10,43,,,
2017-07-05,01:00,,1,10,36,,,
2017-07-05,02:00,,1,9,35,,,
2017-07-05,03:00,,1,7,38,,,
2017-07-05,04:00,,1,6,37,,,
2017-07-05,05:00,,1,7,29,,,
2017-07-05,06:00,,1,6,22,,,
2017-07-05,07:00,,4,13,23,,,
2017-07-05,08:00,,3,12,48,,,
2017-07-05,10:00,,2,14,88,,,
2017-07-05,11:00,,1,11,109,,,
2017-07-05,12:00,,1,9,100,,,
2017-07-05,13:00,,1,8,110,,,
2017-07-05,14:00,,1,9,106,,,
2017-07-05,15:00,,1,9,,,,
2017-07-05,16:00,,1,6,102,,,
2017-07-05,17:00,,1,7,104,,,
2017-07-05,18:00,,1,8,95,,,
2017-07-05,19:00,,1,8,89,,,
2017-07-05,20:00,,1,6,83,,,
2017-07-05,21:00,,1,7,70,,,
2017-07-05,22:00,,1,7,59,,,
2017-07-05,23:00,,1,7,54,,,
2017-07-06,00:00,,1,7,49,,,
2017-07-06,01:00,,1,6,41,,,
2017-07-06,02:00,,1,5,46,,,
2017-07-06,03:00,,1,5,44,,,
2017-07-06,04:00,,1,5,37,,,
