Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-01-01,,,,,,133,,
2017-01-01,01:00,,113,35,,,,
2017-01-01,02:00,,58,33,,,,
2017-01-01,03:00,,43,32,,,,
2017-01-01,04:00,,44,28,,,,
2017-01-01,05:00,,41,25,,,,
2017-01-01,06:00,,41,24,,,,
2017-01-01,07:00,,45,26,,,,
2017-01-01,08:00,,5,29,,,,
2017-01-01,09:00,,5,30,,,,
2017-01-01,10:00,,4,24,,,,
2017-01-01,11:00,,9,23,,,,
2017-01-01,12:00,,7,21,,,,
2017-01-01,13:00,,7,21,,,,
2017-01-01,14:00,,7,23,,,,
2017-01-01,15:00,,6,27,,,,
2017-01-01,16:00,,6,33,,,,
2017-01-01,17:00,,5,39,,,,
2017-01-01,18:00,,4,33,,,,
2017-01-01,19:00,,2,30,,,,
2017-01-01,20:00,,1,26,,,,
2017-01-01,21:00,,1,24,,,,
2017-01-01,22:00,,1,22,,,,
2017-01-01,23:00,,1,22,,,,
2017-01-02,,,,,,20,,
2017-01-02,00:00,,1,23,,,,
2017-01-02,01:00,,1,22,,,,
2017-01-02,02:00,,1,20,,,,
2017-01-02,03:00,,1,18,,,,
2017-01-02,04:00,,1,21,,,,
2017-01-02,05:00,,1,24,,,,
2017-01-02,06:00,,5,25,,,,
2017-01-02,07:00,,7,28,,,,
2017-01-02,08:00,,9,28,,,,
2017-01-02,09:00,,10,30,,,,
2017-01-02,10:00,,11,29,,,,
2017-01-02,11:00,,14,24,,,,
2017-01-02,12:00,,15,22,,,,
2017-01-02,13:00,,14,22,,,,
2017-01-02,14:00,,19,26,,,,
2017-01-02,15:00,,18,32,,,,
2017-01-02,16:00,,18,33,,,,
2017-01-02,17:00,,13,30,,,,
2017-01-02,18:00,,17,36,,,,
2017-01-02,19:00,,10,29,,,,
2017-01-02,20:00,,8,27,,,,
2017-01-02,21:00,,9,30,,,,
2017-01-02,22:00,,2,23,,,,
2017-01-02,23:00,,2,23,,,,
2017-01-03,,,,,,8,,
2017-01-03,00:00,,1,14,,,,
2017-01-03,01:00,,1,11,,,,
2017-01-03,02:00,,1,8,,,,
2017-01-03,03:00,,1,7,,,,
2017-01-03,04:00,,1,10,,,,
2017-01-03,05:00,,1,13,,,,
2017-01-03,06:00,,2,16,,,,
2017-01-03,07:00,,4,12,,,,
2017-01-03,08:00,,10,20,,,,
2017-01-03,09:00,,5,15,,,,
2017-01-03,10:00,,8,16,,,,
2017-01-03,11:00,,7,13,,,,
2017-01-03,12:00,,10,18,,,,
2017-01-03,13:00,,4,13,,,,
2017-01-03,14:00,,5,13,,,,
2017-01-03,15:00,,6,15,,,,
2017-01-03,16:00,,8,16,,,,
2017-01-03,17:00,,6,17,,,,
2017-01-03,18:00,,4,15,,,,
2017-01-03,19:00,,5,19,,,,
2017-01-03,20:00,,2,17,,,,
2017-01-03,21:00,,1,18,,,,
2017-01-03,22:00,,1,17,,,,
2017-01-03,23:00,,1,15,,,,
2017-01-04,,,,,,4,,
2017-01-04,00:00,,1,12,,,,
2017-01-04,01:00,,1,10,,,,
2017-01-04,02:00,,1,9,,,,
2017-01-04,03:00,,1,9,,,,
2017-01-04,04:00,,1,10,,,,
2017-01-04,05:00,,1,10,,,,
2017-01-04,06:00,,2,12,,,,
2017-01-04,07:00,,3,10,,,,
2017-01-04,08:00,,12,22,,,,
2017-01-04,09:00,,6,19,,,,
2017-01-04,10:00,,4,15,,,,
2017-01-04,11:00,,5,15,,,,
2017-01-04,12:00,,6,12,,,,
2017-01-04,13:00,,3,10,,,,
2017-01-04,14:00,,5,11,,,,
2017-01-04,15:00,,4,12,,,,
2017-01-04,16:00,,5,13,,,,
2017-01-04,17:00,,5,18,,,,
2017-01-04,18:00,,4,11,,,,
2017-01-04,19:00,,3,10,,,,
2017-01-04,20:00,,5,13,,,,
2017-01-04,21:00,,2,11,,,,
2017-01-04,22:00,,1,10,,,,
2017-01-04,23:00,,1,10,,,,
2017-01-05,,,,,,6,,
2017-01-05,00:00,,1,10,,,,
2017-01-05,01:00,,1,8,,,,
2017-01-05,02:00,,1,9,,,,
2017-01-05,03:00,,1,8,,,,
2017-01-05,04:00,,1,8,,,,
2017-01-05,05:00,,2,9,,,,
2017-01-05,06:00,,5,13,,,,
2017-01-05,07:00,,9,23,,,,
2017-01-05,08:00,,13,25,,,,
2017-01-05,09:00,,3,14,,,,
2017-01-05,10:00,,8,18,,,,
2017-01-05,11:00,,9,19,,,,
2017-01-05,12:00,,5,13,,,,
2017-01-05,13:00,,4,13,,,,
2017-01-05,14:00,,7,17,,,,
2017-01-05,15:00,,2,15,,,,
2017-01-05,16:00,,7,21,,,,
2017-01-05,17:00,,4,20,,,,
2017-01-05,18:00,,9,29,,,,
2017-01-05,19:00,,2,19,,,,
2017-01-05,20:00,,5,21,,,,
2017-01-05,21:00,,3,15,,,,
2017-01-05,22:00,,1,17,,,,
2017-01-05,23:00,,1,28,,,,
2017-01-06,,,,,,25,,
2017-01-06,00:00,,1,22,,,,
2017-01-06,01:00,,1,17,,,,
2017-01-06,02:00,,5,30,,,,
2017-01-06,03:00,,1,24,,,,
2017-01-06,04:00,,1,20,,,,
2017-01-06,05:00,,4,27,,,,
2017-01-06,06:00,,9,32,,,,
2017-01-06,07:00,,16,37,,,,
2017-01-06,08:00,,31,45,,,,
2017-01-06,09:00,,41,60,,,,
2017-01-06,10:00,,42,53,,,,
2017-01-06,11:00,,27,42,,,,
2017-01-06,12:00,,21,33,,,,
2017-01-06,13:00,,18,27,,,,
2017-01-06,14:00,,17,29,,,,
2017-01-06,15:00,,24,36,,,,
2017-01-06,16:00,,28,46,,,,
2017-01-06,17:00,,51,76,,,,
2017-01-06,18:00,,91,81,,,,
2017-01-06,19:00,,77,78,,,,
2017-01-06,20:00,,45,71,,,,
2017-01-06,21:00,,33,69,,,,
2017-01-06,22:00,,45,66,,,,
2017-01-06,23:00,,63,67,,,,
2017-01-07,,,,,,18,,
2017-01-07,00:00,,24,63,,,,
2017-01-07,01:00,,22,58,,,,
2017-01-07,02:00,,23,57,,,,
2017-01-07,03:00,,12,55,,,,
2017-01-07,04:00,,4,42,,,,
2017-01-07,05:00,,1,37,,,,
2017-01-07,06:00,,3,33,,,,
2017-01-07,07:00,,3,24,,,,
2017-01-07,08:00,,2,24,,,,
2017-01-07,09:00,,3,19,,,,
2017-01-07,10:00,,4,16,,,,
2017-01-07,11:00,,5,17,,,,
2017-01-07,12:00,,5,16,,,,
2017-01-07,13:00,,4,15,,,,
2017-01-07,14:00,,4,15,,,,
2017-01-07,15:00,,4,19,,,,
2017-01-07,16:00,,4,21,,,,
2017-01-07,17:00,,2,21,,,,
2017-01-07,18:00,,2,22,,,,
2017-01-07,19:00,,2,19,,,,
2017-01-07,20:00,,2,18,,,,
2017-01-07,21:00,,2,19,,,,
2017-01-07,22:00,,1,20,,,,
2017-01-07,23:00,,1,21,,,,
2017-01-08,,,,,,22,,
2017-01-08,00:00,,1,22,,,,
2017-01-08,01:00,,1,23,,,,
2017-01-08,02:00,,1,22,,,,
2017-01-08,03:00,,1,23,,,,
2017-01-08,04:00,,1,24,,,,
2017-01-08,05:00,,1,24,,,,
2017-01-08,06:00,,2,27,,,,
2017-01-08,07:00,,4,30,,,,
2017-01-08,08:00,,4,32,,,,
2017-01-08,09:00,,7,34,,,,
2017-01-08,10:00,,8,31,,,,
2017-01-08,11:00,,14,33,,,,
2017-01-08,12:00,,13,29,,,,
2017-01-08,13:00,,14,32,,,,
2017-01-08,14:00,,15,37,,,,
2017-01-08,15:00,,26,41,,,,
2017-01-08,16:00,,16,36,,,,
2017-01-08,17:00,,16,37,,,,
2017-01-08,18:00,,10,34,,,,
2017-01-08,19:00,,9,33,,,,
2017-01-08,20:00,,19,34,,,,
2017-01-08,21:00,,16,36,,,,
2017-01-08,22:00,,9,34,,,,
2017-01-08,23:00,,3,31,,,,
2017-01-09,,,,,,23,,
2017-01-09,00:00,,2,28,,,,
2017-01-09,01:00,,1,25,,,,
2017-01-09,02:00,,2,35,,,,
2017-01-09,03:00,,2,31,,,,
2017-01-09,04:00,,21,36,,,,
2017-01-09,05:00,,29,37,,,,
