Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-01-01,,,,,,2,,
2017-01-01,01:00,,1,1,90,,,2.4
2017-01-01,02:00,,1,1,90,,,2.5
2017-01-01,03:00,,1,1,92,,,2.5
2017-01-01,04:00,,1,1,91,,,2.4
2017-01-01,05:00,,1,1,91,,,2.3
2017-01-01,06:00,,1,1,91,,,2.2
2017-01-01,07:00,,1,1,92,,,2.1
2017-01-01,08:00,,1,1,92,,,2.2
2017-01-01,09:00,,1,1,92,,,2.2
2017-01-01,10:00,,1,1,94,,,2.3
2017-01-01,11:00,,1,1,93,,,2.4
2017-01-01,12:00,,1,1,93,,,2.3
2017-01-01,13:00,,1,1,91,,,2.2
2017-01-01,14:00,,1,2,88,,,2.2
2017-01-01,15:00,,1,3,82,,,2.3
2017-01-01,16:00,,1,4,81,,,2.2
2017-01-01,17:00,,1,5,82,,,2.4
2017-01-01,18:00,,1,4,84,,,2.5
2017-01-01,19:00,,1,3,84,,,2.4
2017-01-01,20:00,,1,3,84,,,2.3
2017-01-01,21:00,,1,2,87,,,2.5
2017-01-01,22:00,,1,2,86,,,2.3
2017-01-01,23:00,,1,3,83,,,2.3
2017-01-02,,,,,,9,,
2017-01-02,00:00,,1,4,79,,,2.3
2017-01-02,01:00,,1,6,71,,,2.1
2017-01-02,02:00,,1,8,59,,,1.9
2017-01-02,03:00,,1,8,57,,,1.8
2017-01-02,04:00,,1,7,57,,,1.7
2017-01-02,05:00,,1,6,57,,,1.7
2017-01-02,06:00,,1,4,58,,,1.6
2017-01-02,07:00,,1,7,51,,,1.5
2017-01-02,08:00,,1,10,40,,,1.6
2017-01-02,09:00,,1,11,37,,,1.5
2017-01-02,10:00,,1,12,32,,,1.4
2017-01-02,11:00,,2,13,29,,,1.3
2017-01-02,12:00,1.2,3,13,30,,,1.3
2017-01-02,13:00,1.3,4,12,31,,,1.4
2017-01-02,14:00,1.2,3,14,31,,,1.4
2017-01-02,15:00,1.3,2,14,34,,,1.6
2017-01-02,16:00,1.1,1,15,33,,,1.7
2017-01-02,17:00,1.1,1,16,35,,,1.7
2017-01-02,18:00,0.9,1,11,47,,,2.0
2017-01-02,19:00,0.9,1,9,52,,,1.8
2017-01-02,20:00,0.8,1,9,52,,,2.2
2017-01-02,21:00,0.9,1,9,52,,,2.5
2017-01-02,22:00,0.8,1,9,54,,,2.5
2017-01-02,23:00,0.7,1,9,53,,,3.4
